,ins,rep,model,fun,success,nit,nfev,Ta,Tb,Tc,Td
232,2023_01_06-08_45_00,10,A1,0.004538395142620033,True,127,19200,730.7526767903126,2.8794147397977667,49.51687096470022,
233,2023_01_05-00_21_20,10,A1,0.0021296278280380616,True,83,12600,3.6140776784533273,267.1701508262711,49.04119810247505,
234,2023_01_13-14_04_00,10,A1,0.011009788265504987,True,32,4950,989.7129988771793,3.787685463005971,645.7242946528165,
235,2023_02_12-10_41_30,10,A1,469.3095606799603,True,21,3300,875.4258663778685,881.4036792594196,0.12165989103317543,
236,2023_02_01-21_45_40,10,A1,0.0013032046650555751,True,61,9300,8.192257174262636,189.69265539508143,514.4475746423979,
237,2023_02_24-11_33_50,10,A1,0.002090854284804908,True,82,12450,159.407505677392,2.8188107140825878,383.9449106550543,
238,2023_02_05-22_20_50,10,A1,0.001184618198772018,True,60,9150,1.9477850243283683,32.651168965793545,19.85117007468307,
239,2023_02_18-16_43_50,10,A1,0.007383942326717264,True,78,11850,2.2127085164332243,102.74302630152829,306.80568885756054,
240,2023_01_09-04_03_00,10,A1,1.9064791477864467,True,12,1950,551.1795179140669,2.6374935727358775,21.421091376830248,
241,2023_01_26-00_09_10,10,A1,0.007081578175898903,True,81,12300,1.262595714297845,524.3915207545998,44.736987599986946,
242,2023_02_17-21_35_00,10,A1,0.004799044432420098,True,92,13950,0.0012011907583655557,15.188817768187619,4.986106689365272,
243,2023_02_17-03_54_00,10,A1,0.002574754829228991,True,48,7350,4.326594750956474,291.62314100350807,155.7839632141925,
244,2023_02_09-23_59_00,10,A1,0.011262586154143784,True,41,6300,2.026674022724478,633.0859179109098,597.0727747145069,
245,2023_01_08-11_00_30,10,A1,0.010701613975540043,True,69,10500,345.0692654904952,5.406932697004834,198.22685365594714,
246,2023_01_20-13_12_00,10,A1,0.025407508254823234,True,34,5250,935.1257964176867,7.2210963699834,452.3703811850049,
247,2023_02_13-22_37_00,10,A1,0.010052906467888343,True,95,14400,89.49066576538388,3.0762765414477258,39.958658608267285,
248,2023_01_04-00_16_30,10,A1,0.0015716081401504058,True,72,10950,388.2851658094261,2.3085943167838536,39.344669711192466,
249,2023_01_24-09_44_02,10,A1,0.0014265099149856138,True,41,6300,1.9440806192034756,180.0353935458396,864.1337519728634,
250,2023_01_17-01_31_40,10,A1,0.002633989259846576,True,71,10800,61.81645493559944,3.133454856321862,25.55932378950456,
251,2023_02_07-04_56_30,10,A1,0.0031169978292088954,True,52,7950,397.1501880164395,2.9431922116616533,362.56453901594875,
252,2023_01_25-02_07_20,10,A1,0.0014125168294248178,True,47,7200,67.94269938326448,4.831701295583514,352.07496838866086,
253,2023_02_09-00_13_00,0,A2,0.0002669289394755728,True,146,26460,0.6860336319520002,7.179646692091353,17.20956434771415,6.538490870267992
254,2023_02_13-14_08_10,0,A2,15.994296538455796,True,8,1620,164.67790775085223,175.9591123002939,965.3677645892806,310.7016960153434
255,2023_01_06-08_45_00,0,A2,0.0032656155871691045,True,207,37440,523.6884945935118,4.9061198989952,2.386793196170629,26.957053263582623
256,2023_01_05-00_21_20,0,A2,0.0006822334255913956,True,213,38520,2.6103699359469488,55.590031694543654,36.48728240498093,0.30197870291470963
257,2023_01_13-14_04_00,0,A2,0.0019221093701049458,True,234,42300,0.31617263595705936,29.71270168766904,11.656064024979912,0.003099361912632048
258,2023_02_12-10_41_30,0,A2,0.1782408656567903,False,1000,180180,1.603425443304502,24.658373641346714,580.1287699822244,848.533383714527
259,2023_02_01-21_45_40,0,A2,0.001206877374068565,True,40,7380,6.758935911186825,378.06347354450867,835.4898651630656,866.7125884276611
260,2023_02_24-11_33_50,0,A2,0.0013809821542471866,True,108,19620,2.665609569304877,5.612518642087593,159.58167957181558,543.4569914304916
261,2023_02_05-22_20_50,0,A2,0.0036885039646296688,True,68,12420,4.078880992125789,0.4557029173521414,992.3071459550116,725.9088278609429
262,2023_02_18-16_43_50,0,A2,0.0058803465107061265,True,95,17280,1.7257427010160313,55.30207607207882,100.229572768597,305.9276938993329
263,2023_01_09-04_03_00,0,A2,0.0017908639112662102,True,135,24480,0.0010623272301018005,1.3414763481089267,3.689216214394321,0.0017339199623620516
264,2023_01_26-00_09_10,0,A2,0.005929329516487897,True,174,31500,1.2050303736635897,335.52947716189533,274.28247158359704,0.1608512016015311
265,2023_02_17-21_35_00,0,A2,0.003082563377795568,True,119,21600,0.07848957231601617,0.10220177165746236,13.409340161961325,3.910440907236648
266,2023_02_17-03_54_00,0,A2,0.002749663626837222,True,63,11520,4.635503693682153,0.6390575813934447,981.3040096343049,580.1923904038213
267,2023_02_09-23_59_00,0,A2,0.010097698024255114,True,61,11160,0.7709974273648186,858.275406768741,622.7144992862669,429.543730564123
268,2023_01_08-11_00_30,0,A2,0.008872200074076271,True,193,34920,9.289594454453095,126.1290838371566,95.25009428578568,0.31078445448446246
269,2023_01_20-13_12_00,0,A2,0.0006607450279294201,True,252,45540,13.470530367669085,5.388270808846244,0.0016103936230251747,0.4820788547046959
270,2023_02_13-22_37_00,0,A2,0.017644601115242554,True,72,13140,4.490724701830516,0.14717528591808104,947.5284556224568,498.8159578995703
271,2023_01_04-00_16_30,0,A2,0.0007397483579003862,True,173,31320,0.7326554291414027,31.437719509304316,51.08323920202531,14.846543728536176
272,2023_01_24-09_44_02,0,A2,0.0014459675940959366,True,71,12960,1.5338094687043622,112.1428517346493,210.4778402912616,675.6360912213993
273,2023_01_17-01_31_40,0,A2,0.0017548985951571089,True,118,21420,1.0477005643897428,106.0501101109474,61.42173454264059,22.946838413365526
274,2023_02_07-04_56_30,0,A2,0.0028492057510034093,True,75,13680,1.989148715464637,614.3959575186735,644.3620348604027,419.13742371156917
275,2023_01_25-02_07_20,0,A2,0.0010197779207058218,True,108,19620,4.6599670096283035,4.285634675710526,55.83310138940652,280.28125675574347
276,2023_02_09-00_13_00,1,A2,0.0002642275337182208,True,155,28080,0.4463932120223717,10.379102018314143,17.24568434265143,6.498787860086509
277,2023_02_13-14_08_10,1,A2,15.997075614412696,True,8,1620,768.8152171576266,31.54133345632141,456.3071994990467,93.44161156489338
278,2023_01_06-08_45_00,1,A2,0.002681715095861561,True,100,18180,2.371341015814778,0.03146838017102027,48.55607923429466,25.760944653699937
279,2023_01_05-00_21_20,1,A2,0.0006731102659475651,True,222,40140,2.5932030497680785,54.128776329804225,35.2646484585851,0.0020631909895882927
280,2023_01_13-14_04_00,1,A2,0.005775022367440037,True,139,25200,2.1760146083928475,184.99963034114052,60.829125851365745,0.0105346890197211
281,2023_02_12-10_41_30,1,A2,0.21692522442326811,False,1000,180180,1.596858442898906,0.001300827713862418,527.7398702385094,407.6620377626378
282,2023_02_01-21_45_40,1,A2,0.001205760602350312,True,46,8460,6.5438020066374065,463.192032575524,922.0661109693172,554.3442013573831
283,2023_02_24-11_33_50,1,A2,0.0013810610836533289,True,106,19260,2.638737138259444,10.323598442452749,164.2585829933273,579.8007911916827
284,2023_02_05-22_20_50,1,A2,0.0008074169617648569,True,160,28980,0.2846827563642478,44.60528761430885,31.991805289509955,19.185882017076665
285,2023_02_18-16_43_50,1,A2,0.0058860191461367435,True,105,19080,1.665514422874537,63.9150917291679,104.26004108638716,331.83238247995814
286,2023_01_09-04_03_00,1,A2,0.0017890880846924337,True,162,29340,0.0010039827010928093,1.3257028800746298,3.675336423249064,0.001702621875551813
287,2023_01_26-00_09_10,1,A2,0.004889463573344837,True,165,29880,0.5875058556652561,27.67909938044994,128.50348540205442,47.82325443500372
288,2023_02_17-21_35_00,1,A2,0.0030821856403273062,True,105,19080,0.08824369971870283,0.028379136585215292,13.451025111414424,3.931035435742899
289,2023_02_17-03_54_00,1,A2,0.0027302328438321703,True,68,12420,4.616422784010808,0.351117946103102,974.4313725412862,532.106056153683
290,2023_02_09-23_59_00,1,A2,0.010182045941525792,True,53,9720,0.866016742377667,997.8258781733153,758.775299485327,647.7034574571959
291,2023_01_08-11_00_30,1,A2,0.011049851545379812,True,89,16200,943.9604744783085,0.04994648647704025,4.223096971976645,431.9161691508901
292,2023_01_20-13_12_00,1,A2,0.006955533788023841,True,118,21420,1.5247602175880957,998.045795241228,432.0126570162537,0.010552901256062341
293,2023_02_13-22_37_00,1,A2,0.00844825512684087,True,114,20700,1.4345953388433372,73.13085053157369,55.74647268572215,25.929000094010462
294,2023_01_04-00_16_30,1,A2,0.0017486111238911638,True,120,21780,2.269482929203491,999.2768522896155,796.6559263801108,123.1618311924289
295,2023_01_24-09_44_02,1,A2,0.0014467122771005627,True,77,14040,1.4791731774229788,132.7152747527947,233.53647036585375,839.4531300110252
296,2023_01_17-01_31_40,1,A2,0.004795849870034135,True,64,11700,5.223485539654689,1.7122862200665736,770.8663146545305,354.88422459561593
297,2023_02_07-04_56_30,1,A2,0.0028545046668373313,True,64,11700,1.9697425522622325,809.7662071702925,819.6426322234687,652.4254078982926
298,2023_01_25-02_07_20,1,A2,0.001020473280376731,True,80,14580,4.6963201780243935,3.6312048032738744,53.014685337036724,244.76084788305414
299,2023_02_09-00_13_00,2,A2,0.0002642197214163086,True,183,33120,0.4153672148891019,11.144370851154804,17.371870257812873,6.557276758560192
300,2023_02_13-14_08_10,2,A2,15.988827864070025,True,7,1440,5.091255404542892,678.7214497359648,832.4852363410598,5.98129797263806
301,2023_01_06-08_45_00,2,A2,0.0025442722585376667,True,107,19440,1.5472035362755605,84.21734921611124,121.89842647081105,25.484251714735194
302,2023_01_05-00_21_20,2,A2,0.0008278149457590188,True,150,27180,3.5076632092278146,142.5305051724319,88.95013012570496,0.05995401789044763
303,2023_01_13-14_04_00,2,A2,0.005778309097281059,True,201,36360,2.1613007542438254,187.8515974460534,61.84990287911182,0.04105906972995399
304,2023_02_12-10_41_30,2,A2,0.2982087957357231,True,677,122040,1.2731157837895921,0.0019547170941223158,672.9530945969807,788.9472298265003
305,2023_02_01-21_45_40,2,A2,0.001206151244544878,True,54,9900,6.630725220508111,455.27380556114156,947.2677508870804,693.24952947193
306,2023_02_24-11_33_50,2,A2,0.0006648739611631697,True,93,16920,329.2509641373068,5.108923976517474,2.3052304591072925,151.16688556884583
307,2023_02_05-22_20_50,2,A2,0.0035549835552513244,True,85,15480,4.0125796178001,0.4848962953649334,941.9162895075261,481.6347832756462
308,2023_02_18-16_43_50,2,A2,0.005886879262464412,True,104,18900,1.7001999892122512,60.141090887235066,103.00355725611695,332.1260265170605
309,2023_01_09-04_03_00,2,A2,0.0017887171155462987,True,167,30240,0.0010042943084727085,1.3262505146900594,3.6741739613324853,0.0010523397292558911
310,2023_01_26-00_09_10,2,A2,0.004891169104939971,True,120,21780,0.5992473466559431,25.426230081526853,126.09236143967121,47.62802110606032
311,2023_02_17-21_35_00,2,A2,0.0030826250816708796,True,118,21420,0.07709761106679025,0.13007174221422702,13.423758801568283,3.913564157752262
312,2023_02_17-03_54_00,2,A2,0.002689882546696462,True,85,15480,987.7079959267857,0.005354700654152111,4.625656675756318,601.7538671058849
313,2023_02_09-23_59_00,2,A2,0.01027580312338462,True,65,11880,0.8547204016672936,991.6869400631716,735.1156463428842,988.1583522060033
314,2023_01_08-11_00_30,2,A2,0.008736510548959882,True,182,32940,11.180255832062926,87.95092241116282,63.83530003292623,0.034921640883396776
315,2023_01_20-13_12_00,2,A2,0.006956772638829727,True,116,21060,1.534587668572442,992.6862595078188,428.9801623001408,0.003867493829943669
316,2023_02_13-22_37_00,2,A2,0.008513614506213399,True,92,16740,1.3929014722311308,108.9182360893281,78.22888982660294,31.733773543405334
317,2023_01_04-00_16_30,2,A2,0.0016750598885822332,True,99,18000,2.0788736225680964,997.1078725911889,836.5211088198002,77.12706923959723
318,2023_01_24-09_44_02,2,A2,0.0014461156117097564,True,66,12060,1.5252535273046988,97.2077048701965,179.54612804560975,504.96257944862924
319,2023_01_17-01_31_40,2,A2,0.0017555971470750924,True,122,22140,1.0778637488592153,103.49121603532956,60.972306287723825,22.763527879797493
320,2023_02_07-04_56_30,2,A2,0.0028498111405102877,True,68,12420,1.983707178221323,519.9520260868519,546.9564993710809,335.9464576823077
321,2023_01_25-02_07_20,2,A2,0.001019990393183193,True,99,18000,4.675670091533107,4.071083815156271,55.32282957192183,285.28549099106806
322,2023_02_09-00_13_00,3,A2,0.0002642171410628496,True,146,26460,0.40208772004109505,11.26431764005315,17.345335813971246,6.545981995233944
323,2023_02_13-14_08_10,3,A2,15.996060701131377,True,9,1800,843.4807467517089,107.17249224749537,630.528672638682,31.04487123904198
324,2023_01_06-08_45_00,3,A2,0.002561844062399509,True,138,25020,1.6271756464701639,140.5934792210454,198.6684295143977,33.934536123060695
325,2023_01_05-00_21_20,3,A2,0.0006736774908140083,True,234,42300,2.5961855018894653,54.17183744968969,35.29401292165039,0.0028926137992471013
326,2023_01_13-14_04_00,3,A2,0.005749184892824235,True,124,22500,2.164626281006406,176.59458526211773,58.15512205988739,0.013594704635409016
327,2023_02_12-10_41_30,3,A2,62.0525670303857,True,69,12600,0.002721231381428879,0.25987879995864205,995.2063026315734,0.06029114840094962
328,2023_02_01-21_45_40,3,A2,0.0012064582067752418,True,46,8460,6.71291217058166,419.16791386863224,906.6690301093022,823.2767397336684
329,2023_02_24-11_33_50,3,A2,0.0013813854625078557,True,124,22500,2.6559126541306455,8.918509465290413,162.74409450469074,575.1537880751225
330,2023_02_05-22_20_50,3,A2,0.003711070424353515,True,72,13140,4.061409381130659,0.4288204843327321,994.9373978335309,806.4248448362291
331,2023_02_18-16_43_50,3,A2,0.0058796570448305975,True,93,16920,1.680519460790208,59.55558465087,99.74770329160185,298.3501957052398
332,2023_01_09-04_03_00,3,A2,0.001788701768061642,True,167,30240,0.0010019775281193688,1.3278862011665638,3.6752706469814598,0.0010236619464194519
333,2023_01_26-00_09_10,3,A2,0.0060470527468161174,True,146,26460,1.0616560609499857,796.5091414796966,675.8924070389548,17.465652069647035
334,2023_02_17-21_35_00,3,A2,0.0030816868390433436,True,114,20700,0.08682413128758526,0.004162466882064564,13.420828602408733,3.9142778171907935
335,2023_02_17-03_54_00,3,A2,0.0027004894463032864,True,85,15480,4.584172179243922,0.026789027411837196,755.1028146106843,410.60453932620567
336,2023_02_09-23_59_00,3,A2,0.010121057167175988,True,44,8100,0.7740982055341306,958.8242886027772,688.0490435894723,492.4021620174685
337,2023_01_08-11_00_30,3,A2,0.011228177243325976,True,199,36000,0.0010105595126219669,0.0016055750512009581,5.441189850871751,2.391074818761979
338,2023_01_20-13_12_00,3,A2,0.0069556240615557445,True,106,19260,1.5361860787024852,998.3167927289769,431.7536348711186,0.05842323865442722
339,2023_02_13-22_37_00,3,A2,0.008414198909071944,True,97,17640,1.346830725333632,62.69312141759059,45.96735483246789,22.799677256660857
340,2023_01_04-00_16_30,3,A2,0.0017016980680921022,True,90,16380,2.1364842110181144,993.0755751488032,817.2885007422558,84.0663411628347
341,2023_01_24-09_44_02,3,A2,0.001445939535890413,True,117,21240,1.4938408744676508,113.45730926177902,206.68171850092523,595.5737512397171
342,2023_01_17-01_31_40,3,A2,0.0017564983043513397,True,122,22140,1.1230081324249568,101.52222445829318,61.58171992579656,22.827150202732923
343,2023_02_07-04_56_30,3,A2,0.0028508543737803312,True,87,15840,1.9700914376783771,613.8842560708612,635.4046131432607,422.17944857390927
344,2023_01_25-02_07_20,3,A2,0.0010199490540134034,True,99,18000,4.65206016008716,4.529561439128145,55.799594832428056,277.5236229008719
345,2023_02_09-00_13_00,4,A2,0.00026420850748296064,True,183,33120,0.43483152385192625,10.834292670419018,17.342275580845353,6.548246857052504
346,2023_02_13-14_08_10,4,A2,15.996647202208129,True,9,1800,812.8754049694921,334.0651053238189,854.6978410199885,33.06902541762469
347,2023_01_06-08_45_00,4,A2,0.0032784104198429467,True,129,23400,619.7308932415904,4.953682824507041,2.3811162719155163,29.631821556868204
348,2023_01_05-00_21_20,4,A2,0.0006734255673930395,True,227,41040,2.626548592023937,55.09524658880491,35.83185892038068,0.0016722731211871178
349,2023_01_13-14_04_00,4,A2,0.0019222998308323642,True,196,35460,0.30340778085042075,29.916809614850933,11.736954307233134,0.0015211871871088078
350,2023_02_12-10_41_30,4,A2,62.04373835092096,True,68,12420,0.0013980236646489175,0.033906722773224374,977.2183096029635,0.022909111296485207
351,2023_02_01-21_45_40,4,A2,0.00120587129771769,True,42,7740,6.429452328679872,392.08218690770536,736.7226586387413,407.2315214090633
352,2023_02_24-11_33_50,4,A2,0.0013808785532609432,True,92,16740,2.6621203466240786,7.579131682398611,159.5824981700112,554.8799161394993
353,2023_02_05-22_20_50,4,A2,0.003670220625027977,True,56,10260,4.045451270346405,0.12487253759115902,967.6078398109789,684.21608230773
354,2023_02_18-16_43_50,4,A2,0.005876078694511737,True,92,16740,1.7064285462982411,55.50442700818434,97.30626041270062,281.5473740039516
355,2023_01_09-04_03_00,4,A2,0.0033307945006541134,True,162,29340,0.6827789739696186,0.0010793069142209788,2.5033682060603724,0.0010024501098087057
356,2023_01_26-00_09_10,4,A2,0.006292767105781026,True,108,19620,0.8534689627612693,998.7640102478831,910.8237896619878,43.74233283830915
357,2023_02_17-21_35_00,4,A2,0.003083135807713146,True,101,18360,0.08267955749687417,0.00702023582317679,13.357722571452086,3.88857893280408
358,2023_02_17-03_54_00,4,A2,0.002809581423150501,True,67,12240,4.69081296031527,1.0082375564933272,999.6594934887287,780.6346889555889
359,2023_02_09-23_59_00,4,A2,0.010175316387326501,True,68,12420,0.8459294117471927,938.5969511331145,704.6968002132537,599.7325715547861
360,2023_01_08-11_00_30,4,A2,0.008932811316772343,True,250,45180,8.595233714953963,144.2922041284554,110.89066768140663,1.7236363357170603
361,2023_01_20-13_12_00,4,A2,0.00695620034164256,True,105,19080,1.5431682236387019,998.4656091421709,431.8023535366109,0.015334282044648262
362,2023_02_13-22_37_00,4,A2,0.01809342850591916,True,58,10620,4.549442973953546,1.3203997374997698,995.9284531106093,623.7860313847369
363,2023_01_04-00_16_30,4,A2,0.0007396299866410048,True,174,31500,0.731942395419253,31.553380205828205,51.0710006635307,14.809159823766322
364,2023_01_24-09_44_02,4,A2,0.0014458178346575467,True,85,15480,1.5360567758859816,125.74740895905342,240.29721089091356,919.042862875172
365,2023_01_17-01_31_40,4,A2,0.0017551535390928322,True,109,19800,1.0509964528268938,105.20833609942429,61.07871921020205,22.8611304351777
366,2023_02_07-04_56_30,4,A2,0.0028502586039783552,True,61,11160,1.9647765413044453,574.9126373230262,595.942747747522,377.4451852478383
367,2023_01_25-02_07_20,4,A2,0.0019974393014829546,True,129,23400,0.012113468002496575,3.2885278181537956,3.801448719356415,0.2087271018069714
368,2023_02_09-00_13_00,5,A2,0.00026421928182349943,True,124,22500,0.43674680141441513,10.489574169617072,17.167001412625496,6.4690044895031065
369,2023_02_13-14_08_10,5,A2,15.954524073890886,True,8,1620,3.7693060910999066,98.90214435530345,743.0249119367719,36.347560046692365
370,2023_01_06-08_45_00,5,A2,0.0032824613397623072,True,105,19080,688.0411886645496,4.880413102696821,2.404681485744959,31.834578986445877
371,2023_01_05-00_21_20,5,A2,0.0014063618198697362,True,120,21780,2.8959510281479766,537.372109129907,414.8892893406937,169.35478266623136
372,2023_01_13-14_04_00,5,A2,0.0019221561028424693,True,173,31320,0.31205627284668935,29.81042742831454,11.693346416928705,0.001570029825131769
373,2023_02_12-10_41_30,5,A2,62.12639780411595,True,68,12420,0.004709311667511429,0.23546111938708236,997.0692117850454,0.21333769153704907
374,2023_02_01-21_45_40,5,A2,0.0012055453502954339,True,49,9000,6.4747999154102445,420.5646431619804,823.1415093021976,438.12046872345485
375,2023_02_24-11_33_50,5,A2,0.0013809303867044094,True,104,18900,2.6526168841942876,8.73228779221023,161.43549053320828,569.6134853478219
376,2023_02_05-22_20_50,5,A2,0.0008080225508892446,True,105,19080,0.253394528493061,45.297819207503096,31.857863154884456,19.216717770304342
377,2023_02_18-16_43_50,5,A2,0.005865798131060257,True,88,16020,1.722573731088744,50.84025639155453,93.74847610567713,250.831265230796
378,2023_01_09-04_03_00,5,A2,0.0017886513051885394,True,176,31860,0.0010002594256661723,1.3271837240304762,3.6756710626626727,0.0010107072829441677
379,2023_01_26-00_09_10,5,A2,0.004891419896461228,True,127,23040,0.584459753537601,27.098678906069324,127.2035430635292,47.48464538613621
380,2023_02_17-21_35_00,5,A2,0.0030815015920927654,True,124,22500,0.08635707610875443,0.01688635517638204,13.398255953471335,3.907300279650542
381,2023_02_17-03_54_00,5,A2,0.002754711329172343,True,60,10980,4.640712428141001,0.5951018682955578,999.8528857065737,595.8698174870433
382,2023_02_09-23_59_00,5,A2,0.010111027359010852,True,46,8460,0.8548785773447776,899.4070304396022,688.5259790360396,461.4519002201812
383,2023_01_08-11_00_30,5,A2,0.011231643413027008,True,155,28080,0.0011478475295803037,0.001926090111112444,5.649036588797685,2.6058799539471806
384,2023_01_20-13_12_00,5,A2,0.0069855199141727374,True,138,25020,1.5508568871923671,844.6951582778249,365.68005489455027,0.02854894468458724
385,2023_02_13-22_37_00,5,A2,0.017661876625806306,True,62,11340,4.494717028095579,1.3639416837452814,970.0394302435889,510.38308839263937
386,2023_01_04-00_16_30,5,A2,0.0015349842341314517,True,130,23580,1.787751925331463,778.5135725329559,711.8067969761967,54.99068756271055
387,2023_01_24-09_44_02,5,A2,0.0014478749597986174,True,65,11880,1.4648241618689326,99.3207220939164,170.55855429110062,407.7327439976899
388,2023_01_17-01_31_40,5,A2,0.0017546438125632187,True,133,24120,1.0695840435749915,104.6846911297136,61.30487281087824,22.88018037056662
389,2023_02_07-04_56_30,5,A2,0.0028481060214413947,True,77,14040,1.9631678478111212,239.43762007494308,248.3090374091194,144.785253011345
390,2023_01_25-02_07_20,5,A2,0.0010198547363572286,True,101,18360,4.685648942957016,4.078634303749027,55.38408920115609,287.4833079808024
391,2023_02_09-00_13_00,6,A2,0.00026435146350174915,True,143,25920,0.47778322858624733,10.046119783520453,17.316481751833237,6.535688059327583
392,2023_02_13-14_08_10,6,A2,15.996554247773574,True,7,1440,505.25514878891477,332.40243501814393,926.3349250678014,153.09403414905995
393,2023_01_06-08_45_00,6,A2,0.002682368686771371,True,133,24120,2.336562803855827,0.15039715601000125,47.42938041327085,25.09029292535223
394,2023_01_05-00_21_20,6,A2,0.0008362115612673031,True,158,28620,3.5563308686521395,151.3336585860837,94.19945523542413,0.004978439872729723
395,2023_01_13-14_04_00,6,A2,0.005713949143089695,True,125,22680,2.0990289206624766,167.5501373665279,55.50019755154841,0.17307422415603924
396,2023_02_12-10_41_30,6,A2,62.09184310958423,True,79,14400,0.0010426249595525405,0.006813208796984327,993.8697110674013,0.26333328156772495
397,2023_02_01-21_45_40,6,A2,0.0012074455445651845,True,44,8100,6.8270668164146855,250.61301491268426,581.7936891852921,651.2053080773293
398,2023_02_24-11_33_50,6,A2,0.0013811186030287938,True,99,18000,2.6540562017651155,7.7691334731892425,161.63914068510638,571.4659547527447
399,2023_02_05-22_20_50,6,A2,0.003667690628195207,True,74,13500,4.068826482802649,0.36668776009901194,991.2841977414374,663.4827015846857
400,2023_02_18-16_43_50,6,A2,0.005886557398161819,True,128,23220,1.6806252636042132,62.558629600383995,104.89025101634269,339.47248009033683
401,2023_01_09-04_03_00,6,A2,0.001788675807330845,True,184,33300,0.0010027064197970503,1.3278307800330253,3.6753519530948324,0.0010125990069695945
402,2023_01_26-00_09_10,6,A2,0.005977464399196514,True,126,22860,1.155008132636624,809.0354460091764,669.3983642658934,6.565461112469677
403,2023_02_17-21_35_00,6,A2,0.0030828704085761813,True,110,19980,0.07561331745040434,0.12617986055221309,13.450552519495659,3.92162955990824
404,2023_02_17-03_54_00,6,A2,0.002758307763614714,True,78,14220,4.642197489698788,0.009711553744807588,999.0137247057501,608.9437560649963
405,2023_02_09-23_59_00,6,A2,0.010266257979256838,True,56,10260,0.8948186721077036,997.481417032325,752.7525354258541,950.4151785420528
406,2023_01_08-11_00_30,6,A2,0.00877029636021182,True,204,36900,10.792605064664656,98.42738292415407,72.10659051304316,0.28036069568537414
407,2023_01_20-13_12_00,6,A2,0.006956571086239029,True,160,28980,1.5403479947226515,997.9608784576579,431.90305976370985,0.006538947505077886
408,2023_02_13-22_37_00,6,A2,0.008471579669945212,True,103,18720,1.5018730963155917,77.6805598295332,61.91171168255278,27.678541508461592
409,2023_01_04-00_16_30,6,A2,0.0017279691627308444,True,100,18180,2.207507064114509,997.9832351772484,810.1704384492095,99.2456049462275
410,2023_01_24-09_44_02,6,A2,0.0014463207312191216,True,82,14940,1.5465069957885476,110.1732697066887,213.55095848436332,758.2455383123133
411,2023_01_17-01_31_40,6,A2,0.0017619126116283361,True,90,16380,1.0565047404749066,99.93226127128878,58.40748899752856,22.359041409114525
412,2023_02_07-04_56_30,6,A2,0.002849750855603051,True,66,12060,1.9723364562208872,458.88574395975746,474.8942430963165,291.95742409162847
413,2023_01_25-02_07_20,6,A2,0.0010198118586128497,True,88,16020,4.67731262756314,4.091156062149253,55.62418320128751,284.80542878673884
414,2023_02_09-00_13_00,7,A2,0.006295780318233447,True,55,10080,5.620889320424737,0.2521379517914397,997.6510330709907,839.6430081786502
415,2023_02_13-14_08_10,7,A2,15.997746603222067,True,8,1620,923.7789516968048,75.07551243532242,641.0271826696935,704.578916043874
416,2023_01_06-08_45_00,7,A2,0.0025570815690672648,True,138,25020,1.6334637558169334,124.5931843251829,178.56083697390483,32.40733330873388
417,2023_01_05-00_21_20,7,A2,0.0008389478270636238,True,166,30060,3.549679513806666,155.83059347684025,97.052389349068,0.026090501645114728
418,2023_01_13-14_04_00,7,A2,0.0019225855894105133,True,228,41220,0.3212185430311365,29.93186966947968,11.729752590087685,0.0019246054642394483
419,2023_02_12-10_41_30,7,A2,62.05059231260631,True,75,13680,0.001182533518431228,0.14674296383253704,985.4240021676462,0.059042578972537285
420,2023_02_01-21_45_40,7,A2,0.0012066617967613743,True,46,8460,6.693576897486992,242.90826822563753,517.6154200620423,481.62995375806656
421,2023_02_24-11_33_50,7,A2,0.0013810690581164272,True,95,17280,2.67834370044244,4.3462764134402505,160.0491234112581,561.4193118925655
422,2023_02_05-22_20_50,7,A2,0.000807404918124352,True,121,21960,0.27617876272745434,45.59592871393386,32.412892314191254,19.415410192101945
423,2023_02_18-16_43_50,7,A2,0.005888081887406737,True,125,22680,1.6472861540286772,65.06693686996971,104.72346806998536,330.82312226980275
424,2023_01_09-04_03_00,7,A2,0.0017892072985004174,True,165,29880,0.001004662828279379,1.3255626597737091,3.6747434237623793,0.0021858100863028085
425,2023_01_26-00_09_10,7,A2,0.006058187521666374,True,134,24300,1.07328143267722,998.5706831168997,848.788971162618,21.294330934815264
426,2023_02_17-21_35_00,7,A2,0.0030821518343860724,True,121,21960,0.08325654439852315,0.07584670677698568,13.408666634709277,3.912303314818587
427,2023_02_17-03_54_00,7,A2,0.0028282299551459574,True,78,14220,4.714322612795172,0.11242591015667358,992.2719190917638,864.3541829173796
428,2023_02_09-23_59_00,7,A2,0.010108582045300775,True,46,8460,0.7774720602129719,947.6688403967621,691.7035315434805,470.6280920386015
429,2023_01_08-11_00_30,7,A2,0.011235562521527251,True,187,33840,0.0028944689041736638,0.0043714918785440204,5.540968998537494,2.5064154265551792
430,2023_01_20-13_12_00,7,A2,0.006987953160470272,True,110,19980,1.5359362086344959,829.3795913823474,358.8901615905094,0.12026840282817375
431,2023_02_13-22_37_00,7,A2,0.00850653052235147,True,108,19620,1.4154938592001827,102.85023260753206,75.81873413552233,31.092468071137148
432,2023_01_04-00_16_30,7,A2,0.0007397922333471573,True,267,48240,0.7278982861680561,31.779725242155962,51.23546490449297,14.811235728879865
433,2023_01_24-09_44_02,7,A2,0.0014456484307731712,True,87,15840,1.5296598136138755,97.66946054447664,185.76837873954088,486.76250536508155
