,ins,rep,model,fun,success,nit,nfev,Ta,Tb,Tc,Td
434,2023_01_17-01_31_40,7,A2,0.00500253478918016,True,50,9180,5.364331946647724,0.19003520119895256,997.0359614090371,675.0569043617647
435,2023_02_07-04_56_30,7,A2,0.0028482698759948084,True,91,16560,1.9659714904933026,375.6020693114876,388.28809290119307,234.90286640983192
436,2023_01_25-02_07_20,7,A2,0.0010198042014701425,True,103,18720,4.667834600197693,4.320636812999453,55.715115513812975,285.20423824609554
437,2023_02_09-00_13_00,8,A2,0.00026423416170187733,True,131,23760,0.4339893557968253,10.581245365610869,17.166804792624873,6.470263778857657
438,2023_02_13-14_08_10,8,A2,15.99578849467144,True,8,1620,337.47302479075097,148.18995817914362,626.8689953281174,16.262784508747814
439,2023_01_06-08_45_00,8,A2,0.0025508385051403507,True,104,18900,1.5935303463783157,108.48882918829389,154.32575397690664,29.3533661837497
440,2023_01_05-00_21_20,8,A2,0.000678175100942613,True,206,37260,2.592464811898651,54.55554952953702,35.72464826723984,0.17936216419622042
441,2023_01_13-14_04_00,8,A2,0.005778510059958621,True,121,21960,2.1527492389817553,186.99599540078623,61.604297265718,0.13621676745316336
442,2023_02_12-10_41_30,8,A2,0.2050222485656948,False,1000,180180,1.320026722960165,23.13418527300854,477.5780568310968,806.3893778348656
443,2023_02_01-21_45_40,8,A2,0.0012079803053135973,True,57,10440,6.891342247819239,219.73428432338358,510.37647571934986,735.437416408315
444,2023_02_24-11_33_50,8,A2,0.0013808112628690685,True,136,24660,2.6509563777461835,8.644854857334394,160.5602687274192,549.3396333865124
445,2023_02_05-22_20_50,8,A2,0.0036161890158376785,True,74,13500,4.014868042475598,0.004903552946302625,869.0568814773377,535.7485146631435
446,2023_02_18-16_43_50,8,A2,0.00588472836921199,True,108,19620,1.7274597908299825,56.68955109494976,102.13890981803297,328.01804025503486
447,2023_01_09-04_03_00,8,A2,0.0017916790202276104,True,144,26100,0.0012205575702068927,1.3211685852454025,3.6733632517176034,0.0013889286461221673
448,2023_01_26-00_09_10,8,A2,0.005940223092145241,True,128,23220,1.2489472505531012,942.5898549646963,769.5238949046691,0.056351439871036746
449,2023_02_17-21_35_00,8,A2,0.0030828740417018275,True,95,17280,0.07871961144661554,0.078667211230254,13.41668577428112,3.9146795664834713
450,2023_02_17-03_54_00,8,A2,0.0026979331766354246,True,71,12960,4.574562629749323,1.1468436364051513,726.2003537404414,395.2866683153532
451,2023_02_09-23_59_00,8,A2,0.010159453861510568,True,51,9360,0.8023284536787401,713.9401586210923,514.6585235110915,471.34859843290076
452,2023_01_08-11_00_30,8,A2,0.008810130160273672,True,235,42480,9.68536280356858,110.50806668230456,82.70444327095043,0.22234365504095877
453,2023_01_20-13_12_00,8,A2,0.006956260447868927,True,114,20700,1.5365299852272756,990.7644743890255,428.42903266060966,0.031629738597644064
454,2023_02_13-22_37_00,8,A2,0.018753003176729222,True,67,12240,4.597644982553845,0.38610809104523014,988.9275110963479,892.4628549216561
455,2023_01_04-00_16_30,8,A2,0.0016697449700693063,True,83,15120,2.0574230852905657,929.9181222662705,782.0699655129006,70.71378614913539
456,2023_01_24-09_44_02,8,A2,0.001445975711395322,True,68,12420,1.520452558238901,108.65163335144291,203.07338629686956,626.0922432586
457,2023_01_17-01_31_40,8,A2,0.0017546726187090123,True,106,19260,1.0538856777224623,105.53440755917114,61.38223748936315,22.91974652002233
458,2023_02_07-04_56_30,8,A2,0.002856435380315176,True,75,13680,1.9764269705501079,739.8599620078764,788.2176753902762,464.9183340131063
459,2023_01_25-02_07_20,8,A2,0.0010202197492156335,True,100,18180,4.672926867099363,4.065317805868176,54.2777298331369,259.0829530182077
460,2023_02_09-00_13_00,9,A2,0.00026417817076693006,True,163,29520,0.41996565066494895,10.713633137181034,17.255008732430326,6.496074160244689
461,2023_02_13-14_08_10,9,A2,15.997776672175169,True,7,1440,555.6489790288402,217.41819927379026,931.6677430875707,349.6544311408421
462,2023_01_06-08_45_00,9,A2,0.0025466800709982255,True,125,22680,1.5882845261964462,94.84991264957114,136.63655531398751,27.486272500156815
463,2023_01_05-00_21_20,9,A2,0.0008375771827272997,True,156,28260,3.565322870307341,152.89955264609398,95.16482208456927,0.02410796682192995
464,2023_01_13-14_04_00,9,A2,0.005773923422260111,True,141,25560,2.156758187408343,187.08717882877625,61.603842743447444,0.005888565948964697
465,2023_02_12-10_41_30,9,A2,62.10647714090452,True,68,12420,0.0022142730715017933,0.24264503071475474,991.5070413143128,0.07138731030948975
466,2023_02_01-21_45_40,9,A2,0.0012068737499246183,True,62,11340,836.5891398450465,3.2558359077419254,7.115270782074674,694.3949583574761
467,2023_02_24-11_33_50,9,A2,0.0006875786442094382,True,78,14220,988.1473385053757,4.8769231118185985,2.3880142234725668,498.4801939474634
468,2023_02_05-22_20_50,9,A2,0.0036439048055053485,True,58,10620,4.042410596444995,0.8425931930371462,978.3891972200242,620.6741863670954
469,2023_02_18-16_43_50,9,A2,0.005879034888490221,True,83,15120,1.7016312305985934,56.42746705709209,98.74949340358637,294.4334323662664
470,2023_01_09-04_03_00,9,A2,0.0017886816110556224,True,168,30420,0.0010017230094945262,1.3269248906943858,3.6753373671201075,0.001054597537859081
471,2023_01_26-00_09_10,9,A2,0.005940635663527913,True,176,31860,1.249368360830772,969.1716818843904,791.2192169148828,0.12779880188276138
472,2023_02_17-21_35_00,9,A2,0.0030814393228638867,True,143,25920,0.0875615964873191,0.010952312888150573,13.411318508442491,3.9123642861708845
473,2023_02_17-03_54_00,9,A2,0.0028157307748750146,True,67,12240,4.696851287973061,0.7610061171499183,989.3097764381635,800.0990567573252
474,2023_02_09-23_59_00,9,A2,0.010047253911229865,True,53,9720,0.9088463302645664,372.188065810467,308.04552407706,217.58641125192503
475,2023_01_08-11_00_30,9,A2,0.004941133325192169,True,202,36540,4.4247940469480795,10.08434839341669,7.912296128919877,1.0045266847736798
476,2023_01_20-13_12_00,9,A2,0.006956041472903325,True,117,21240,1.5544972352668651,987.9869529761913,426.80999065818105,0.002562235133723334
477,2023_02_13-22_37_00,9,A2,0.008482448268940459,True,88,16020,1.4639972257986642,86.96426540108882,66.72796095588541,29.03250340568519
478,2023_01_04-00_16_30,9,A2,0.0016588351988960643,True,120,21780,2.0481725133673194,997.9761466576156,845.7357411492367,73.82783727064509
479,2023_01_24-09_44_02,9,A2,0.0015364531863275954,True,62,11340,1.0600583838954094,738.6695307881835,959.2857229275292,994.1777695573332
480,2023_01_17-01_31_40,9,A2,0.0017549292610439897,True,89,16200,1.045310795448188,105.84371856583476,61.17338022162386,22.899989274600614
481,2023_02_07-04_56_30,9,A2,0.0028489643787449077,True,79,14400,1.9766062402496232,486.5339612629874,506.59253110054084,314.5239177206895
482,2023_01_25-02_07_20,9,A2,0.0010201685517169364,True,91,16560,4.677788084519591,3.8914485011021043,54.105615600416,256.148705911102
483,2023_02_09-00_13_00,10,A2,0.000264148756472941,True,120,21780,0.43073692804136954,10.699085553986208,17.298853094813524,6.5203860679596914
484,2023_02_13-14_08_10,10,A2,15.991169156567857,True,9,1800,45.928004403782836,248.59859246659087,667.8090818946409,105.41163016346695
485,2023_01_06-08_45_00,10,A2,0.002565565697559115,True,195,35280,1.6542278460173065,149.07333141361585,213.8975015189847,35.8400646486902
486,2023_01_05-00_21_20,10,A2,0.0008360728056539024,True,163,29520,3.562991817997613,150.991585187812,94.01238725754763,0.046250250808839155
487,2023_01_13-14_04_00,10,A2,0.005774312541423027,True,115,20880,2.1783936968944317,184.71774801995008,60.72247899818717,0.0107019586196202
488,2023_02_12-10_41_30,10,A2,62.090880269766195,True,70,12780,0.003929749016435835,0.18251251151974657,983.0067065219664,0.029294779645454128
489,2023_02_01-21_45_40,10,A2,0.0012059190383141877,True,40,7380,6.531957940009306,484.55814215928046,958.4179005809162,548.4008335700127
490,2023_02_24-11_33_50,10,A2,0.0013776669183798878,True,100,18180,2.6767031219620208,3.8010386468753268,118.68006794524712,264.22941705631007
491,2023_02_05-22_20_50,10,A2,0.0008175573800775028,True,141,25560,0.2623612185418551,33.30347458228738,23.840927181858433,15.844226379368763
492,2023_02_18-16_43_50,10,A2,0.005886640489581233,True,120,21780,1.7190164029391326,57.578903930609215,102.9923425801174,337.0147410254152
493,2023_01_09-04_03_00,10,A2,0.0017894413854514855,True,160,28980,0.0010716870347664553,1.3324331182776064,3.67826480044414,0.0013789245261932592
494,2023_01_26-00_09_10,10,A2,0.005944069570528693,True,163,29520,1.232795485182578,998.016857353246,816.2377289269091,1.2881064259213417
495,2023_02_17-21_35_00,10,A2,0.0030816851773225514,True,112,20340,0.0877879518788518,0.016449354181020226,13.412752008276414,3.911704541529332
496,2023_02_17-03_54_00,10,A2,0.0025754610478500644,True,64,11700,0.16925436338431155,925.0922068823854,223.9701500211405,145.24458639266095
497,2023_02_09-23_59_00,10,A2,0.010057140088295556,True,69,12600,0.6953992964585041,612.8988767844845,429.182482244978,293.468087424072
498,2023_01_08-11_00_30,10,A2,0.004928248489378852,True,367,66240,4.794047076282311,9.582117247246117,7.422496392730011,1.002512098962427
499,2023_01_20-13_12_00,10,A2,0.006955409643675916,True,135,24480,1.5385898925872539,996.0452441333827,430.8111360670626,0.03564468562444745
500,2023_02_13-22_37_00,10,A2,0.01867055543884545,True,74,13500,4.565787279198673,1.242053671262397,943.4717958324036,780.7519552459853
501,2023_01_04-00_16_30,10,A2,0.0007396289924290305,True,139,25200,0.7355568512106743,31.576203511146844,51.13632391763542,14.834562794554643
502,2023_01_24-09_44_02,10,A2,0.0014456986980962484,True,90,16380,1.515387752133563,95.81710233317676,178.4216473045429,450.92196937173804
503,2023_01_17-01_31_40,10,A2,0.001754973558189548,True,93,16920,1.0796621610575698,103.93734851284279,61.329340327174975,22.85132257622422
504,2023_02_07-04_56_30,10,A2,0.0028495605452626693,True,54,9900,1.9713514085675001,636.9033366765997,662.7014711979004,432.2677016192076
505,2023_01_25-02_07_20,10,A2,0.0010198903934012383,True,96,17460,4.685686291612058,3.8096812757174234,55.41565425199491,286.20254494462506
506,2023_02_09-00_13_00,0,B1,0.00037737147490224604,True,52,6360,,13.38517624233566,4.400975298691151,
507,2023_02_13-14_08_10,0,B1,15.998399167060244,True,9,1200,,605.8729968976401,3.8651897644328983,
508,2023_01_06-08_45_00,0,B1,0.004847540842997585,True,45,5520,,74.00870650167076,4.752787349434698,
509,2023_01_05-00_21_20,0,B1,0.001690407169019179,True,55,6720,,30.213051384646974,4.499341640111936,
510,2023_01_13-14_04_00,0,B1,0.009030423766994094,True,47,5760,,10.924155153719482,3.7250296998100794,
511,2023_02_12-10_41_30,0,B1,,False,1000,120120,,31.510951499720363,298.37171867916226,
512,2023_02_01-21_45_40,0,B1,0.0013642272642778244,True,70,8520,,7.585191421902948,0.0010804919190263718,
513,2023_02_24-11_33_50,0,B1,0.005960333976055324,True,48,5880,,278.07220633064026,103.74876890998786,
514,2023_02_05-22_20_50,0,B1,0.0030625330045434777,True,58,7080,,5.184942169203396,1.0515618018632722,
515,2023_02_18-16_43_50,0,B1,0.021987712921747397,True,24,3000,,709.1199145967249,691.9170816492491,
516,2023_01_09-04_03_00,0,B1,0.05537001998011149,True,41,5040,,0.6368862380825817,0.0018988425124462083,
517,2023_01_26-00_09_10,0,B1,0.007120619771101586,True,34,4200,,520.2210589741222,41.32288038216274,
518,2023_02_17-21_35_00,0,B1,0.004789881586996626,True,55,6720,,15.188056158486631,4.979263191028622,
519,2023_02_17-03_54_00,0,B1,0.002604364167121717,True,52,6360,,5.190797601191775,0.3977245484755372,
520,2023_02_09-23_59_00,0,B1,0.014967938398130596,True,43,5280,,73.917964082693,37.54506806484767,
521,2023_01_08-11_00_30,0,B1,0.013098739239625446,True,36,4440,,327.7374599703221,28.692464424912657,
522,2023_01_20-13_12_00,0,B1,0.01010644894947499,True,35,4320,,163.18060136421468,15.374133713583205,
523,2023_02_13-22_37_00,0,B1,0.013922292088494973,True,62,7560,,6.5935949280510044,1.5673569970140875,
524,2023_01_04-00_16_30,0,B1,0.0021648702348042513,True,47,5760,,48.88123900383539,6.70352808672186,
525,2023_01_24-09_44_02,0,B1,0.0019444693322366784,True,74,9000,,1.9098513165205873,0.0010736042817143243,
526,2023_01_17-01_31_40,0,B1,0.004135237474808859,True,53,6480,,7.477374465566697,1.4398499121895725,
527,2023_02_07-04_56_30,0,B1,0.002857245842524483,True,61,7440,,4.885000745497848,1.1050075987319588,
528,2023_01_25-02_07_20,0,B1,0.00471551103716146,True,52,6360,,3.7419017761218925,0.0011082079977313697,
529,2023_02_09-00_13_00,1,B1,0.00037730610826242815,True,52,6360,,13.342589027740985,4.379299999295199,
530,2023_02_13-14_08_10,1,B1,16.00857784496593,True,7,960,,534.505789956853,7.39133414662939,
531,2023_01_06-08_45_00,1,B1,0.0048475111953654205,True,43,5280,,74.65601330652737,4.79190409695218,
532,2023_01_05-00_21_20,1,B1,0.001690308719358816,True,54,6600,,30.258741339506344,4.5113563011820474,
533,2023_01_13-14_04_00,1,B1,0.009028423210743068,True,49,6000,,10.730627211662465,3.637928826957932,
534,2023_02_12-10_41_30,1,B1,,False,1000,120120,,0.5182845963291243,961.7093284165505,
535,2023_02_01-21_45_40,1,B1,0.0013643344744363169,True,62,7560,,7.587730726511381,0.0011099290871925405,
536,2023_02_24-11_33_50,1,B1,0.006280791116468031,True,35,4320,,808.8666185778865,307.51627579224197,
537,2023_02_05-22_20_50,1,B1,0.003063250210039288,True,52,6360,,5.169424914639819,1.0302501321269801,
538,2023_02_18-16_43_50,1,B1,0.021988275347510782,True,36,4440,,254.6637124962522,226.33803649805577,
539,2023_01_09-04_03_00,1,B1,0.05538039494571338,True,48,5880,,0.6881994462701186,0.001406346456576557,
540,2023_01_26-00_09_10,1,B1,0.00712086190829438,True,37,4560,,521.9336510540572,41.44277513668669,
541,2023_02_17-21_35_00,1,B1,0.004789965368432438,True,58,7080,,15.20772434271322,4.983298882046768,
542,2023_02_17-03_54_00,1,B1,0.00260416986328292,True,55,6720,,5.193990652873765,0.4024583401000541,
543,2023_02_09-23_59_00,1,B1,0.014962023979863012,True,33,4080,,43.77933955761637,27.875855835314212,
544,2023_01_08-11_00_30,1,B1,0.011234108399177142,True,55,6720,,48.00079230842357,6.364619201322228,
545,2023_01_20-13_12_00,1,B1,0.010104369389655763,True,44,5400,,162.9284566492717,15.320728094898925,
546,2023_02_13-22_37_00,1,B1,0.01392884683014086,True,62,7560,,6.5532831891942465,1.5587485813230728,
547,2023_01_04-00_16_30,1,B1,0.00216470846872211,True,49,6000,,48.95385022643552,6.705733096027814,
548,2023_01_24-09_44_02,1,B1,0.005397251050169956,True,37,4560,,50.51049091836296,40.69038896725647,
549,2023_01_17-01_31_40,1,B1,0.004136353141698471,True,43,5280,,7.54236880953755,1.4715493664799624,
550,2023_02_07-04_56_30,1,B1,0.002857388560226278,True,68,8280,,4.909500122712757,1.1187376697315017,
551,2023_01_25-02_07_20,1,B1,0.0047169945993560235,True,52,6360,,3.736269044386461,0.0011358816495317114,
552,2023_02_09-00_13_00,2,B1,0.0003773099468709504,True,46,5640,,13.385387750864368,4.397301134284362,
553,2023_02_13-14_08_10,2,B1,15.99938695223828,True,7,960,,938.1254047833518,2.8982760284818028,
554,2023_01_06-08_45_00,2,B1,0.004847225085300796,True,47,5760,,74.07944105495227,4.755805405539149,
555,2023_01_05-00_21_20,2,B1,0.0016902237242336024,True,45,5520,,30.205195925851342,4.501481877580147,
556,2023_01_13-14_04_00,2,B1,0.009029206329775847,True,52,6360,,10.938689461423849,3.736413352610839,
557,2023_02_12-10_41_30,2,B1,,False,1000,120120,,401.0474721266737,946.7841433720214,
558,2023_02_01-21_45_40,2,B1,0.0013644292791281931,True,62,7560,,7.578404887909301,0.0010838331749596364,
559,2023_02_24-11_33_50,2,B1,0.005949306676084414,True,39,4800,,214.04225922874974,87.43614963847159,
560,2023_02_05-22_20_50,2,B1,0.0030626990538869044,True,47,5760,,5.153573188818882,1.0186899632025757,
561,2023_02_18-16_43_50,2,B1,0.0219788089796624,True,26,3240,,809.9939914411677,941.5614540954446,
562,2023_01_09-04_03_00,2,B1,0.055376964865379644,True,39,4800,,0.6447828242711466,0.0018430939578024663,
563,2023_01_26-00_09_10,2,B1,0.007134230767451864,True,36,4440,,473.11363668239653,39.10954785782394,
564,2023_02_17-21_35_00,2,B1,0.00479037731145326,True,54,6600,,15.271267893734091,5.003090951623676,
565,2023_02_17-03_54_00,2,B1,0.0026048458727378505,True,49,6000,,5.20326966177754,0.40651931827011367,
566,2023_02_09-23_59_00,2,B1,0.014967428463614822,True,42,5160,,70.72613802125147,36.864745227881144,
567,2023_01_08-11_00_30,2,B1,0.013116592434860531,True,31,3840,,345.7783659270813,29.62664816960546,
568,2023_01_20-13_12_00,2,B1,0.010107741112032815,True,41,5040,,162.79775525483274,15.327970030583174,
569,2023_02_13-22_37_00,2,B1,0.013922017722862749,True,64,7800,,6.5596071995171314,1.5446635693719486,
570,2023_01_04-00_16_30,2,B1,0.0021646825357607992,True,48,5880,,49.122565115171426,6.73689002447253,
571,2023_01_24-09_44_02,2,B1,0.0019444118052632854,True,78,9480,,1.912001369256643,0.0010158159973343572,
572,2023_01_17-01_31_40,2,B1,0.00413532194718073,True,54,6600,,7.50050202858074,1.4537738118849006,
573,2023_02_07-04_56_30,2,B1,0.0028571656148456363,True,68,8280,,4.868818181421773,1.0969617537965632,
574,2023_01_25-02_07_20,2,B1,0.004715411142142506,True,53,6480,,3.7468142598397662,0.0011190097623057227,
575,2023_02_09-00_13_00,3,B1,0.00037738393811902215,True,53,6480,,13.375677041116035,4.38900698284499,
576,2023_02_13-14_08_10,3,B1,16.00988329010488,True,6,840,,422.11181730624776,33.10884701678907,
577,2023_01_06-08_45_00,3,B1,0.0048474808635954264,True,42,5160,,73.93644797713904,4.744903317320166,
578,2023_01_05-00_21_20,3,B1,0.0016904093647165687,True,53,6480,,30.19150304011157,4.4944043406350715,
579,2023_01_13-14_04_00,3,B1,0.009027682512499354,True,59,7200,,10.780399225313772,3.659218099610314,
580,2023_02_12-10_41_30,3,B1,,False,1000,120120,,63.67798241758874,664.2956094438914,
581,2023_02_01-21_45_40,3,B1,0.0013641613962973732,True,71,8640,,7.5840472169824125,0.0010008668597834003,
582,2023_02_24-11_33_50,3,B1,0.0059400023562620205,True,35,4320,,182.77680907135039,79.85629794672764,
583,2023_02_05-22_20_50,3,B1,0.0030621105976031213,True,62,7560,,5.199978615795999,1.0639110327152252,
584,2023_02_18-16_43_50,3,B1,0.021980258752343905,True,30,3720,,612.3046455489512,633.6653150119829,
585,2023_01_09-04_03_00,3,B1,0.055377335916973816,True,41,5040,,0.632931097152607,0.0018462481673964248,
586,2023_01_26-00_09_10,3,B1,0.007181464998500399,True,38,4680,,360.1980953498645,33.462606725331796,
587,2023_02_17-21_35_00,3,B1,0.004790200823669593,True,57,6960,,15.246082577975585,4.999683330599794,
588,2023_02_17-03_54_00,3,B1,0.0026041074860910333,True,58,7080,,5.196413825964328,0.40363381281440525,
589,2023_02_09-23_59_00,3,B1,0.014956556373860421,True,36,4440,,35.366984551929534,24.06570905583243,
590,2023_01_08-11_00_30,3,B1,0.011227663986840332,True,63,7680,,48.42192325888573,6.405962300874364,
591,2023_01_20-13_12_00,3,B1,0.01010747908410767,True,34,4200,,162.15643062746335,15.214695951088345,
592,2023_02_13-22_37_00,3,B1,0.013922168526402571,True,54,6600,,6.559992347700074,1.550019436750631,
593,2023_01_04-00_16_30,3,B1,0.0021645739131370425,True,45,5520,,48.669473170349136,6.674320819579293,
594,2023_01_24-09_44_02,3,B1,0.005412051259381306,True,40,4920,,62.60144393783048,47.92668938906883,
595,2023_01_17-01_31_40,3,B1,0.004137146937076673,True,39,4800,,7.556445937586773,1.487995593487085,
596,2023_02_07-04_56_30,3,B1,0.0028578427458522885,True,53,6480,,4.841679872090253,1.082624122170671,
597,2023_01_25-02_07_20,3,B1,0.004716543020105858,True,48,5880,,3.737511525644834,0.001136910867444385,
598,2023_02_09-00_13_00,4,B1,0.00037729509030246693,True,54,6600,,13.345739504234757,4.377103185553267,
599,2023_02_13-14_08_10,4,B1,16.000167813404087,True,10,1320,,798.2324324846179,4.027915056974564,
600,2023_01_06-08_45_00,4,B1,0.004847370172991638,True,51,6240,,74.64226756432276,4.789384410773778,
601,2023_01_05-00_21_20,4,B1,0.0016902964017708442,True,43,5280,,30.12871886773644,4.486466214506038,
602,2023_01_13-14_04_00,4,B1,0.009029789714475718,True,50,6120,,10.968615788792079,3.7396895936250303,
603,2023_02_12-10_41_30,4,B1,,False,1000,120120,,0.7436411148257207,421.7661851986766,
604,2023_02_01-21_45_40,4,B1,0.0013641894564008483,True,69,8400,,7.584195271431781,0.0010307520562946593,
605,2023_02_24-11_33_50,4,B1,0.005935961991895538,True,38,4680,,163.41680353016505,72.51312193654911,
606,2023_02_05-22_20_50,4,B1,0.003062351845327696,True,58,7080,,5.1394980604873695,1.011328697546503,
607,2023_02_18-16_43_50,4,B1,0.021981515563580405,True,29,3600,,567.7092486595645,574.2314512456438,
608,2023_01_09-04_03_00,4,B1,0.055400387484587796,True,40,4920,,0.6111276514008068,0.0029057064857056503,
609,2023_01_26-00_09_10,4,B1,0.007117955420388878,True,44,5400,,534.4442392429644,41.87640065860461,
610,2023_02_17-21_35_00,4,B1,0.0047890418977554645,True,61,7440,,15.223048262753935,4.989706718088144,
611,2023_02_17-03_54_00,4,B1,0.0026043688424891858,True,51,6240,,5.201520995444582,0.4122340730277756,
612,2023_02_09-23_59_00,4,B1,0.01496526532612248,True,33,4080,,56.878566163235064,32.618348780532585,
613,2023_01_08-11_00_30,4,B1,0.011228291450844944,True,53,6480,,47.91020500557852,6.329355817234443,
614,2023_01_20-13_12_00,4,B1,0.010106308625384726,True,43,5280,,163.60562430637214,15.415612436896595,
615,2023_02_13-22_37_00,4,B1,0.013925372868601018,True,53,6480,,6.595958941701156,1.5691968058227985,
616,2023_01_04-00_16_30,4,B1,0.0021653022407974384,True,43,5280,,48.98116022408351,6.705435456134012,
617,2023_01_24-09_44_02,4,B1,0.005411845271620879,True,40,4920,,60.71927862359786,46.47653808151239,
618,2023_01_17-01_31_40,4,B1,0.004136375212546638,True,43,5280,,7.474903248880651,1.4313864206747553,
619,2023_02_07-04_56_30,4,B1,0.002857894197800438,True,62,7560,,4.875326537485421,1.1051436614081922,
620,2023_01_25-02_07_20,4,B1,0.07736440951639943,True,15,1920,,908.7064289037554,847.4332862760662,
621,2023_02_09-00_13_00,5,B1,0.00037728027527145056,True,58,7080,,13.331439065330585,4.374876060581414,
622,2023_02_13-14_08_10,5,B1,15.999956651965867,True,9,1200,,990.5157441614317,9.0480509305836,
623,2023_01_06-08_45_00,5,B1,0.0048482186012171755,True,46,5640,,74.06143429722908,4.741240355283253,
624,2023_01_05-00_21_20,5,B1,0.001690393443052129,True,49,6000,,30.235071980190185,4.511180355657302,
625,2023_01_13-14_04_00,5,B1,0.00902877590002688,True,48,5880,,10.78832832387377,3.6573722425749793,
626,2023_02_12-10_41_30,5,B1,,False,1000,120120,,339.30494742411474,503.66198340976916,
627,2023_02_01-21_45_40,5,B1,0.001365368115604564,True,61,7440,,7.598236547847591,0.0010876385018150359,
628,2023_02_24-11_33_50,5,B1,0.005897571332932236,True,52,6360,,107.35370650072093,53.067789620120664,
629,2023_02_05-22_20_50,5,B1,0.003062142194489384,True,54,6600,,5.183476671627034,1.0451268711438502,
630,2023_02_18-16_43_50,5,B1,0.021981835228405067,True,28,3480,,505.43889215595686,499.32719705593684,
631,2023_01_09-04_03_00,5,B1,0.055356409607282234,True,48,5880,,0.6463096160510418,0.0010892912910662744,
632,2023_01_26-00_09_10,5,B1,0.007157430933393341,True,41,5040,,415.33953436297475,36.50837738048233,
633,2023_02_17-21_35_00,5,B1,0.004790101524755447,True,58,7080,,15.332677825137466,5.03094753107581,
634,2023_02_17-03_54_00,5,B1,0.0026042639231898283,True,55,6720,,5.212817686661936,0.41657763958011174,
635,2023_02_09-23_59_00,5,B1,0.01496638242416241,True,38,4680,,64.51467233730244,35.08853330814367,
636,2023_01_08-11_00_30,5,B1,0.011226164012858275,True,54,6600,,46.976232874211405,6.256434258937475,
637,2023_01_20-13_12_00,5,B1,0.010106955307885858,True,35,4320,,163.0825995961826,15.318051365526458,
638,2023_02_13-22_37_00,5,B1,0.013923915539660268,True,55,6720,,6.503737816623868,1.5093741835639207,
639,2023_01_04-00_16_30,5,B1,0.002165389180648128,True,50,6120,,48.46916555392693,6.646945732560141,
640,2023_01_24-09_44_02,5,B1,0.005385220830901972,True,40,4920,,47.66934347124368,39.286457635281124,
641,2023_01_17-01_31_40,5,B1,0.004135633235718774,True,40,4920,,7.4561872776312725,1.4276342754789653,
642,2023_02_07-04_56_30,5,B1,0.002858191583834424,True,72,8760,,4.881360424543971,1.0961592251956063,
643,2023_01_25-02_07_20,5,B1,0.004716043720968418,True,52,6360,,3.745904140324967,0.0010915076724131723,
644,2023_02_09-00_13_00,6,B1,0.0003772754037165462,True,45,5520,,13.357882686376854,4.383338307396173,
645,2023_02_13-14_08_10,6,B1,15.999078227477103,True,12,1560,,776.4555382213007,12.942504302582677,
646,2023_01_06-08_45_00,6,B1,0.004847807959645921,True,48,5880,,74.07251474462197,4.743211386949781,
647,2023_01_05-00_21_20,6,B1,0.0016901661899015588,True,49,6000,,30.120210203979866,4.488274746347486,
648,2023_01_13-14_04_00,6,B1,0.009028971530484172,True,49,6000,,10.858313823596802,3.700122426714131,
649,2023_02_12-10_41_30,6,B1,,False,1000,120120,,153.1048585977381,738.6314790103422,
650,2023_02_01-21_45_40,6,B1,0.0013641855351348255,True,67,8160,,7.583006145909565,0.0010059232334356238,
651,2023_02_24-11_33_50,6,B1,0.005947715907483912,True,38,4680,,205.90056020151826,86.04258714708169,
652,2023_02_05-22_20_50,6,B1,0.0030626379666908736,True,54,6600,,5.206048594914591,1.0759887473288927,
653,2023_02_18-16_43_50,6,B1,0.021981937766538208,True,27,3360,,490.25119490691435,481.1439231996421,
654,2023_01_09-04_03_00,6,B1,0.05536699957318598,True,46,5640,,0.6531396346365455,0.00128369048360355,
655,2023_01_26-00_09_10,6,B1,0.0071246814866203515,True,53,6480,,516.8613746510821,41.29891567804782,
656,2023_02_17-21_35_00,6,B1,0.004789160717721884,True,59,7200,,15.264598003476635,5.007794110255304,
657,2023_02_17-03_54_00,6,B1,0.0026043728640769573,True,55,6720,,5.197478072499905,0.40287043159059976,
658,2023_02_09-23_59_00,6,B1,0.014967969520303949,True,39,4800,,74.16132311717689,37.53579744834275,
659,2023_01_08-11_00_30,6,B1,0.011225280154392453,True,60,7320,,47.26793232209582,6.263186059174643,
660,2023_01_20-13_12_00,6,B1,0.01010833263132293,True,37,4560,,162.2435142809096,15.223176404741537,
661,2023_02_13-22_37_00,6,B1,0.01392348877488886,True,59,7200,,6.5476446968240225,1.5307555038301643,
662,2023_01_04-00_16_30,6,B1,0.002164695736514141,True,46,5640,,48.762969473717476,6.691459975679379,
663,2023_01_24-09_44_02,6,B1,0.001945002407019108,True,70,8520,,1.900890270951436,0.0010143820595658326,
664,2023_01_17-01_31_40,6,B1,0.004136251634462817,True,47,5760,,7.454074371370041,1.4160714986359153,
665,2023_02_07-04_56_30,6,B1,0.002857218918956205,True,64,7800,,4.8899882917050945,1.1095841100100188,
666,2023_01_25-02_07_20,6,B1,0.004717055064375155,True,52,6360,,3.7552508509538143,0.0010641661268095959,
667,2023_02_09-00_13_00,7,B1,0.0003772680716308292,True,48,5880,,13.35292496483845,4.3832798517975675,
668,2023_02_13-14_08_10,7,B1,15.999577827572553,True,11,1440,,951.3034439639406,3.4751935410611168,
669,2023_01_06-08_45_00,7,B1,0.004847168888838273,True,49,6000,,74.18320306716635,4.762041517880959,
