Time Stamp,CL_Concepción_UDEC,CL_Curicó_UTALCA,CL_Santiago_USACH,CL_Temuco_UFRO,CIO,Potencia,Inicio
2021-06-30 09:08:30.000000,49.984326,49.985264,49.986097,49.98548,49.98529175,122,2580
2021-06-30 09:08:30.020000,49.984326,49.985264,49.986097,49.98548,49.98529175,122,2580
2021-06-30 09:08:30.040000,49.984151,49.985463,49.991134,49.985391,49.986534750000004,122,2580
2021-06-30 09:08:30.060000,49.984912,49.985941,49.981907,49.984952,49.984428,122,2580
2021-06-30 09:08:30.080000,49.985195,49.98623,49.983746,49.983703,49.9847185,122,2580
2021-06-30 09:08:30.100000,49.984903,49.986081,49.985861,49.983394,49.98505975,122,2580
2021-06-30 09:08:30.120000,49.985184,49.985835,49.987893,49.98435,49.9858155,122,2580
2021-06-30 09:08:30.140000,49.985342,49.9851,49.977935,49.985604,49.98349525,122,2580
2021-06-30 09:08:30.160000,49.984562,49.98465,49.984718,49.985435,49.98484125,122,2580
2021-06-30 09:08:30.180000,49.984316,49.985226,49.986523,49.983871,49.984984,122,2580
2021-06-30 09:08:30.200000,49.985007,49.98529,49.986546,49.982732,49.98489375,122,2580
2021-06-30 09:08:30.220000,49.984994,49.984579,49.984982,49.983442,49.98449925,122,2580
2021-06-30 09:08:30.240000,49.984596,49.984322,49.980856,49.984537,49.983577749999995,122,2580
2021-06-30 09:08:30.260000,49.985311,49.984977,49.987648,49.984828,49.985691,122,2580
2021-06-30 09:08:30.280000,49.985826,49.985605,49.98912,49.985354,49.98647625,122,2580
2021-06-30 09:08:30.300000,49.985024,49.98578,49.985148,49.984337,49.98507225,122,2580
2021-06-30 09:08:30.320000,49.983723,49.98584,49.985579,49.981594,49.984184,122,2580
2021-06-30 09:08:30.340000,49.98347,49.985461,49.984431,49.981618,49.983745,122,2580
2021-06-30 09:08:30.360000,49.984165,49.984493,49.983611,49.984031,49.984075000000004,122,2580
2021-06-30 09:08:30.380000,49.984444,49.983753,49.983065,49.985386,49.984162000000005,122,2580
2021-06-30 09:08:30.400000,49.983861,49.983939,49.986648,49.984988,49.984859,122,2580
2021-06-30 09:08:30.420000,49.983815,49.984533,49.986815,49.984328,49.98487275,122,2580
2021-06-30 09:08:30.440000,49.984199,49.984229,49.984847,49.984907,49.984545499999996,122,2580
2021-06-30 09:08:30.460000,49.984195,49.983899,49.985991,49.985724,49.984952250000006,122,2580
2021-06-30 09:08:30.480000,49.985057,49.984625,49.986236,49.98618,49.9855245,122,2580
2021-06-30 09:08:30.500000,49.985771,49.985259,49.987384,49.986365,49.98619475,122,2580
2021-06-30 09:08:30.520000,49.985785,49.985097,49.985403,49.986714,49.985749750000004,122,2580
2021-06-30 09:08:30.540000,49.985795,49.985127,49.985421,49.986608,49.98573775,122,2580
2021-06-30 09:08:30.560000,49.98592,49.985817,49.982357,49.984833,49.98473175,122,2580
2021-06-30 09:08:30.580000,49.985598,49.986543,49.986657,49.983755,49.98563825,122,2580
2021-06-30 09:08:30.600000,49.985428,49.986771,49.987167,49.984948,49.9860785,122,2580
2021-06-30 09:08:30.620000,49.985928,49.986455,49.987449,49.986665,49.986624250000006,122,2580
2021-06-30 09:08:30.640000,49.986126,49.98544,49.985,49.987757,49.98608075,122,2580
2021-06-30 09:08:30.660000,49.98539,49.985084,49.98456,49.987491,49.985631250000004,122,2580
2021-06-30 09:08:30.680000,49.985154,49.985051,49.985283,49.986443,49.98548275,122,2580
2021-06-30 09:08:30.700000,49.986172,49.984789,49.986532,49.98635,49.985960750000004,122,2580
2021-06-30 09:08:30.720000,49.986999,49.98526,49.984588,49.987192,49.986009749999994,122,2580
2021-06-30 09:08:30.740000,49.986956,49.986258,49.99094,49.988003,49.98803925,122,2580
2021-06-30 09:08:30.760000,49.986817,49.986472,49.987643,49.987973,49.98722624999999,122,2580
2021-06-30 09:08:30.780000,49.987294,49.986547,49.986662,49.987653,49.987038999999996,122,2580
2021-06-30 09:08:30.800000,49.987553,49.987063,49.984042,49.986764,49.9863555,122,2580
2021-06-30 09:08:30.820000,49.987719,49.987773,49.988763,49.986066,49.98758025,122,2580
2021-06-30 09:08:30.840000,49.988201,49.987587,49.991403,49.986862,49.98851325,122,2580
2021-06-30 09:08:30.860000,49.987999,49.986974,49.987343,49.988113,49.98760725,122,2580
2021-06-30 09:08:30.880000,49.987273,49.987082,49.987912,49.988921,49.987797,122,2580
2021-06-30 09:08:30.900000,49.987582,49.987642,49.986815,49.98891,49.98773725,122,2580
2021-06-30 09:08:30.920000,49.988344,49.987895,49.985837,49.987691,49.98744175,122,2580
2021-06-30 09:08:30.940000,49.988061,49.987734,49.98901,49.98748,49.988071250000004,122,2580
2021-06-30 09:08:30.960000,49.987632,49.987788,49.987801,49.987858,49.98776975,122,2580
2021-06-30 09:08:30.980000,49.988211,49.988734,49.986393,49.987265,49.98765075,122,2580
2021-06-30 09:08:31.000000,49.988605,49.989418,49.986805,49.986671,49.98787475,122,2580
2021-06-30 09:08:31.020000,49.988011,49.989741,49.986653,49.985999,49.987601,122,2580
2021-06-30 09:08:31.040000,49.988357,49.989764,49.987472,49.987139,49.98818300000001,122,2580
2021-06-30 09:08:31.060000,49.989836,49.989709,49.986839,49.988947,49.98883275,122,2580
2021-06-30 09:08:31.080000,49.990035,49.98924,49.985528,49.988569,49.988343,122,2580
2021-06-30 09:08:31.100000,49.988713,49.988502,49.989194,49.988628,49.98875925,122,2580
2021-06-30 09:08:31.120000,49.988357,49.988254,49.987606,49.989199,49.988354,122,2580
2021-06-30 09:08:31.140000,49.989009,49.988087,49.982926,49.989209,49.98730775,122,2580
2021-06-30 09:08:31.160000,49.989136,49.987797,49.998481,49.98801,49.990856,122,2580
2021-06-30 09:08:31.180000,49.988926,49.987946,49.991672,49.987071,49.988903750000006,122,2580
2021-06-30 09:08:31.200000,49.989549,49.988758,49.980986,49.988141,49.9868585,122,2580
2021-06-30 09:08:31.220000,49.989887,49.989795,49.987074,49.989727,49.98912075,122,2580
2021-06-30 09:08:31.240000,49.988959,49.989978,49.991796,49.989762,49.990123749999995,122,2580
2021-06-30 09:08:31.260000,49.988917,49.989679,49.988338,49.989154,49.989022000000006,122,2580
2021-06-30 09:08:31.280000,49.989816,49.989485,49.991264,49.988268,49.98970825,122,2580
2021-06-30 09:08:31.300000,49.990065,49.989496,49.988467,49.987602,49.9889075,122,2580
2021-06-30 09:08:31.320000,49.988629,49.989266,49.987787,49.988343,49.98850625,122,2580
2021-06-30 09:08:31.340000,49.987356,49.988331,49.987639,49.989383,49.98817725,122,2580
2021-06-30 09:08:31.360000,49.988496,49.98787,49.990825,49.99002,49.98930275000001,122,2580
2021-06-30 09:08:31.380000,49.989824,49.987937,49.989273,49.990336,49.98934250000001,122,2580
2021-06-30 09:08:31.400000,49.989528,49.988005,49.992264,49.988817,49.9896535,122,2580
2021-06-30 09:08:31.420000,49.9892,49.988345,49.98318,49.987565,49.9870725,122,2580
2021-06-30 09:08:31.440000,49.988898,49.989458,49.992204,49.988661,49.989805249999996,122,2580
2021-06-30 09:08:31.460000,49.988712,49.990672,49.990014,49.989386,49.989696,122,2580
2021-06-30 09:08:31.480000,49.989042,49.990888,49.98957,49.988928,49.98960699999999,122,2580
2021-06-30 09:08:31.500000,49.98963,49.990673,49.990838,49.989568,49.990177249999995,122,2580
2021-06-30 09:08:31.520000,49.989849,49.990381,49.9935,49.990436,49.991041499999994,122,2580
2021-06-30 09:08:31.540000,49.98981,49.989633,49.985834,49.98989,49.988791750000004,122,2580
2021-06-30 09:08:31.560000,49.990273,49.988885,49.99375,49.989372,49.990570000000005,122,2580
2021-06-30 09:08:31.580000,49.990415,49.988563,49.989981,49.989797,49.989689,122,2580
2021-06-30 09:08:31.600000,49.989907,49.988928,49.98943,49.990483,49.989687,122,2580
2021-06-30 09:08:31.620000,49.98955,49.989978,49.98876,49.99102,49.989827,122,2580
2021-06-30 09:08:31.640000,49.989676,49.990727,49.990704,49.990387,49.9903735,122,2580
2021-06-30 09:08:31.660000,49.990506,49.990704,49.994037,49.989561,49.991202,122,2580
2021-06-30 09:08:31.680000,49.990584,49.990135,49.988583,49.990604,49.9899765,122,2580
2021-06-30 09:08:31.700000,49.989897,49.989734,49.988213,49.991873,49.98992925,122,2580
2021-06-30 09:08:31.720000,49.989716,49.989385,49.990685,49.992101,49.99047175,122,2580
2021-06-30 09:08:31.740000,49.989445,49.988534,49.990306,49.991388,49.98991825,122,2580
2021-06-30 09:08:31.760000,49.98989,49.98833,49.992468,49.990124,49.990203,122,2580
2021-06-30 09:08:31.780000,49.990274,49.989173,49.990713,49.988628,49.989697,122,2580
2021-06-30 09:08:31.800000,49.989898,49.990059,49.990806,49.988421,49.989796,122,2580
2021-06-30 09:08:31.820000,49.989675,49.990254,49.987662,49.989495,49.9892715,122,2580
2021-06-30 09:08:31.840000,49.989876,49.99059,49.989556,49.990433,49.99011375,122,2580
2021-06-30 09:08:31.860000,49.989862,49.990895,49.988361,49.990481,49.989899750000006,122,2580
2021-06-30 09:08:31.880000,49.989518,49.990608,49.987495,49.989881,49.9893755,122,2580
2021-06-30 09:08:31.900000,49.989422,49.990009,49.987936,49.989445,49.989203,122,2580
2021-06-30 09:08:31.920000,49.989594,49.989723,49.990403,49.990102,49.9899555,122,2580
2021-06-30 09:08:31.940000,49.989375,49.989435,49.989708,49.991217,49.989933750000006,122,2580
2021-06-30 09:08:31.960000,49.989401,49.988204,49.989723,49.990898,49.989556500000006,122,2580
2021-06-30 09:08:31.980000,49.989717,49.987154,49.990296,49.989652,49.98920475,122,2580
2021-06-30 09:08:32.000000,49.989821,49.987609,49.992894,49.988747,49.98976775,122,2580
2021-06-30 09:08:32.020000,49.989227,49.988796,49.987375,49.988756,49.9885385,122,2580
2021-06-30 09:08:32.040000,49.989154,49.989294,49.987912,49.989759,49.98902975,122,2580
2021-06-30 09:08:32.060000,49.989852,49.988787,49.988732,49.989894,49.98931625,122,2580
2021-06-30 09:08:32.080000,49.989994,49.988813,49.991694,49.989096,49.98989925000001,122,2580
2021-06-30 09:08:32.100000,49.98905,49.990047,49.993884,49.989649,49.9906575,122,2580
2021-06-30 09:08:32.120000,49.987982,49.990654,49.984426,49.989689,49.988187749999994,122,2580
2021-06-30 09:08:32.140000,49.988199,49.990325,49.990704,49.988095,49.98933074999999,122,2580
2021-06-30 09:08:32.160000,49.990048,49.990246,49.987384,49.987139,49.98870425,122,2580
2021-06-30 09:08:32.180000,49.991774,49.990294,49.987922,49.988431,49.98960525,122,2580
2021-06-30 09:08:32.200000,49.99123,49.990026,49.991648,49.990086,49.9907475,122,2580
2021-06-30 09:08:32.220000,49.989648,49.989983,49.99025,49.990725,49.9901515,122,2580
2021-06-30 09:08:32.240000,49.988852,49.990466,49.989296,49.990704,49.9898295,122,2580
2021-06-30 09:08:32.260000,49.990394,49.990394,49.988407,49.9895,49.98967375,122,2580
2021-06-30 09:08:32.280000,49.991987,49.989703,49.988727,49.988397,49.9897035,122,2580
2021-06-30 09:08:32.300000,49.991543,49.988923,49.989838,49.988879,49.98979575,122,2580
2021-06-30 09:08:32.320000,49.990625,49.988307,49.98962,49.990377,49.989732249999996,122,2580
2021-06-30 09:08:32.340000,49.989971,49.988157,49.994149,49.991431,49.990927,122,2580
2021-06-30 09:08:32.360000,49.990175,49.988313,49.990296,49.991005,49.98994725,122,2580
2021-06-30 09:08:32.380000,49.990879,49.988439,49.986102,49.98963,49.9887625,122,2580
2021-06-30 09:08:32.400000,49.990524,49.988489,49.986371,49.989295,49.98866975,122,2580
2021-06-30 09:08:32.420000,49.989306,49.988791,49.993986,49.99024,49.99058075,122,2580
2021-06-30 09:08:32.440000,49.989152,49.989493,49.987106,49.990578,49.98908225,122,2580
2021-06-30 09:08:32.460000,49.989707,49.989558,49.991426,49.990385,49.990269,122,2580
2021-06-30 09:08:32.480000,49.99032,49.989736,49.988898,49.990107,49.98976525,122,2580
2021-06-30 09:08:32.500000,49.99094,49.990995,49.991768,49.989546,49.99081225,122,2580
2021-06-30 09:08:32.520000,49.990621,49.992062,49.988657,49.989369,49.99017725,122,2580
2021-06-30 09:08:32.540000,49.99002,49.991904,49.990093,49.990202,49.99055475,122,2580
2021-06-30 09:08:32.560000,49.990338,49.991519,49.990398,49.990935,49.9907975,122,2580
2021-06-30 09:08:32.580000,49.99092,49.991602,49.989797,49.991167,49.9908715,122,2580
2021-06-30 09:08:32.600000,49.991083,49.991711,49.990213,49.990919,49.9909815,122,2580
2021-06-30 09:08:32.620000,49.991841,49.991546,49.993241,49.990098,49.9916815,122,2580
2021-06-30 09:08:32.640000,49.992677,49.991354,49.991935,49.989938,49.991476,122,2580
2021-06-30 09:08:32.660000,49.991973,49.991254,49.98874,49.990837,49.990701,122,2580
2021-06-30 09:08:32.680000,49.991205,49.990741,49.990861,49.991001,49.99095199999999,122,2580
2021-06-30 09:08:32.700000,49.991356,49.989731,49.994389,49.991778,49.991813500000006,122,2580
2021-06-30 09:08:32.720000,49.990943,49.989473,49.9925,49.993616,49.991633,122,2580
2021-06-30 09:08:32.740000,49.990166,49.989397,49.992222,49.992555,49.991085000000005,122,2580
2021-06-30 09:08:32.760000,49.990722,49.988974,49.990305,49.990018,49.99000475,122,2580
2021-06-30 09:08:32.780000,49.992495,49.98915,49.990454,49.990358,49.99061425000001,122,2580
2021-06-30 09:08:32.800000,49.992849,49.99033,49.991352,49.991978,49.99162725000001,122,2580
2021-06-30 09:08:32.820000,49.991418,49.991456,49.990018,49.992566,49.9913645,122,2580
2021-06-30 09:08:32.840000,49.990676,49.991643,49.994945,49.992269,49.992383249999996,122,2580
2021-06-30 09:08:32.860000,49.990735,49.991379,49.989306,49.991019,49.99060975,122,2580
2021-06-30 09:08:32.880000,49.990764,49.991801,49.987963,49.990286,49.9902035,122,2580
2021-06-30 09:08:32.900000,49.991042,49.99259,49.988982,49.991523,49.99103425,122,2580
2021-06-30 09:08:32.920000,49.991756,49.99248,49.990037,49.99245,49.99168075,122,2580
2021-06-30 09:08:32.940000,49.99145,49.991734,49.993213,49.99203,49.99210675,122,2580
2021-06-30 09:08:32.960000,49.99081,49.991631,49.994019,49.991593,49.99201325,122,2580
2021-06-30 09:08:32.980000,49.991253,49.991678,49.993722,49.991481,49.9920335,122,2580
2021-06-30 09:08:33.000000,49.991754,49.991677,49.991712,49.990627,49.991442500000005,122,2580
2021-06-30 09:08:33.020000,49.991348,49.992247,49.988269,49.98978,49.990411,122,2580
2021-06-30 09:08:33.040000,49.991222,49.992694,49.994092,49.990758,49.9921915,122,2580
2021-06-30 09:08:33.060000,49.991509,49.992243,49.987732,49.99187,49.9908385,122,2580
2021-06-30 09:08:33.080000,49.990908,49.991453,49.99138,49.991557,49.9913245,122,2580
2021-06-30 09:08:33.100000,49.990398,49.990879,49.99487,49.990694,49.99171025,122,2580
2021-06-30 09:08:33.120000,49.990814,49.990529,49.984306,49.990199,49.988962,122,2580
2021-06-30 09:08:33.140000,49.991194,49.990639,49.990611,49.990262,49.9906765,122,2580
2021-06-30 09:08:33.160000,49.990893,49.990764,49.986926,49.990269,49.989712999999995,122,2580
2021-06-30 09:08:33.180000,49.990478,49.990812,49.993722,49.990466,49.9913695,122,2580
2021-06-30 09:08:33.200000,49.990386,49.991593,49.993713,49.991746,49.9918595,122,2580
2021-06-30 09:08:33.220000,49.990351,49.992743,49.9895,49.99193,49.991130999999996,122,2580
2021-06-30 09:08:33.240000,49.99035,49.99309,49.996102,49.990488,49.9925075,122,2580
2021-06-30 09:08:33.260000,49.99107,49.992362,49.993278,49.989593,49.991575749999996,122,2580
2021-06-30 09:08:33.280000,49.991432,49.991439,49.99112,49.98871,49.99067525,122,2580
2021-06-30 09:08:33.300000,49.990857,49.991079,49.990889,49.989711,49.990634,122,2580
2021-06-30 09:08:33.320000,49.990709,49.990705,49.989121,49.992454,49.99074725,122,2580
2021-06-30 09:08:33.340000,49.991416,49.990028,49.989286,49.992584,49.9908285,122,2580
2021-06-30 09:08:33.360000,49.991059,49.989893,49.991815,49.990465,49.990808,122,2580
2021-06-30 09:08:33.380000,49.990259,49.990868,49.990546,49.990025,49.9904245,122,2580
2021-06-30 09:08:33.400000,49.990231,49.991737,49.994223,49.991298,49.99187225,122,2580
2021-06-30 09:08:33.420000,49.989741,49.991836,49.98962,49.991729,49.9907315,122,2580
2021-06-30 09:08:33.440000,49.988729,49.991525,49.990194,49.991228,49.990419,122,2580
2021-06-30 09:08:33.460000,49.989737,49.991138,49.987398,49.990793,49.9897665,122,2580
2021-06-30 09:08:33.480000,49.991346,49.990244,49.994139,49.989451,49.991295,122,2580
2021-06-30 09:08:33.500000,49.989217,49.989633,49.989509,49.988414,49.98919325,122,2580
2021-06-30 09:08:33.520000,49.98756,49.989644,49.991232,49.989177,49.989403249999995,122,2580
2021-06-30 09:08:33.540000,49.990362,49.989589,49.986917,49.9907,49.989392,122,2580
2021-06-30 09:08:33.560000,49.99139,49.98854,49.990111,49.991009,49.99026249999999,122,2580
2021-06-30 09:08:33.580000,49.989329,49.987286,49.991278,49.989914,49.98945175,122,2580
2021-06-30 09:08:33.600000,49.988296,49.987936,49.991278,49.987938,49.988862,122,2580
2021-06-30 09:08:33.620000,49.989759,49.989345,49.987352,49.987899,49.98858875,122,2580
2021-06-30 09:08:33.640000,49.990741,49.989876,49.988172,49.989947,49.989684,122,2580
2021-06-30 09:08:33.660000,49.989592,49.989553,49.988736,49.991251,49.989783,122,2580
2021-06-30 09:08:33.680000,49.988575,49.989896,49.991935,49.991357,49.99044075,122,2580
2021-06-30 09:08:33.700000,49.989144,49.990337,49.990722,49.991318,49.99038025,122,2580
2021-06-30 09:08:33.720000,49.989727,49.989999,49.989214,49.989921,49.98971525,122,2580
2021-06-30 09:08:33.740000,49.989281,49.989396,49.988574,49.987846,49.98877425,122,2580
2021-06-30 09:08:33.760000,49.989448,49.988928,49.986981,49.98776,49.98827925,122,2580
2021-06-30 09:08:33.780000,49.989986,49.988744,49.989676,49.988901,49.989326750000004,122,2580
2021-06-30 09:08:33.800000,49.989393,49.988615,49.990741,49.989284,49.98950825,122,2580
2021-06-30 09:08:33.820000,49.988264,49.988508,49.989944,49.9883,49.98875400000001,122,2580
2021-06-30 09:08:33.840000,49.987862,49.988567,49.986546,49.986224,49.98729975,122,2580
2021-06-30 09:08:33.860000,49.987792,49.988152,49.986824,49.98553,49.98707449999999,122,2580
2021-06-30 09:08:33.880000,49.987231,49.987553,49.988695,49.987191,49.9876675,122,2580
2021-06-30 09:08:33.900000,49.987251,49.987134,49.991167,49.988156,49.988427,122,2580
2021-06-30 09:08:33.920000,49.987921,49.986949,49.987453,49.988341,49.987666000000004,122,2580
2021-06-30 09:08:33.940000,49.987737,49.986978,49.986833,49.988696,49.987561,122,2580
2021-06-30 09:08:33.960000,49.987423,49.987319,49.987084,49.987572,49.9873495,122,2580
2021-06-30 09:08:33.980000,49.987773,49.987918,49.986977,49.98557,49.9870595,122,2580
2021-06-30 09:08:34.000000,49.988161,49.988667,49.987495,49.985429,49.987438000000004,122,2580
2021-06-30 09:08:34.020000,49.988102,49.989303,49.991509,49.986911,49.98895625,122,2580
2021-06-30 09:08:34.040000,49.988209,49.988628,49.985704,49.988086,49.98765675,122,2580
2021-06-30 09:08:34.060000,49.988592,49.987848,49.985972,49.987793,49.98755125,122,2580
2021-06-30 09:08:34.080000,49.988186,49.988115,49.987713,49.986569,49.987645750000006,122,2580
2021-06-30 09:08:34.100000,49.987228,49.989056,49.986407,49.986353,49.987261000000004,122,2580
2021-06-30 09:08:34.120000,49.986971,49.989456,49.980149,49.987633,49.98605225,122,2580
2021-06-30 09:08:34.140000,49.987156,49.988734,49.996454,49.988072,49.990104,122,2580
2021-06-30 09:08:34.160000,49.987459,49.987695,49.986916,49.987634,49.987426,122,2580
2021-06-30 09:08:34.180000,49.987664,49.987105,49.988907,49.987349,49.987756250000004,122,2580
2021-06-30 09:08:34.200000,49.987464,49.986963,49.984232,49.987666,49.98658125,122,2580
2021-06-30 09:08:34.220000,49.987235,49.986936,49.987268,49.987716,49.98728875,122,2580
2021-06-30 09:08:34.240000,49.987192,49.986979,49.988639,49.98699,49.987449999999995,122,2580
2021-06-30 09:08:34.260000,49.987258,49.987074,49.985936,49.98698,49.986812,122,2580
2021-06-30 09:08:34.280000,49.987298,49.986791,49.987602,49.988382,49.98751825,122,2580
