Time Stamp,CL_Curicó_UTALCA,CL_Santiago_UTEM,CIO,Potencia,Inicio
2021-12-26 14:45:00.000000,50.05501,50.055201,50.055105499999996,100,2055
2021-12-26 14:45:00.020000,50.05501,50.055201,50.055105499999996,100,2055
2021-12-26 14:45:00.040000,50.054568,50.055491,50.0550295,100,2055
2021-12-26 14:45:00.060000,50.054983,50.055231,50.055107,100,2055
2021-12-26 14:45:00.080000,50.055319,50.055013,50.055166,100,2055
2021-12-26 14:45:00.100000,50.05483,50.054722,50.054776000000004,100,2055
2021-12-26 14:45:00.120000,50.053821,50.054091,50.053956,100,2055
2021-12-26 14:45:00.140000,50.05375,50.053897,50.0538235,100,2055
2021-12-26 14:45:00.160000,50.054687,50.054278,50.0544825,100,2055
2021-12-26 14:45:00.180000,50.054823,50.054036,50.0544295,100,2055
2021-12-26 14:45:00.200000,50.053656,50.053464,50.05356,100,2055
2021-12-26 14:45:00.220000,50.052587,50.053362,50.052974500000005,100,2055
2021-12-26 14:45:00.240000,50.052515,50.053307,50.052910999999995,100,2055
2021-12-26 14:45:00.260000,50.052931,50.052795,50.052863,100,2055
2021-12-26 14:45:00.280000,50.053208,50.05241,50.052808999999996,100,2055
2021-12-26 14:45:00.300000,50.052888,50.052758,50.052823000000004,100,2055
2021-12-26 14:45:00.320000,50.052148,50.053019,50.0525835,100,2055
2021-12-26 14:45:00.340000,50.051722,50.052792,50.052257,100,2055
2021-12-26 14:45:00.360000,50.052421,50.052457,50.052439,100,2055
2021-12-26 14:45:00.380000,50.052758,50.052556,50.052656999999996,100,2055
2021-12-26 14:45:00.400000,50.051779,50.052584,50.0521815,100,2055
2021-12-26 14:45:00.420000,50.051181,50.0522,50.0516905,100,2055
2021-12-26 14:45:00.440000,50.05189,50.051992,50.051941,100,2055
2021-12-26 14:45:00.460000,50.05324,50.052005,50.0526225,100,2055
2021-12-26 14:45:00.480000,50.053895,50.052438,50.0531665,100,2055
2021-12-26 14:45:00.500000,50.053216,50.052798,50.053007,100,2055
2021-12-26 14:45:00.520000,50.052267,50.052219,50.052243000000004,100,2055
2021-12-26 14:45:00.540000,50.051998,50.051001,50.0514995,100,2055
2021-12-26 14:45:00.560000,50.052453,50.050388,50.0514205,100,2055
2021-12-26 14:45:00.580000,50.052515,50.050902,50.051708500000004,100,2055
2021-12-26 14:45:00.600000,50.051519,50.051628,50.0515735,100,2055
2021-12-26 14:45:00.620000,50.050738,50.051684,50.051211,100,2055
2021-12-26 14:45:00.640000,50.051102,50.051414,50.051258000000004,100,2055
2021-12-26 14:45:00.660000,50.051581,50.051185,50.051383,100,2055
2021-12-26 14:45:00.680000,50.051609,50.051192,50.0514005,100,2055
2021-12-26 14:45:00.700000,50.05106,50.051304,50.051182,100,2055
2021-12-26 14:45:00.720000,50.050318,50.051068,50.050692999999995,100,2055
2021-12-26 14:45:00.740000,50.050017,50.050803,50.05041,100,2055
2021-12-26 14:45:00.760000,50.050783,50.051448,50.0511155,100,2055
2021-12-26 14:45:00.780000,50.051582,50.05271,50.052146,100,2055
2021-12-26 14:45:00.800000,50.051354,50.053247,50.0523005,100,2055
2021-12-26 14:45:00.820000,50.050635,50.051941,50.051288,100,2055
2021-12-26 14:45:00.840000,50.05084,50.050477,50.0506585,100,2055
2021-12-26 14:45:00.860000,50.051422,50.050409,50.0509155,100,2055
2021-12-26 14:45:00.880000,50.051491,50.051255,50.051373,100,2055
2021-12-26 14:45:00.900000,50.051392,50.052319,50.0518555,100,2055
2021-12-26 14:45:00.920000,50.051755,50.052869,50.052312,100,2055
2021-12-26 14:45:00.940000,50.052365,50.052863,50.052614000000005,100,2055
2021-12-26 14:45:00.960000,50.05273,50.051978,50.052353999999994,100,2055
2021-12-26 14:45:00.980000,50.052292,50.05099,50.051641000000004,100,2055
2021-12-26 14:45:01.000000,50.05126,50.05061,50.050934999999996,100,2055
2021-12-26 14:45:01.020000,50.050675,50.050721,50.050698,100,2055
2021-12-26 14:45:01.040000,50.050916,50.051048,50.050982000000005,100,2055
2021-12-26 14:45:01.060000,50.051622,50.051795,50.051708500000004,100,2055
2021-12-26 14:45:01.080000,50.051682,50.052445,50.0520635,100,2055
2021-12-26 14:45:01.100000,50.051031,50.052324,50.0516775,100,2055
2021-12-26 14:45:01.120000,50.050728,50.051861,50.0512945,100,2055
2021-12-26 14:45:01.140000,50.050946,50.051752,50.051349,100,2055
2021-12-26 14:45:01.160000,50.051656,50.052219,50.0519375,100,2055
2021-12-26 14:45:01.180000,50.052747,50.052418,50.0525825,100,2055
2021-12-26 14:45:01.200000,50.053073,50.052295,50.052684,100,2055
2021-12-26 14:45:01.220000,50.052292,50.051973,50.0521325,100,2055
2021-12-26 14:45:01.240000,50.051743,50.052199,50.051971,100,2055
2021-12-26 14:45:01.260000,50.051892,50.052176,50.052034000000006,100,2055
2021-12-26 14:45:01.280000,50.052223,50.051633,50.051928000000004,100,2055
2021-12-26 14:45:01.300000,50.052544,50.051587,50.0520655,100,2055
2021-12-26 14:45:01.320000,50.052279,50.051907,50.052093,100,2055
2021-12-26 14:45:01.340000,50.051635,50.052014,50.051824499999995,100,2055
2021-12-26 14:45:01.360000,50.051748,50.052043,50.0518955,100,2055
2021-12-26 14:45:01.380000,50.052363,50.052049,50.052206,100,2055
2021-12-26 14:45:01.400000,50.052114,50.051846,50.05198,100,2055
2021-12-26 14:45:01.420000,50.051403,50.051567,50.051485,100,2055
2021-12-26 14:45:01.440000,50.051339,50.051474,50.0514065,100,2055
2021-12-26 14:45:01.460000,50.05265,50.052196,50.052423000000005,100,2055
2021-12-26 14:45:01.480000,50.053374,50.052464,50.052919,100,2055
2021-12-26 14:45:01.500000,50.052376,50.052061,50.0522185,100,2055
2021-12-26 14:45:01.520000,50.051404,50.052038,50.051721,100,2055
2021-12-26 14:45:01.540000,50.052121,50.052822,50.052471499999996,100,2055
2021-12-26 14:45:01.560000,50.053667,50.053157,50.053411999999994,100,2055
2021-12-26 14:45:01.580000,50.05427,50.052376,50.053323000000006,100,2055
2021-12-26 14:45:01.600000,50.053423,50.051723,50.052573,100,2055
2021-12-26 14:45:01.620000,50.051995,50.051972,50.0519835,100,2055
2021-12-26 14:45:01.640000,50.051555,50.052388,50.0519715,100,2055
2021-12-26 14:45:01.660000,50.051912,50.052491,50.0522015,100,2055
2021-12-26 14:45:01.680000,50.052051,50.052002,50.0520265,100,2055
2021-12-26 14:45:01.700000,50.051448,50.051735,50.0515915,100,2055
2021-12-26 14:45:01.720000,50.051425,50.051883,50.051654,100,2055
2021-12-26 14:45:01.740000,50.052316,50.052274,50.052295,100,2055
2021-12-26 14:45:01.760000,50.053135,50.052463,50.052799,100,2055
2021-12-26 14:45:01.780000,50.052968,50.05262,50.052794,100,2055
2021-12-26 14:45:01.800000,50.052297,50.052887,50.052592000000004,100,2055
2021-12-26 14:45:01.820000,50.052088,50.052635,50.0523615,100,2055
2021-12-26 14:45:01.840000,50.052412,50.052587,50.052499499999996,100,2055
