Time Stamp,CL_Concepción_UDEC,CIO,Potencia,Inicio
2021-10-13 19:05:36.680000,49.9737,49.9737,143,2610
2021-10-13 19:05:36.700000,49.974658,49.974658,143,2610
2021-10-13 19:05:36.720000,49.974898,49.974898,143,2610
2021-10-13 19:05:36.740000,49.974365,49.974365,143,2610
2021-10-13 19:05:36.760000,49.974199,49.974199,143,2610
2021-10-13 19:05:36.780000,49.974422,49.974422,143,2610
2021-10-13 19:05:36.800000,49.974763,49.974763,143,2610
2021-10-13 19:05:36.820000,49.974992,49.974992,143,2610
2021-10-13 19:05:36.840000,49.974285,49.974285,143,2610
2021-10-13 19:05:36.860000,49.974036,49.974036,143,2610
2021-10-13 19:05:36.880000,49.974678,49.974678,143,2610
2021-10-13 19:05:36.900000,49.974304,49.974304,143,2610
2021-10-13 19:05:36.920000,49.973331,49.973331,143,2610
2021-10-13 19:05:36.940000,49.973885,49.973885,143,2610
2021-10-13 19:05:36.960000,49.974792,49.974792,143,2610
2021-10-13 19:05:36.980000,49.974621,49.974621,143,2610
2021-10-13 19:05:37.000000,49.974677,49.974677,143,2610
2021-10-13 19:05:37.020000,49.974979,49.974979,143,2610
2021-10-13 19:05:37.040000,49.975035,49.975035,143,2610
2021-10-13 19:05:37.060000,49.974842,49.974842,143,2610
2021-10-13 19:05:37.080000,49.974457,49.974457,143,2610
2021-10-13 19:05:37.100000,49.974375,49.974375,143,2610
2021-10-13 19:05:37.120000,49.974953,49.974953,143,2610
2021-10-13 19:05:37.140000,49.974833,49.974833,143,2610
2021-10-13 19:05:37.160000,49.973784,49.973784,143,2610
2021-10-13 19:05:37.180000,49.973028,49.973028,143,2610
2021-10-13 19:05:37.200000,49.972771,49.972771,143,2610
2021-10-13 19:05:37.220000,49.973035,49.973035,143,2610
2021-10-13 19:05:37.240000,49.973864,49.973864,143,2610
2021-10-13 19:05:37.260000,49.974272,49.974272,143,2610
2021-10-13 19:05:37.280000,49.974593,49.974593,143,2610
2021-10-13 19:05:37.300000,49.974653,49.974653,143,2610
2021-10-13 19:05:37.320000,49.974101,49.974101,143,2610
2021-10-13 19:05:37.340000,49.973537,49.973537,143,2610
2021-10-13 19:05:37.360000,49.97344,49.97344,143,2610
2021-10-13 19:05:37.380000,49.973356,49.973356,143,2610
2021-10-13 19:05:37.400000,49.973574,49.973574,143,2610
2021-10-13 19:05:37.420000,49.974261,49.974261,143,2610
2021-10-13 19:05:37.440000,49.975156,49.975156,143,2610
2021-10-13 19:05:37.460000,49.975145,49.975145,143,2610
2021-10-13 19:05:37.480000,49.974592,49.974592,143,2610
2021-10-13 19:05:37.500000,49.974783,49.974783,143,2610
2021-10-13 19:05:37.520000,49.974839,49.974839,143,2610
2021-10-13 19:05:37.540000,49.975098,49.975098,143,2610
2021-10-13 19:05:37.560000,49.975124,49.975124,143,2610
2021-10-13 19:05:37.580000,49.974602,49.974602,143,2610
2021-10-13 19:05:37.600000,49.975496,49.975496,143,2610
2021-10-13 19:05:37.620000,49.976379,49.976379,143,2610
2021-10-13 19:05:37.640000,49.975425,49.975425,143,2610
2021-10-13 19:05:37.660000,49.974556,49.974556,143,2610
2021-10-13 19:05:37.680000,49.974587,49.974587,143,2610
2021-10-13 19:05:37.700000,49.975435,49.975435,143,2610
2021-10-13 19:05:37.720000,49.976384,49.976384,143,2610
2021-10-13 19:05:37.740000,49.976297,49.976297,143,2610
2021-10-13 19:05:37.760000,49.975643,49.975643,143,2610
2021-10-13 19:05:37.780000,49.976134,49.976134,143,2610
2021-10-13 19:05:37.800000,49.976408,49.976408,143,2610
2021-10-13 19:05:37.820000,49.975944,49.975944,143,2610
2021-10-13 19:05:37.840000,49.976491,49.976491,143,2610
2021-10-13 19:05:37.860000,49.977453,49.977453,143,2610
2021-10-13 19:05:37.880000,49.977671,49.977671,143,2610
2021-10-13 19:05:37.900000,49.977038,49.977038,143,2610
2021-10-13 19:05:37.920000,49.97638,49.97638,143,2610
2021-10-13 19:05:37.940000,49.976915,49.976915,143,2610
2021-10-13 19:05:37.960000,49.97788,49.97788,143,2610
2021-10-13 19:05:37.980000,49.977544,49.977544,143,2610
2021-10-13 19:05:38.000000,49.977,49.977,143,2610
2021-10-13 19:05:38.020000,49.977551,49.977551,143,2610
2021-10-13 19:05:38.040000,49.977665,49.977665,143,2610
2021-10-13 19:05:38.060000,49.977146,49.977146,143,2610
2021-10-13 19:05:38.080000,49.977092,49.977092,143,2610
2021-10-13 19:05:38.100000,49.977784,49.977784,143,2610
2021-10-13 19:05:38.120000,49.978216,49.978216,143,2610
2021-10-13 19:05:38.140000,49.977986,49.977986,143,2610
2021-10-13 19:05:38.160000,49.977422,49.977422,143,2610
2021-10-13 19:05:38.180000,49.976953,49.976953,143,2610
2021-10-13 19:05:38.200000,49.977125,49.977125,143,2610
2021-10-13 19:05:38.220000,49.977079,49.977079,143,2610
2021-10-13 19:05:38.240000,49.9767,49.9767,143,2610
2021-10-13 19:05:38.260000,49.977337,49.977337,143,2610
2021-10-13 19:05:38.280000,49.977615,49.977615,143,2610
2021-10-13 19:05:38.300000,49.976643,49.976643,143,2610
2021-10-13 19:05:38.320000,49.975672,49.975672,143,2610
2021-10-13 19:05:38.340000,49.975579,49.975579,143,2610
2021-10-13 19:05:38.360000,49.976175,49.976175,143,2610
2021-10-13 19:05:38.380000,49.976545,49.976545,143,2610
2021-10-13 19:05:38.400000,49.976152,49.976152,143,2610
2021-10-13 19:05:38.420000,49.975518,49.975518,143,2610
2021-10-13 19:05:38.440000,49.97574,49.97574,143,2610
2021-10-13 19:05:38.460000,49.976246,49.976246,143,2610
2021-10-13 19:05:38.480000,49.975557,49.975557,143,2610
2021-10-13 19:05:38.500000,49.975441,49.975441,143,2610
2021-10-13 19:05:38.520000,49.976921,49.976921,143,2610
2021-10-13 19:05:38.540000,49.977065,49.977065,143,2610
2021-10-13 19:05:38.560000,49.97581,49.97581,143,2610
2021-10-13 19:05:38.580000,49.975814,49.975814,143,2610
2021-10-13 19:05:38.600000,49.97625,49.97625,143,2610
2021-10-13 19:05:38.620000,49.97627,49.97627,143,2610
2021-10-13 19:05:38.640000,49.975691,49.975691,143,2610
2021-10-13 19:05:38.660000,49.975212,49.975212,143,2610
2021-10-13 19:05:38.680000,49.97567,49.97567,143,2610
2021-10-13 19:05:38.700000,49.976209,49.976209,143,2610
