Time Stamp,CL_Concepción_UDEC,CL_Curicó_UTALCA,CL_Temuco_UFRO,CIO,Potencia,Inicio
2021-06-19 09:04:00.000000,49.960861,49.959735,49.960774,49.960456666666666,353,3030
2021-06-19 09:04:00.020000,49.960861,49.959735,49.960774,49.960456666666666,353,3030
2021-06-19 09:04:00.040000,49.959885,49.96001,49.959976,49.959956999999996,353,3030
2021-06-19 09:04:00.060000,49.960306,49.960277,49.960166,49.96024966666666,353,3030
2021-06-19 09:04:00.080000,49.960907,49.959606,49.960195,49.960236,353,3030
2021-06-19 09:04:00.100000,49.960139,49.959047,49.959583,49.959589666666666,353,3030
2021-06-19 09:04:00.120000,49.95948,49.959034,49.959134,49.959216,353,3030
2021-06-19 09:04:00.140000,49.959435,49.959043,49.959009,49.95916233333333,353,3030
2021-06-19 09:04:00.160000,49.959399,49.959097,49.959439,49.95931166666667,353,3030
2021-06-19 09:04:00.180000,49.959194,49.959333,49.959847,49.959458000000005,353,3030
2021-06-19 09:04:00.200000,49.958282,49.959221,49.959556,49.95901966666667,353,3030
2021-06-19 09:04:00.220000,49.956982,49.958423,49.958084,49.95782966666667,353,3030
2021-06-19 09:04:00.240000,49.956879,49.958164,49.957899,49.957647333333334,353,3030
2021-06-19 09:04:00.260000,49.957959,49.958248,49.959121,49.95844266666666,353,3030
2021-06-19 09:04:00.280000,49.958207,49.958176,49.958519,49.958300666666666,353,3030
2021-06-19 09:04:00.300000,49.957305,49.958157,49.957162,49.957541333333324,353,3030
2021-06-19 09:04:00.320000,49.956685,49.95793,49.957468,49.957361,353,3030
2021-06-19 09:04:00.340000,49.956407,49.957214,49.958041,49.95722066666667,353,3030
2021-06-19 09:04:00.360000,49.956421,49.956883,49.957694,49.95699933333333,353,3030
2021-06-19 09:04:00.380000,49.957042,49.957278,49.95731,49.95721,353,3030
2021-06-19 09:04:00.400000,49.95763,49.95809,49.957221,49.957647,353,3030
2021-06-19 09:04:00.420000,49.957264,49.958064,49.957351,49.95755966666667,353,3030
2021-06-19 09:04:00.440000,49.956449,49.957098,49.957026,49.95685766666666,353,3030
2021-06-19 09:04:00.460000,49.95613,49.956387,49.956449,49.956322,353,3030
2021-06-19 09:04:00.480000,49.956027,49.956335,49.956122,49.956161333333334,353,3030
2021-06-19 09:04:00.500000,49.955319,49.956098,49.955742,49.955719666666674,353,3030
2021-06-19 09:04:00.520000,49.955139,49.955546,49.955249,49.955311333333334,353,3030
2021-06-19 09:04:00.540000,49.955751,49.955499,49.955175,49.955475,353,3030
2021-06-19 09:04:00.560000,49.956057,49.95575,49.955426,49.955744333333335,353,3030
2021-06-19 09:04:00.580000,49.955518,49.955986,49.955291,49.95559833333334,353,3030
2021-06-19 09:04:00.600000,49.954883,49.955667,49.955001,49.95518366666667,353,3030
2021-06-19 09:04:00.620000,49.954315,49.955042,49.954643,49.95466666666667,353,3030
2021-06-19 09:04:00.640000,49.953695,49.954786,49.954013,49.954164666666664,353,3030
2021-06-19 09:04:00.660000,49.954441,49.955037,49.953771,49.954416333333334,353,3030
2021-06-19 09:04:00.680000,49.955499,49.955151,49.954542,49.955064,353,3030
2021-06-19 09:04:00.700000,49.955477,49.955281,49.955002,49.95525333333333,353,3030
2021-06-19 09:04:00.720000,49.955381,49.955268,49.95493,49.955193,353,3030
2021-06-19 09:04:00.740000,49.955334,49.955298,49.954962,49.955197999999996,353,3030
2021-06-19 09:04:00.760000,49.954958,49.95545,49.954718,49.95504199999999,353,3030
2021-06-19 09:04:00.780000,49.955203,49.955552,49.95431,49.95502166666666,353,3030
2021-06-19 09:04:00.800000,49.95589,49.955296,49.95419,49.95512533333332,353,3030
2021-06-19 09:04:00.820000,49.955839,49.955129,49.954205,49.95505766666667,353,3030
2021-06-19 09:04:00.840000,49.955417,49.954939,49.954195,49.95485033333333,353,3030
2021-06-19 09:04:00.860000,49.955059,49.954822,49.954213,49.954698,353,3030
2021-06-19 09:04:00.880000,49.955189,49.955042,49.954325,49.954851999999995,353,3030
2021-06-19 09:04:00.900000,49.95494,49.955316,49.954315,49.954857000000004,353,3030
2021-06-19 09:04:00.920000,49.953982,49.955118,49.95444,49.95451333333333,353,3030
2021-06-19 09:04:00.940000,49.954074,49.954798,49.95464,49.95450400000001,353,3030
2021-06-19 09:04:00.960000,49.955412,49.954075,49.954639,49.95470866666667,353,3030
2021-06-19 09:04:00.980000,49.9555,49.953625,49.954468,49.954531,353,3030
2021-06-19 09:04:01.000000,49.954746,49.954288,49.954388,49.954474,353,3030
2021-06-19 09:04:01.020000,49.954833,49.955146,49.954828,49.954935666666664,353,3030
2021-06-19 09:04:01.040000,49.955009,49.954918,49.954926,49.954950999999994,353,3030
2021-06-19 09:04:01.060000,49.954111,49.953674,49.954774,49.954186333333325,353,3030
2021-06-19 09:04:01.080000,49.953398,49.952599,49.954695,49.953564,353,3030
2021-06-19 09:04:01.100000,49.954083,49.952988,49.954802,49.95395766666667,353,3030
2021-06-19 09:04:01.120000,49.954996,49.953541,49.95456,49.95436566666666,353,3030
2021-06-19 09:04:01.140000,49.954958,49.953092,49.954205,49.954085,353,3030
2021-06-19 09:04:01.160000,49.954111,49.953367,49.954244,49.953907333333326,353,3030
2021-06-19 09:04:01.180000,49.952813,49.954106,49.954361,49.953759999999996,353,3030
2021-06-19 09:04:01.200000,49.952147,49.954196,49.95443,49.953590999999996,353,3030
2021-06-19 09:04:01.220000,49.952797,49.953396,49.954042,49.95341166666666,353,3030
2021-06-19 09:04:01.240000,49.953676,49.952511,49.953408,49.95319833333334,353,3030
2021-06-19 09:04:01.260000,49.953704,49.95193,49.953204,49.952946,353,3030
2021-06-19 09:04:01.280000,49.953111,49.952155,49.953473,49.952913,353,3030
2021-06-19 09:04:01.300000,49.952153,49.952058,49.953005,49.95240533333333,353,3030
2021-06-19 09:04:01.320000,49.951001,49.951539,49.952264,49.951601333333336,353,3030
2021-06-19 09:04:01.340000,49.950361,49.952111,49.951911,49.951461,353,3030
2021-06-19 09:04:01.360000,49.951101,49.952733,49.951741,49.95185833333333,353,3030
2021-06-19 09:04:01.380000,49.952002,49.952273,49.951866,49.952047,353,3030
2021-06-19 09:04:01.400000,49.951857,49.951828,49.951945,49.951876666666664,353,3030
2021-06-19 09:04:01.420000,49.950939,49.951299,49.951722,49.95132,353,3030
2021-06-19 09:04:01.440000,49.950533,49.951133,49.951241,49.95096900000001,353,3030
2021-06-19 09:04:01.460000,49.950949,49.951621,49.951008,49.951192666666664,353,3030
2021-06-19 09:04:01.480000,49.951255,49.95173,49.950794,49.951259666666665,353,3030
2021-06-19 09:04:01.500000,49.951096,49.950744,49.950296,49.950712,353,3030
2021-06-19 09:04:01.520000,49.950551,49.949939,49.94986,49.950116666666666,353,3030
2021-06-19 09:04:01.540000,49.949962,49.949714,49.950431,49.95003566666667,353,3030
2021-06-19 09:04:01.560000,49.950144,49.94992,49.95061,49.950224666666664,353,3030
2021-06-19 09:04:01.580000,49.950177,49.949921,49.949554,49.949884,353,3030
2021-06-19 09:04:01.600000,49.949566,49.949383,49.948347,49.94909866666666,353,3030
2021-06-19 09:04:01.620000,49.949142,49.948983,49.94827,49.948798333333336,353,3030
2021-06-19 09:04:01.640000,49.948881,49.949082,49.949167,49.94904333333333,353,3030
2021-06-19 09:04:01.660000,49.94844,49.949171,49.950043,49.949218,353,3030
2021-06-19 09:04:01.680000,49.948554,49.94888,49.950122,49.94918533333333,353,3030
2021-06-19 09:04:01.700000,49.948464,49.94834,49.949228,49.948677333333336,353,3030
2021-06-19 09:04:01.720000,49.947744,49.948096,49.948314,49.94805133333333,353,3030
2021-06-19 09:04:01.740000,49.947582,49.947697,49.947669,49.947649333333324,353,3030
2021-06-19 09:04:01.760000,49.947481,49.947137,49.94711,49.947242666666675,353,3030
2021-06-19 09:04:01.780000,49.946915,49.94666,49.946886,49.946820333333335,353,3030
2021-06-19 09:04:01.800000,49.947347,49.946695,49.946932,49.94699133333333,353,3030
2021-06-19 09:04:01.820000,49.947585,49.94686,49.946721,49.94705533333333,353,3030
2021-06-19 09:04:01.840000,49.94683,49.946616,49.946047,49.946497666666666,353,3030
2021-06-19 09:04:01.860000,49.946289,49.946507,49.945618,49.946138,353,3030
2021-06-19 09:04:01.880000,49.946128,49.946693,49.946059,49.94629333333333,353,3030
2021-06-19 09:04:01.900000,49.945224,49.946234,49.945826,49.94576133333334,353,3030
2021-06-19 09:04:01.920000,49.944466,49.94561,49.945059,49.94504499999999,353,3030
2021-06-19 09:04:01.940000,49.944052,49.945115,49.944894,49.944686999999995,353,3030
2021-06-19 09:04:01.960000,49.944578,49.944805,49.945078,49.94482033333333,353,3030
