Time Stamp,CL_Concepción_UDEC,CL_Curicó_UTALCA,CL_Santiago_USACH,CIO,Potencia,Inicio
2021-09-08 21:10:20.000000,50.072642,50.072965,50.075046,50.07355100000001,178,2955
2021-09-08 21:10:20.020000,50.072642,50.072965,50.075046,50.07355100000001,178,2955
2021-09-08 21:10:20.040000,50.073545,50.073187,50.071796,50.072842666666666,178,2955
2021-09-08 21:10:20.060000,50.07367,50.073055,50.073833,50.07351933333334,178,2955
2021-09-08 21:10:20.080000,50.072974,50.073441,50.073195,50.07320333333333,178,2955
2021-09-08 21:10:20.100000,50.073185,50.074094,50.074222,50.073833666666665,178,2955
2021-09-08 21:10:20.120000,50.073535,50.074357,50.072328,50.07340666666666,178,2955
2021-09-08 21:10:20.140000,50.073506,50.074451,50.072074,50.073343666666666,178,2955
2021-09-08 21:10:20.160000,50.073563,50.075057,50.074611,50.07441033333333,178,2955
2021-09-08 21:10:20.180000,50.073602,50.075239,50.074718,50.07451966666667,178,2955
2021-09-08 21:10:20.200000,50.073494,50.075005,50.072051,50.07351666666667,178,2955
2021-09-08 21:10:20.220000,50.074247,50.074432,50.075578,50.07475233333333,178,2955
2021-09-08 21:10:20.240000,50.075091,50.07414,50.073333,50.074188,178,2955
2021-09-08 21:10:20.260000,50.074948,50.074726,50.076811,50.075495,178,2955
2021-09-08 21:10:20.280000,50.074617,50.075364,50.07499,50.074990333333325,178,2955
2021-09-08 21:10:20.300000,50.074934,50.075694,50.075676,50.075434666666666,178,2955
2021-09-08 21:10:20.320000,50.075744,50.075105,50.07294,50.07459633333334,178,2955
2021-09-08 21:10:20.340000,50.076074,50.07464,50.076546,50.07575333333333,178,2955
2021-09-08 21:10:20.360000,50.076241,50.075261,50.072338,50.07461333333333,178,2955
2021-09-08 21:10:20.380000,50.076143,50.075878,50.076097,50.076039333333334,178,2955
2021-09-08 21:10:20.400000,50.075872,50.075994,50.074898,50.075588,178,2955
2021-09-08 21:10:20.420000,50.075862,50.075958,50.075958,50.075926,178,2955
2021-09-08 21:10:20.440000,50.075949,50.07615,50.075292,50.075796999999994,178,2955
2021-09-08 21:10:20.460000,50.076423,50.076608,50.078338,50.077123,178,2955
2021-09-08 21:10:20.480000,50.077319,50.077049,50.077602,50.07732333333333,178,2955
2021-09-08 21:10:20.500000,50.078002,50.076853,50.078921,50.07792533333333,178,2955
2021-09-08 21:10:20.520000,50.077702,50.076332,50.075413,50.07648233333333,178,2955
