Time Stamp,CL_Concepción_UDEC,CL_Curicó_UTALCA,CL_Santiago_USACH,CL_Santiago_UTEM,CIO,Potencia,Inicio
2021-12-16 13:26:10.000000,49.91197,49.912372,49.914448,49.911824,49.9126535,180,2685
2021-12-16 13:26:10.020000,49.91197,49.912372,49.914448,49.911824,49.9126535,180,2685
2021-12-16 13:26:10.040000,49.910935,49.912207,49.912759,49.912583,49.912121,180,2685
2021-12-16 13:26:10.060000,49.911164,49.912362,49.908324,49.912282,49.911033,180,2685
2021-12-16 13:26:10.080000,49.910995,49.912719,49.914899,49.912074,49.912671749999994,180,2685
2021-12-16 13:26:10.100000,49.908528,49.912803,49.91319,49.912551,49.911767999999995,180,2685
2021-12-16 13:26:10.120000,49.90797,49.912135,49.914444,49.91211,49.91166475,180,2685
2021-12-16 13:26:10.140000,49.911768,49.91111,49.908885,49.91101,49.91069325,180,2685
2021-12-16 13:26:10.160000,49.914096,49.911164,49.910287,49.911636,49.911795749999996,180,2685
2021-12-16 13:26:10.180000,49.912546,49.911941,49.909143,49.91308,49.9116775,180,2685
2021-12-16 13:26:10.200000,49.910319,49.912212,49.913185,49.913059,49.91219375,180,2685
2021-12-16 13:26:10.220000,49.909685,49.911951,49.912514,49.912286,49.911609,180,2685
2021-12-16 13:26:10.240000,49.909927,49.912067,49.913894,49.912166,49.9120135,180,2685
2021-12-16 13:26:10.260000,49.910895,49.912263,49.917796,49.912037,49.913247750000004,180,2685
2021-12-16 13:26:10.280000,49.912167,49.912262,49.913431,49.911332,49.91229800000001,180,2685
2021-12-16 13:26:10.300000,49.912931,49.912436,49.913092,49.911177,49.912409000000004,180,2685
2021-12-16 13:26:10.320000,49.913042,49.912198,49.91313,49.912018,49.912597000000005,180,2685
2021-12-16 13:26:10.340000,49.912642,49.911426,49.913102,49.912694,49.912465999999995,180,2685
2021-12-16 13:26:10.360000,49.911565,49.910495,49.911222,49.912494,49.911444,180,2685
2021-12-16 13:26:10.380000,49.910262,49.910638,49.91075,49.911873,49.910880750000004,180,2685
2021-12-16 13:26:10.400000,49.910801,49.911075,49.909565,49.91157,49.91075275,180,2685
2021-12-16 13:26:10.420000,49.912114,49.910765,49.915796,49.910968,49.91241075,180,2685
2021-12-16 13:26:10.440000,49.911579,49.910804,49.913639,49.910528,49.9116375,180,2685
2021-12-16 13:26:10.460000,49.910832,49.911332,49.909398,49.911019,49.91064525,180,2685
2021-12-16 13:26:10.480000,49.911597,49.911626,49.904481,49.911188,49.909723,180,2685
2021-12-16 13:26:10.500000,49.912696,49.911618,49.912352,49.910319,49.91174624999999,180,2685
2021-12-16 13:26:10.520000,49.912523,49.911958,49.908778,49.910452,49.91092774999999,180,2685
2021-12-16 13:26:10.540000,49.911055,49.911842,49.910157,49.911462,49.911128999999995,180,2685
2021-12-16 13:26:10.560000,49.909949,49.910957,49.911125,49.911554,49.91089625,180,2685
2021-12-16 13:26:10.580000,49.91012,49.910597,49.916856,49.911603,49.912294,180,2685
2021-12-16 13:26:10.600000,49.911328,49.911534,49.914936,49.911952,49.912437499999996,180,2685
2021-12-16 13:26:10.620000,49.911774,49.912517,49.912787,49.912025,49.91227575,180,2685
2021-12-16 13:26:10.640000,49.911407,49.912086,49.910528,49.911606,49.91140675,180,2685
2021-12-16 13:26:10.660000,49.911448,49.910926,49.904898,49.910887,49.90953975,180,2685
2021-12-16 13:26:10.680000,49.912893,49.911092,49.905676,49.911099,49.91019,180,2685
2021-12-16 13:26:10.700000,49.915185,49.912311,49.910528,49.912225,49.91256225,180,2685
2021-12-16 13:26:10.720000,49.915338,49.913003,49.913708,49.912458,49.913626750000006,180,2685
2021-12-16 13:26:10.740000,49.912531,49.912305,49.909217,49.911707,49.911440000000006,180,2685
2021-12-16 13:26:10.760000,49.910889,49.911723,49.909009,49.91144,49.91076525,180,2685
2021-12-16 13:26:10.780000,49.911093,49.912231,49.908796,49.91166,49.910945,180,2685
2021-12-16 13:26:10.800000,49.91088,49.912541,49.903287,49.912137,49.90971125,180,2685
2021-12-16 13:26:10.820000,49.911087,49.912211,49.908305,49.912294,49.91097425,180,2685
2021-12-16 13:26:10.840000,49.911969,49.911347,49.913268,49.911981,49.91214125,180,2685
2021-12-16 13:26:10.860000,49.911788,49.910543,49.910551,49.911411,49.91107325,180,2685
2021-12-16 13:26:10.880000,49.911476,49.910613,49.911764,49.91078,49.91115825,180,2685
2021-12-16 13:26:10.900000,49.911919,49.911546,49.909574,49.910171,49.910802499999996,180,2685
2021-12-16 13:26:10.920000,49.911117,49.911845,49.912204,49.910331,49.911374249999994,180,2685
2021-12-16 13:26:10.940000,49.909874,49.910974,49.916009,49.910714,49.91189275000001,180,2685
2021-12-16 13:26:10.960000,49.910531,49.91036,49.918648,49.910869,49.91260199999999,180,2685
2021-12-16 13:26:10.980000,49.910746,49.910821,49.912463,49.911004,49.9112585,180,2685
2021-12-16 13:26:11.000000,49.910196,49.911252,49.908723,49.911053,49.910306000000006,180,2685
2021-12-16 13:26:11.020000,49.910533,49.910683,49.908601,49.910806,49.91015575,180,2685
2021-12-16 13:26:11.040000,49.911111,49.909655,49.90963,49.910753,49.910287249999996,180,2685
2021-12-16 13:26:11.060000,49.911366,49.90949,49.910537,49.911292,49.91067125,180,2685
2021-12-16 13:26:11.080000,49.910811,49.910014,49.908898,49.911384,49.91027675,180,2685
2021-12-16 13:26:11.100000,49.910051,49.91075,49.913093,49.911267,49.91129025000001,180,2685
2021-12-16 13:26:11.120000,49.910045,49.911213,49.91188,49.911855,49.91124825,180,2685
2021-12-16 13:26:11.140000,49.911085,49.910722,49.909926,49.912389,49.9110305,180,2685
2021-12-16 13:26:11.160000,49.912174,49.91035,49.906611,49.911888,49.91025575,180,2685
2021-12-16 13:26:11.180000,49.911429,49.910626,49.91588,49.910686,49.91215525,180,2685
2021-12-16 13:26:11.200000,49.909823,49.911167,49.915343,49.909679,49.911502999999996,180,2685
2021-12-16 13:26:11.220000,49.909045,49.911572,49.915047,49.909479,49.91128575,180,2685
2021-12-16 13:26:11.240000,49.909447,49.911198,49.909264,49.910214,49.91003075,180,2685
2021-12-16 13:26:11.260000,49.909844,49.910724,49.915217,49.910652,49.911609250000005,180,2685
2021-12-16 13:26:11.280000,49.909909,49.911009,49.909361,49.910346,49.91015625,180,2685
2021-12-16 13:26:11.300000,49.910324,49.911326,49.907666,49.909916,49.909808000000005,180,2685
2021-12-16 13:26:11.320000,49.910198,49.911014,49.911519,49.909283,49.910503500000004,180,2685
2021-12-16 13:26:11.340000,49.90944,49.910369,49.910009,49.909021,49.90970975,180,2685
2021-12-16 13:26:11.360000,49.909301,49.910082,49.906954,49.90988,49.90905425,180,2685
2021-12-16 13:26:11.380000,49.909881,49.910114,49.908203,49.910336,49.909633500000005,180,2685
2021-12-16 13:26:11.400000,49.910251,49.910426,49.906779,49.910275,49.90943275000001,180,2685
2021-12-16 13:26:11.420000,49.910276,49.910873,49.907694,49.910396,49.90980975,180,2685
2021-12-16 13:26:11.440000,49.909671,49.911212,49.909305,49.911182,49.9103425,180,2685
2021-12-16 13:26:11.460000,49.909568,49.911203,49.914954,49.911719,49.911861,180,2685
2021-12-16 13:26:11.480000,49.910347,49.911179,49.910611,49.910887,49.910756000000006,180,2685
2021-12-16 13:26:11.500000,49.910502,49.911248,49.910389,49.909679,49.9104545,180,2685
2021-12-16 13:26:11.520000,49.910864,49.910826,49.911482,49.910005,49.910794249999995,180,2685
2021-12-16 13:26:11.540000,49.913316,49.909851,49.912435,49.910928,49.91163250000001,180,2685
2021-12-16 13:26:11.560000,49.914104,49.909094,49.9115,49.910402,49.911275,180,2685
2021-12-16 13:26:11.580000,49.911725,49.909173,49.905833,49.90947,49.90905025,180,2685
2021-12-16 13:26:11.600000,49.90977,49.910063,49.913833,49.909736,49.9108505,180,2685
2021-12-16 13:26:11.620000,49.909459,49.910688,49.910852,49.910712,49.91042775,180,2685
2021-12-16 13:26:11.640000,49.910492,49.910344,49.907075,49.91114,49.90976275,180,2685
2021-12-16 13:26:11.660000,49.91095,49.909441,49.905764,49.910541,49.909174,180,2685
2021-12-16 13:26:11.680000,49.909842,49.908602,49.90981,49.909025,49.909319749999995,180,2685
2021-12-16 13:26:11.700000,49.90931,49.908854,49.907273,49.908708,49.90853625,180,2685
2021-12-16 13:26:11.720000,49.909935,49.909841,49.910366,49.909834,49.909994,180,2685
2021-12-16 13:26:11.740000,49.908384,49.910222,49.909889,49.910667,49.90979049999999,180,2685
2021-12-16 13:26:11.760000,49.906647,49.910504,49.910639,49.910342,49.909532999999996,180,2685
2021-12-16 13:26:11.780000,49.907996,49.910913,49.907666,49.910109,49.909171,180,2685
2021-12-16 13:26:11.800000,49.909793,49.910957,49.912546,49.910648,49.910986,180,2685
2021-12-16 13:26:11.820000,49.910295,49.910192,49.910797,49.910856,49.910535,180,2685
2021-12-16 13:26:11.840000,49.910105,49.908912,49.914769,49.909858,49.910911,180,2685
2021-12-16 13:26:11.860000,49.909221,49.908298,49.91312,49.908968,49.90990175,180,2685
2021-12-16 13:26:11.880000,49.90794,49.908589,49.913472,49.908916,49.909729250000005,180,2685
2021-12-16 13:26:11.900000,49.90762,49.908983,49.907371,49.908757,49.90818275,180,2685
2021-12-16 13:26:11.920000,49.908638,49.908919,49.904342,49.908703,49.9076505,180,2685
2021-12-16 13:26:11.940000,49.909816,49.908242,49.912389,49.908866,49.909828250000004,180,2685
2021-12-16 13:26:11.960000,49.910661,49.907503,49.909292,49.908533,49.90899725,180,2685
2021-12-16 13:26:11.980000,49.910041,49.907429,49.909181,49.907831,49.9086205,180,2685
2021-12-16 13:26:12.000000,49.908056,49.908706,49.909101,49.907588,49.90836275,180,2685
2021-12-16 13:26:12.020000,49.907463,49.909746,49.910769,49.90817,49.909037,180,2685
2021-12-16 13:26:12.040000,49.908607,49.908871,49.908185,49.908946,49.90865225,180,2685
2021-12-16 13:26:12.060000,49.910126,49.908081,49.909408,49.908808,49.90910575,180,2685
2021-12-16 13:26:12.080000,49.910429,49.90907,49.910398,49.908767,49.909666,180,2685
2021-12-16 13:26:12.100000,49.909236,49.910326,49.909833,49.909485,49.90971999999999,180,2685
2021-12-16 13:26:12.120000,49.90814,49.910689,49.905417,49.909446,49.908423,180,2685
2021-12-16 13:26:12.140000,49.908143,49.910189,49.910898,49.909069,49.909574750000004,180,2685
2021-12-16 13:26:12.160000,49.908129,49.909492,49.911389,49.909282,49.909573,180,2685
2021-12-16 13:26:12.180000,49.907931,49.908943,49.912509,49.909178,49.909640249999995,180,2685
2021-12-16 13:26:12.200000,49.908573,49.908482,49.909417,49.908819,49.90882275,180,2685
2021-12-16 13:26:12.220000,49.90956,49.907864,49.91087,49.908886,49.909295,180,2685
2021-12-16 13:26:12.240000,49.909101,49.907544,49.907195,49.908547,49.90809675,180,2685
2021-12-16 13:26:12.260000,49.907592,49.907623,49.903717,49.907836,49.906692,180,2685
2021-12-16 13:26:12.280000,49.907589,49.908173,49.904597,49.907791,49.9070375,180,2685
2021-12-16 13:26:12.300000,49.909172,49.908952,49.90594,49.907982,49.9080115,180,2685
2021-12-16 13:26:12.320000,49.909573,49.909314,49.903834,49.907885,49.9076515,180,2685
2021-12-16 13:26:12.340000,49.909798,49.908937,49.914375,49.908301,49.91035275,180,2685
2021-12-16 13:26:12.360000,49.911497,49.908067,49.916439,49.909117,49.91128,180,2685
2021-12-16 13:26:12.380000,49.910174,49.907137,49.905226,49.90871,49.90781174999999,180,2685
2021-12-16 13:26:12.400000,49.905788,49.905405,49.906316,49.904036,49.90538625,180,2685
2021-12-16 13:26:12.420000,49.904234,49.903362,49.893407,49.89902,49.900005750000005,180,2685
2021-12-16 13:26:12.440000,49.906711,49.903067,49.901583,49.902529,49.90347250000001,180,2685
2021-12-16 13:26:12.460000,49.908674,49.904964,49.917088,49.909932,49.9101645,180,2685
2021-12-16 13:26:12.480000,49.906969,49.906531,49.914866,49.910768,49.909783499999996,180,2685
2021-12-16 13:26:12.500000,49.904629,49.907484,49.908676,49.9077,49.90712225,180,2685
2021-12-16 13:26:12.520000,49.905074,49.907773,49.907028,49.906048,49.90648075,180,2685
2021-12-16 13:26:12.540000,49.906437,49.906809,49.902611,49.904809,49.9051665,180,2685
2021-12-16 13:26:12.560000,49.905131,49.905694,49.905658,49.904246,49.905182249999996,180,2685
2021-12-16 13:26:12.580000,49.902312,49.905318,49.898486,49.904633,49.90268725,180,2685
2021-12-16 13:26:12.600000,49.902581,49.905483,49.897811,49.904499,49.902593499999995,180,2685
2021-12-16 13:26:12.620000,49.904823,49.905525,49.902703,49.904319,49.9043425,180,2685
2021-12-16 13:26:12.640000,49.905398,49.905113,49.906565,49.905651,49.90568175,180,2685
2021-12-16 13:26:12.660000,49.904367,49.904228,49.898194,49.906542,49.90333275,180,2685
2021-12-16 13:26:12.680000,49.904436,49.903994,49.90638,49.905868,49.9051695,180,2685
2021-12-16 13:26:12.700000,49.906928,49.904945,49.911823,49.90523,49.907231499999995,180,2685
2021-12-16 13:26:12.720000,49.908703,49.905467,49.905732,49.905142,49.906261,180,2685
2021-12-16 13:26:12.740000,49.907377,49.905357,49.9005,49.905631,49.90471625,180,2685
2021-12-16 13:26:12.760000,49.904043,49.903976,49.908084,49.902516,49.90465475,180,2685
2021-12-16 13:26:12.780000,49.90048,49.90161,49.8965,49.896597,49.89879675,180,2685
2021-12-16 13:26:12.800000,49.900531,49.901794,49.889305,49.898236,49.8974665,180,2685
2021-12-16 13:26:12.820000,49.903648,49.903779,49.908361,49.905184,49.90524299999999,180,2685
2021-12-16 13:26:12.840000,49.904807,49.904248,49.90819,49.907243,49.906121999999996,180,2685
2021-12-16 13:26:12.860000,49.903525,49.904003,49.907009,49.905493,49.9050075,180,2685
2021-12-16 13:26:12.880000,49.902601,49.904273,49.905495,49.904145,49.9041285,180,2685
2021-12-16 13:26:12.900000,49.902453,49.904417,49.903037,49.903073,49.903245,180,2685
2021-12-16 13:26:12.920000,49.902894,49.904071,49.894848,49.903174,49.901246750000006,180,2685
2021-12-16 13:26:12.940000,49.903645,49.903188,49.904601,49.903762,49.903799,180,2685
2021-12-16 13:26:12.960000,49.904102,49.902129,49.905148,49.902314,49.903423249999996,180,2685
2021-12-16 13:26:12.980000,49.903593,49.90194,49.902653,49.900706,49.902223000000006,180,2685
2021-12-16 13:26:13.000000,49.902615,49.901978,49.900523,49.901341,49.90161425,180,2685
2021-12-16 13:26:13.020000,49.902301,49.90146,49.901838,49.901673,49.901818000000006,180,2685
2021-12-16 13:26:13.040000,49.903024,49.900788,49.899838,49.901578,49.901306999999996,180,2685
2021-12-16 13:26:13.060000,49.903172,49.900999,49.90346,49.901651,49.9023205,180,2685
2021-12-16 13:26:13.080000,49.901512,49.901828,49.90198,49.902156,49.901869,180,2685
2021-12-16 13:26:13.100000,49.900781,49.902299,49.906075,49.903024,49.90304475000001,180,2685
2021-12-16 13:26:13.120000,49.901662,49.901679,49.903232,49.902574,49.90228675,180,2685
2021-12-16 13:26:13.140000,49.902094,49.901178,49.899165,49.900894,49.90083275,180,2685
2021-12-16 13:26:13.160000,49.902463,49.90039,49.902772,49.900662,49.90157175,180,2685
2021-12-16 13:26:13.180000,49.902758,49.899774,49.900522,49.901515,49.90114225000001,180,2685
2021-12-16 13:26:13.200000,49.902311,49.89975,49.894874,49.901626,49.89964025,180,2685
2021-12-16 13:26:13.220000,49.901585,49.899983,49.895829,49.900796,49.899548249999995,180,2685
2021-12-16 13:26:13.240000,49.901442,49.900307,49.899602,49.900363,49.9004285,180,2685
2021-12-16 13:26:13.260000,49.900925,49.900659,49.901941,49.900891,49.901104,180,2685
2021-12-16 13:26:13.280000,49.900685,49.900965,49.901666,49.90132,49.901159,180,2685
2021-12-16 13:26:13.300000,49.900557,49.900627,49.898903,49.899449,49.899884,180,2685
2021-12-16 13:26:13.320000,49.899396,49.90002,49.904294,49.897589,49.90032475,180,2685
2021-12-16 13:26:13.340000,49.898206,49.899606,49.899461,49.899215,49.899122,180,2685
2021-12-16 13:26:13.360000,49.898676,49.899134,49.900269,49.901424,49.89987575,180,2685
2021-12-16 13:26:13.380000,49.899032,49.90004,49.899712,49.901537,49.900080249999995,180,2685
2021-12-16 13:26:13.400000,49.897954,49.901722,49.901657,49.901008,49.90058525,180,2685
2021-12-16 13:26:13.420000,49.897954,49.90264,49.899992,49.900947,49.90038325,180,2685
2021-12-16 13:26:13.440000,49.899844,49.901399,49.901532,49.901089,49.900966,180,2685
2021-12-16 13:26:13.460000,49.901262,49.899324,49.900003,49.900073,49.9001655,180,2685
2021-12-16 13:26:13.480000,49.900665,49.8981,49.894717,49.89749,49.897743000000006,180,2685
2021-12-16 13:26:13.500000,49.900465,49.8989,49.894613,49.897304,49.897820499999995,180,2685
2021-12-16 13:26:13.520000,49.901193,49.899873,49.901256,49.899443,49.90044124999999,180,2685
2021-12-16 13:26:13.540000,49.899587,49.897948,49.900103,49.896685,49.898580749999994,180,2685
