Time Stamp,CL_Concepción_UDEC,CL_Santiago_USACH,CIO,Potencia,Inicio
2021-10-13 01:35:40.000000,50.092411,50.094001,50.093205999999995,103,2460
2021-10-13 01:35:40.020000,50.092411,50.094001,50.093205999999995,103,2460
2021-10-13 01:35:40.040000,50.092322,50.091832,50.092077,103,2460
2021-10-13 01:35:40.060000,50.092742,50.095984,50.094363,103,2460
2021-10-13 01:35:40.080000,50.092977,50.092074,50.092525499999994,103,2460
2021-10-13 01:35:40.100000,50.092823,50.092484,50.0926535,103,2460
2021-10-13 01:35:40.120000,50.092729,50.091949,50.092338999999996,103,2460
2021-10-13 01:35:40.140000,50.092831,50.095285,50.094058,103,2460
2021-10-13 01:35:40.160000,50.092801,50.089557,50.091179,103,2460
2021-10-13 01:35:40.180000,50.0928,50.092227,50.092513499999995,103,2460
2021-10-13 01:35:40.200000,50.093213,50.090849,50.092031,103,2460
2021-10-13 01:35:40.220000,50.093384,50.094604,50.093993999999995,103,2460
2021-10-13 01:35:40.240000,50.09333,50.091349,50.0923395,103,2460
2021-10-13 01:35:40.260000,50.093277,50.092091,50.092684000000006,103,2460
2021-10-13 01:35:40.280000,50.09381,50.093741,50.0937755,103,2460
2021-10-13 01:35:40.300000,50.093708,50.095291,50.0944995,103,2460
2021-10-13 01:35:40.320000,50.093342,50.093208,50.093275,103,2460
2021-10-13 01:35:40.340000,50.093203,50.093058,50.0931305,103,2460
2021-10-13 01:35:40.360000,50.093472,50.096533,50.0950025,103,2460
2021-10-13 01:35:40.380000,50.093991,50.09552,50.094755500000005,103,2460
2021-10-13 01:35:40.400000,50.094176,50.092666,50.093421,103,2460
2021-10-13 01:35:40.420000,50.093935,50.092633,50.093284,103,2460
2021-10-13 01:35:40.440000,50.093574,50.093264,50.093419,103,2460
2021-10-13 01:35:40.460000,50.093361,50.093558,50.0934595,103,2460
2021-10-13 01:35:40.480000,50.094019,50.092888,50.0934535,103,2460
2021-10-13 01:35:40.500000,50.094379,50.091274,50.0928265,103,2460
2021-10-13 01:35:40.520000,50.094291,50.094455,50.094373000000004,103,2460
2021-10-13 01:35:40.540000,50.094269,50.094976,50.0946225,103,2460
2021-10-13 01:35:40.560000,50.093658,50.094593,50.094125500000004,103,2460
2021-10-13 01:35:40.580000,50.093426,50.093171,50.0932985,103,2460
2021-10-13 01:35:40.600000,50.093847,50.097079,50.095462999999995,103,2460
2021-10-13 01:35:40.620000,50.094181,50.095555,50.094868,103,2460
2021-10-13 01:35:40.640000,50.094547,50.096533,50.09554,103,2460
2021-10-13 01:35:40.660000,50.095264,50.094602,50.094933,103,2460
2021-10-13 01:35:40.680000,50.095296,50.09681,50.096053,103,2460
2021-10-13 01:35:40.700000,50.094606,50.09275,50.093678,103,2460
2021-10-13 01:35:40.720000,50.09451,50.098222,50.096366,103,2460
2021-10-13 01:35:40.740000,50.094908,50.094866,50.094887,103,2460
2021-10-13 01:35:40.760000,50.095027,50.093301,50.094164,103,2460
2021-10-13 01:35:40.780000,50.09539,50.092671,50.0940305,103,2460
2021-10-13 01:35:40.800000,50.095889,50.095829,50.095859000000004,103,2460
2021-10-13 01:35:40.820000,50.095837,50.092505,50.094171,103,2460
2021-10-13 01:35:40.840000,50.095314,50.097329,50.0963215,103,2460
2021-10-13 01:35:40.860000,50.094963,50.093324,50.0941435,103,2460
2021-10-13 01:35:40.880000,50.094824,50.094037,50.0944305,103,2460
2021-10-13 01:35:40.900000,50.095019,50.095477,50.095248,103,2460
2021-10-13 01:35:40.920000,50.095436,50.097366,50.096401,103,2460
2021-10-13 01:35:40.940000,50.095911,50.096306,50.0961085,103,2460
2021-10-13 01:35:40.960000,50.096254,50.094491,50.095372499999996,103,2460
2021-10-13 01:35:40.980000,50.095996,50.094009,50.0950025,103,2460
2021-10-13 01:35:41.000000,50.095481,50.097075,50.096278,103,2460
2021-10-13 01:35:41.020000,50.095611,50.095444,50.0955275,103,2460
2021-10-13 01:35:41.040000,50.095787,50.094991,50.095389,103,2460
2021-10-13 01:35:41.060000,50.095847,50.093481,50.094663999999995,103,2460
2021-10-13 01:35:41.080000,50.095978,50.095657,50.0958175,103,2460
2021-10-13 01:35:41.100000,50.095875,50.095269,50.095572000000004,103,2460
2021-10-13 01:35:41.120000,50.095912,50.093926,50.094919000000004,103,2460
2021-10-13 01:35:41.140000,50.096115,50.095111,50.095613,103,2460
2021-10-13 01:35:41.160000,50.095713,50.094028,50.0948705,103,2460
2021-10-13 01:35:41.180000,50.095034,50.095908,50.095471,103,2460
2021-10-13 01:35:41.200000,50.095097,50.0955,50.0952985,103,2460
2021-10-13 01:35:41.220000,50.095876,50.098028,50.096952,103,2460
2021-10-13 01:35:41.240000,50.096622,50.09625,50.096436,103,2460
2021-10-13 01:35:41.260000,50.096597,50.097972,50.0972845,103,2460
2021-10-13 01:35:41.280000,50.095685,50.095352,50.0955185,103,2460
2021-10-13 01:35:41.300000,50.094876,50.09576,50.095318,103,2460
2021-10-13 01:35:41.320000,50.094976,50.096667,50.0958215,103,2460
2021-10-13 01:35:41.340000,50.095555,50.097064,50.096309500000004,103,2460
2021-10-13 01:35:41.360000,50.095945,50.090806,50.0933755,103,2460
2021-10-13 01:35:41.380000,50.096032,50.095287,50.0956595,103,2460
2021-10-13 01:35:41.400000,50.095944,50.093463,50.0947035,103,2460
2021-10-13 01:35:41.420000,50.09544,50.09701,50.096225000000004,103,2460
2021-10-13 01:35:41.440000,50.095112,50.090407,50.0927595,103,2460
2021-10-13 01:35:41.460000,50.095147,50.097888,50.0965175,103,2460
2021-10-13 01:35:41.480000,50.095315,50.097232,50.096273499999995,103,2460
2021-10-13 01:35:41.500000,50.095505,50.095435,50.095470000000006,103,2460
2021-10-13 01:35:41.520000,50.095162,50.095685,50.0954235,103,2460
2021-10-13 01:35:41.540000,50.094764,50.09613,50.095447,103,2460
2021-10-13 01:35:41.560000,50.094745,50.093417,50.094081,103,2460
2021-10-13 01:35:41.580000,50.094744,50.096509,50.095626499999995,103,2460
2021-10-13 01:35:41.600000,50.094583,50.094204,50.094393499999995,103,2460
2021-10-13 01:35:41.620000,50.094283,50.095648,50.0949655,103,2460
2021-10-13 01:35:41.640000,50.094195,50.091898,50.0930465,103,2460
2021-10-13 01:35:41.660000,50.094527,50.094936,50.094731499999995,103,2460
2021-10-13 01:35:41.680000,50.094796,50.094889,50.0948425,103,2460
2021-10-13 01:35:41.700000,50.094579,50.093185,50.093882,103,2460
2021-10-13 01:35:41.720000,50.094203,50.093231,50.093717,103,2460
2021-10-13 01:35:41.740000,50.094176,50.093121,50.0936485,103,2460
2021-10-13 01:35:41.760000,50.094376,50.095703,50.0950395,103,2460
2021-10-13 01:35:41.780000,50.094196,50.094723,50.0944595,103,2460
2021-10-13 01:35:41.800000,50.094022,50.095185,50.094603500000005,103,2460
2021-10-13 01:35:41.820000,50.094744,50.096065,50.0954045,103,2460
2021-10-13 01:35:41.840000,50.095194,50.095861,50.0955275,103,2460
2021-10-13 01:35:41.860000,50.094866,50.095454,50.09516,103,2460
2021-10-13 01:35:41.880000,50.094839,50.096185,50.095512,103,2460
2021-10-13 01:35:41.900000,50.095066,50.095158,50.095112,103,2460
2021-10-13 01:35:41.920000,50.094907,50.095555,50.095231,103,2460
2021-10-13 01:35:41.940000,50.09505,50.092917,50.0939835,103,2460
2021-10-13 01:35:41.960000,50.095203,50.096629,50.095916,103,2460
2021-10-13 01:35:41.980000,50.095135,50.095584,50.0953595,103,2460
2021-10-13 01:35:42.000000,50.095191,50.096833,50.096012,103,2460
2021-10-13 01:35:42.020000,50.095101,50.094602,50.094851500000004,103,2460
2021-10-13 01:35:42.040000,50.09512,50.096463,50.095791500000004,103,2460
2021-10-13 01:35:42.060000,50.095621,50.094518,50.0950695,103,2460
