Time Stamp,CL_Curicó_UTALCA,CL_Santiago_UTEM,CIO,Potencia,Inicio
2021-12-27 06:27:20.000000,50.070757,50.070202,50.070479500000005,296,2490
2021-12-27 06:27:20.020000,50.070757,50.070202,50.070479500000005,296,2490
2021-12-27 06:27:20.040000,50.070477,50.069517,50.069997,296,2490
2021-12-27 06:27:20.060000,50.070404,50.069535,50.0699695,296,2490
2021-12-27 06:27:20.080000,50.069405,50.067889,50.068647,296,2490
2021-12-27 06:27:20.100000,50.068786,50.066581,50.0676835,296,2490
2021-12-27 06:27:20.120000,50.071013,50.072255,50.071634,296,2490
2021-12-27 06:27:20.140000,50.073261,50.077963,50.075612,296,2490
2021-12-27 06:27:20.160000,50.072775,50.074862,50.0738185,296,2490
2021-12-27 06:27:20.180000,50.072364,50.07071,50.071537,296,2490
2021-12-27 06:27:20.200000,50.072658,50.070375,50.0715165,296,2490
2021-12-27 06:27:20.220000,50.071654,50.069337,50.0704955,296,2490
2021-12-27 06:27:20.240000,50.07063,50.0696,50.070115,296,2490
2021-12-27 06:27:20.260000,50.071023,50.071538,50.0712805,296,2490
2021-12-27 06:27:20.280000,50.071652,50.072071,50.0718615,296,2490
2021-12-27 06:27:20.300000,50.071996,50.07201,50.072002999999995,296,2490
2021-12-27 06:27:20.320000,50.072042,50.071657,50.0718495,296,2490
2021-12-27 06:27:20.340000,50.071861,50.070602,50.071231499999996,296,2490
2021-12-27 06:27:20.360000,50.072171,50.072052,50.0721115,296,2490
2021-12-27 06:27:20.380000,50.072295,50.073194,50.0727445,296,2490
2021-12-27 06:27:20.400000,50.0716,50.070493,50.071046499999994,296,2490
2021-12-27 06:27:20.420000,50.071916,50.071026,50.071471,296,2490
2021-12-27 06:27:20.440000,50.07209,50.073176,50.072632999999996,296,2490
2021-12-27 06:27:20.460000,50.071178,50.07105,50.071114,296,2490
2021-12-27 06:27:20.480000,50.071159,50.070287,50.070723,296,2490
2021-12-27 06:27:20.500000,50.071838,50.072187,50.0720125,296,2490
2021-12-27 06:27:20.520000,50.072092,50.072173,50.072132499999995,296,2490
2021-12-27 06:27:20.540000,50.071634,50.070703,50.0711685,296,2490
