Time Stamp,CL_Concepción_UDEC,CL_Curicó_UTALCA,CL_Santiago_USACH,CIO,Potencia,Inicio
2021-05-28 15:08:40.000000,49.875653,49.873513,49.860973,49.870046333333335,142,2235
2021-05-28 15:08:40.020000,49.875653,49.873513,49.860973,49.870046333333335,142,2235
2021-05-28 15:08:40.040000,49.876362,49.873465,49.883745,49.87785733333334,142,2235
2021-05-28 15:08:40.060000,49.873111,49.87296,49.86137,49.869147,142,2235
2021-05-28 15:08:40.080000,49.872718,49.87242,49.866963,49.87070033333333,142,2235
2021-05-28 15:08:40.100000,49.874699,49.872391,49.871519,49.872869666666666,142,2235
2021-05-28 15:08:40.120000,49.872962,49.872453,49.875717,49.873710666666675,142,2235
2021-05-28 15:08:40.140000,49.871531,49.873673,49.867625,49.870943000000004,142,2235
2021-05-28 15:08:40.160000,49.873039,49.875155,49.87581,49.87466800000001,142,2235
2021-05-28 15:08:40.180000,49.87285,49.874551,49.880695,49.876032,142,2235
2021-05-28 15:08:40.200000,49.873006,49.873178,49.875968,49.87405066666667,142,2235
2021-05-28 15:08:40.220000,49.875481,49.873221,49.865981,49.87156100000001,142,2235
2021-05-28 15:08:40.240000,49.876913,49.874291,49.871278,49.87416066666666,142,2235
2021-05-28 15:08:40.260000,49.87428,49.874445,49.879567,49.87609733333334,142,2235
2021-05-28 15:08:40.280000,49.870612,49.874001,49.871789,49.872133999999996,142,2235
2021-05-28 15:08:40.300000,49.871602,49.874467,49.874444,49.87350433333334,142,2235
2021-05-28 15:08:40.320000,49.874991,49.874939,49.877771,49.875900333333334,142,2235
2021-05-28 15:08:40.340000,49.87617,49.874924,49.863625,49.87157299999999,142,2235
2021-05-28 15:08:40.360000,49.875456,49.873651,49.873735,49.87428066666667,142,2235
2021-05-28 15:08:40.380000,49.873583,49.871067,49.877518,49.874056,142,2235
2021-05-28 15:08:40.400000,49.873328,49.870773,49.867802,49.87063433333333,142,2235
2021-05-28 15:08:40.420000,49.873179,49.872746,49.875944,49.87395633333333,142,2235
2021-05-28 15:08:40.440000,49.872314,49.874624,49.867806,49.87158133333333,142,2235
2021-05-28 15:08:40.460000,49.87426,49.876211,49.870539,49.873670000000004,142,2235
2021-05-28 15:08:40.480000,49.875222,49.876223,49.8836,49.87834833333333,142,2235
2021-05-28 15:08:40.500000,49.872648,49.87462,49.877385,49.874884333333334,142,2235
2021-05-28 15:08:40.520000,49.871315,49.873183,49.870667,49.871721666666666,142,2235
2021-05-28 15:08:40.540000,49.872694,49.873003,49.868083,49.87126000000001,142,2235
2021-05-28 15:08:40.560000,49.87346,49.873062,49.877215,49.874579000000004,142,2235
2021-05-28 15:08:40.580000,49.871832,49.872373,49.878033,49.87407933333333,142,2235
2021-05-28 15:08:40.600000,49.871271,49.872341,49.879741,49.874451,142,2235
2021-05-28 15:08:40.620000,49.872787,49.873083,49.87319,49.87302,142,2235
2021-05-28 15:08:40.640000,49.873484,49.872815,49.872243,49.87284733333333,142,2235
2021-05-28 15:08:40.660000,49.873005,49.871666,49.874023,49.872898,142,2235
2021-05-28 15:08:40.680000,49.872104,49.871219,49.869964,49.87109566666667,142,2235
2021-05-28 15:08:40.700000,49.872162,49.872763,49.862675,49.8692,142,2235
2021-05-28 15:08:40.720000,49.873,49.874723,49.87444,49.87405433333333,142,2235
2021-05-28 15:08:40.740000,49.872592,49.874834,49.868189,49.871871666666664,142,2235
2021-05-28 15:08:40.760000,49.87186,49.873439,49.876384,49.87389433333333,142,2235
2021-05-28 15:08:40.780000,49.872935,49.872388,49.876542,49.873955,142,2235
2021-05-28 15:08:40.800000,49.873973,49.872511,49.878861,49.875115,142,2235
2021-05-28 15:08:40.820000,49.872324,49.873668,49.875861,49.873951,142,2235
2021-05-28 15:08:40.840000,49.870973,49.873268,49.871093,49.871778000000006,142,2235
2021-05-28 15:08:40.860000,49.872983,49.871609,49.875806,49.873466,142,2235
2021-05-28 15:08:40.880000,49.874852,49.871331,49.869916,49.87203300000001,142,2235
2021-05-28 15:08:40.900000,49.873537,49.871388,49.876519,49.87381466666667,142,2235
2021-05-28 15:08:40.920000,49.87207,49.870724,49.86412,49.86897133333334,142,2235
2021-05-28 15:08:40.940000,49.872453,49.871011,49.870898,49.871454,142,2235
2021-05-28 15:08:40.960000,49.872568,49.871735,49.869916,49.87140633333333,142,2235
2021-05-28 15:08:40.980000,49.870486,49.871991,49.871834,49.87143700000001,142,2235
2021-05-28 15:08:41.000000,49.869856,49.873653,49.879435,49.87431466666666,142,2235
2021-05-28 15:08:41.020000,49.873803,49.874877,49.880713,49.87646433333333,142,2235
2021-05-28 15:08:41.040000,49.877414,49.873683,49.869296,49.87346433333334,142,2235
2021-05-28 15:08:41.060000,49.874979,49.871034,49.866565,49.870859333333335,142,2235
2021-05-28 15:08:41.080000,49.869066,49.868758,49.857195,49.865006333333326,142,2235
2021-05-28 15:08:41.100000,49.867285,49.868687,49.868647,49.86820633333334,142,2235
2021-05-28 15:08:41.120000,49.870109,49.870239,49.882482,49.87427666666667,142,2235
2021-05-28 15:08:41.140000,49.871764,49.872666,49.870139,49.871522999999996,142,2235
2021-05-28 15:08:41.160000,49.872916,49.874987,49.869986,49.87262966666666,142,2235
2021-05-28 15:08:41.180000,49.874749,49.875779,49.875708,49.875412000000004,142,2235
2021-05-28 15:08:41.200000,49.874054,49.874719,49.876787,49.87518666666667,142,2235
2021-05-28 15:08:41.220000,49.872472,49.873791,49.869694,49.87198566666667,142,2235
2021-05-28 15:08:41.240000,49.87276,49.874108,49.873342,49.873403333333336,142,2235
2021-05-28 15:08:41.260000,49.873051,49.873481,49.896093,49.880875,142,2235
2021-05-28 15:08:41.280000,49.872041,49.87168,49.862704,49.868808333333334,142,2235
2021-05-28 15:08:41.300000,49.871394,49.869903,49.863843,49.86838,142,2235
2021-05-28 15:08:41.320000,49.870742,49.868551,49.863463,49.86758533333333,142,2235
2021-05-28 15:08:41.340000,49.869893,49.869501,49.861972,49.867122,142,2235
2021-05-28 15:08:41.360000,49.871639,49.872661,49.874602,49.87296733333334,142,2235
2021-05-28 15:08:41.380000,49.874239,49.874676,49.884297,49.877737333333336,142,2235
2021-05-28 15:08:41.400000,49.873987,49.875298,49.886676,49.87865366666667,142,2235
2021-05-28 15:08:41.420000,49.872363,49.875876,49.870972,49.87307033333334,142,2235
2021-05-28 15:08:41.440000,49.872783,49.875309,49.878769,49.87562033333333,142,2235
2021-05-28 15:08:41.460000,49.873559,49.872491,49.878426,49.87482533333333,142,2235
