Time Stamp,CL_Concepción_UDEC,CL_Curicó_UTALCA,CL_Santiago_UTEM,CIO,Potencia,Inicio
2021-12-23 05:51:00.000000,49.974577,49.974542,49.972331,49.973816666666664,110,2115
2021-12-23 05:51:00.020000,49.974577,49.974542,49.972331,49.973816666666664,110,2115
2021-12-23 05:51:00.040000,49.97452,49.974724,49.973767,49.974337,110,2115
2021-12-23 05:51:00.060000,49.97605,49.975991,49.976643,49.976228,110,2115
2021-12-23 05:51:00.080000,49.977828,49.977086,49.97714,49.97735133333333,110,2115
2021-12-23 05:51:00.100000,49.977999,49.976526,49.974659,49.976394666666664,110,2115
2021-12-23 05:51:00.120000,49.977556,49.975928,49.973812,49.975765333333335,110,2115
2021-12-23 05:51:00.140000,49.977547,49.975878,49.976265,49.97656333333333,110,2115
2021-12-23 05:51:00.160000,49.977768,49.976361,49.97901,49.977712999999994,110,2115
2021-12-23 05:51:00.180000,49.977236,49.97635,49.977254,49.97694666666666,110,2115
2021-12-23 05:51:00.200000,49.976509,49.975488,49.973659,49.97521866666667,110,2115
2021-12-23 05:51:00.220000,49.977042,49.975765,49.975167,49.97599133333333,110,2115
2021-12-23 05:51:00.240000,49.977903,49.976261,49.977266,49.97714333333332,110,2115
2021-12-23 05:51:00.260000,49.978047,49.976481,49.976245,49.97692433333333,110,2115
2021-12-23 05:51:00.280000,49.978106,49.977078,49.976079,49.97708766666667,110,2115
2021-12-23 05:51:00.300000,49.977903,49.977431,49.977357,49.97756366666666,110,2115
2021-12-23 05:51:00.320000,49.977857,49.977068,49.977085,49.977336666666666,110,2115
2021-12-23 05:51:00.340000,49.978281,49.976736,49.976201,49.977072666666665,110,2115
2021-12-23 05:51:00.360000,49.978013,49.97666,49.976269,49.97698066666667,110,2115
2021-12-23 05:51:00.380000,49.977135,49.976631,49.976385,49.976717,110,2115
2021-12-23 05:51:00.400000,49.976652,49.977027,49.976517,49.976732,110,2115
2021-12-23 05:51:00.420000,49.977111,49.977778,49.977468,49.97745233333334,110,2115
2021-12-23 05:51:00.440000,49.977529,49.977402,49.977092,49.977340999999996,110,2115
2021-12-23 05:51:00.460000,49.97751,49.976145,49.975107,49.976254000000004,110,2115
2021-12-23 05:51:00.480000,49.97767,49.975699,49.976008,49.976459000000006,110,2115
2021-12-23 05:51:00.500000,49.977048,49.975361,49.976478,49.976295666666665,110,2115
2021-12-23 05:51:00.520000,49.975704,49.974821,49.974818,49.97511433333333,110,2115
2021-12-23 05:51:00.540000,49.975847,49.975236,49.975567,49.97555,110,2115
2021-12-23 05:51:00.560000,49.976076,49.975918,49.976922,49.976305333333336,110,2115
2021-12-23 05:51:00.580000,49.97618,49.976037,49.976346,49.97618766666667,110,2115
2021-12-23 05:51:00.600000,49.976971,49.976334,49.976097,49.97646733333334,110,2115
2021-12-23 05:51:00.620000,49.977056,49.976843,49.976464,49.97678766666667,110,2115
2021-12-23 05:51:00.640000,49.976023,49.977212,49.976685,49.97664,110,2115
2021-12-23 05:51:00.660000,49.974973,49.97737,49.976177,49.97617333333333,110,2115
2021-12-23 05:51:00.680000,49.974884,49.97729,49.976231,49.976135,110,2115
2021-12-23 05:51:00.700000,49.97544,49.9774,49.977337,49.976725666666674,110,2115
2021-12-23 05:51:00.720000,49.975861,49.97699,49.977338,49.97672966666667,110,2115
2021-12-23 05:51:00.740000,49.975209,49.976422,49.975728,49.97578633333333,110,2115
2021-12-23 05:51:00.760000,49.974537,49.975613,49.973918,49.97468933333334,110,2115
2021-12-23 05:51:00.780000,49.974513,49.975539,49.97465,49.97490066666666,110,2115
2021-12-23 05:51:00.800000,49.975019,49.975565,49.976098,49.97556066666667,110,2115
2021-12-23 05:51:00.820000,49.975338,49.975551,49.97637,49.975753,110,2115
2021-12-23 05:51:00.840000,49.975397,49.975909,49.976705,49.976003666666664,110,2115
2021-12-23 05:51:00.860000,49.975111,49.97613,49.976649,49.97596333333333,110,2115
2021-12-23 05:51:00.880000,49.975055,49.975526,49.976245,49.975608666666666,110,2115
2021-12-23 05:51:00.900000,49.975565,49.975439,49.976728,49.97591066666667,110,2115
2021-12-23 05:51:00.920000,49.975955,49.976101,49.978071,49.976709,110,2115
2021-12-23 05:51:00.940000,49.976612,49.976909,49.978648,49.97738966666666,110,2115
2021-12-23 05:51:00.960000,49.977375,49.97744,49.978528,49.97778099999999,110,2115
2021-12-23 05:51:00.980000,49.977471,49.97779,49.978803,49.97802133333334,110,2115
2021-12-23 05:51:01.000000,49.977017,49.978072,49.978096,49.977728333333324,110,2115
2021-12-23 05:51:01.020000,49.975997,49.978074,49.976641,49.976904,110,2115
2021-12-23 05:51:01.040000,49.976399,49.978129,49.977045,49.977191000000005,110,2115
2021-12-23 05:51:01.060000,49.977995,49.978601,49.978493,49.978363,110,2115
2021-12-23 05:51:01.080000,49.979047,49.979107,49.979342,49.979165333333334,110,2115
2021-12-23 05:51:01.100000,49.978843,49.97919,49.979306,49.979113000000005,110,2115
2021-12-23 05:51:01.120000,49.978277,49.979064,49.978793,49.97871133333334,110,2115
2021-12-23 05:51:01.140000,49.978292,49.979305,49.980239,49.979278666666666,110,2115
2021-12-23 05:51:01.160000,49.978913,49.979601,49.981152,49.979888666666675,110,2115
2021-12-23 05:51:01.180000,49.979107,49.979071,49.979361,49.979179666666674,110,2115
2021-12-23 05:51:01.200000,49.980038,49.979088,49.97948,49.97953533333333,110,2115
2021-12-23 05:51:01.220000,49.980972,49.979737,49.981156,49.98062166666667,110,2115
2021-12-23 05:51:01.240000,49.980958,49.980565,49.982196,49.98123966666666,110,2115
2021-12-23 05:51:01.260000,49.980528,49.981408,49.982213,49.981383,110,2115
2021-12-23 05:51:01.280000,49.980819,49.981882,49.981689,49.98146333333333,110,2115
2021-12-23 05:51:01.300000,49.982008,49.982258,49.982914,49.982393333333334,110,2115
2021-12-23 05:51:01.320000,49.982963,49.982654,49.983644,49.98308699999999,110,2115
2021-12-23 05:51:01.340000,49.982803,49.983457,49.983595,49.983285,110,2115
2021-12-23 05:51:01.360000,49.982885,49.984563,49.985012,49.98415333333333,110,2115
2021-12-23 05:51:01.380000,49.983443,49.984914,49.985749,49.984702,110,2115
2021-12-23 05:51:01.400000,49.984027,49.984568,49.985282,49.98462566666666,110,2115
2021-12-23 05:51:01.420000,49.984037,49.984649,49.984649,49.984444999999994,110,2115
2021-12-23 05:51:01.440000,49.984158,49.98497,49.98447,49.98453266666667,110,2115
2021-12-23 05:51:01.460000,49.985223,49.985395,49.985745,49.98545433333334,110,2115
2021-12-23 05:51:01.480000,49.986,49.985946,49.986733,49.98622633333334,110,2115
2021-12-23 05:51:01.500000,49.985786,49.986545,49.986607,49.98631266666666,110,2115
2021-12-23 05:51:01.520000,49.985797,49.986875,49.986362,49.98634466666666,110,2115
2021-12-23 05:51:01.540000,49.986647,49.987094,49.985501,49.986413999999996,110,2115
2021-12-23 05:51:01.560000,49.98789,49.987541,49.985839,49.98709,110,2115
2021-12-23 05:51:01.580000,49.989006,49.988253,49.987932,49.988397,110,2115
2021-12-23 05:51:01.600000,49.989133,49.98892,49.989656,49.98923633333334,110,2115
2021-12-23 05:51:01.620000,49.988661,49.98944,49.989681,49.98926066666667,110,2115
2021-12-23 05:51:01.640000,49.988597,49.989909,49.989424,49.989309999999996,110,2115
2021-12-23 05:51:01.660000,49.989074,49.990097,49.988908,49.98935966666667,110,2115
2021-12-23 05:51:01.680000,49.99004,49.9902,49.988832,49.98969066666667,110,2115
2021-12-23 05:51:01.700000,49.991391,49.990862,49.990912,49.991054999999996,110,2115
2021-12-23 05:51:01.720000,49.991785,49.991486,49.991699,49.991656666666664,110,2115
2021-12-23 05:51:01.740000,49.991053,49.99134,49.990049,49.990814,110,2115
2021-12-23 05:51:01.760000,49.990842,49.991075,49.989799,49.99057200000001,110,2115
2021-12-23 05:51:01.780000,49.992024,49.991243,49.991342,49.99153633333333,110,2115
2021-12-23 05:51:01.800000,49.993267,49.991329,49.991431,49.992009,110,2115
2021-12-23 05:51:01.820000,49.992753,49.991378,49.990415,49.991515333333325,110,2115
2021-12-23 05:51:01.840000,49.992425,49.991955,49.991207,49.99186233333333,110,2115
2021-12-23 05:51:01.860000,49.993299,49.992621,49.992775,49.99289833333333,110,2115
2021-12-23 05:51:01.880000,49.994266,49.992814,49.992787,49.993289000000004,110,2115
2021-12-23 05:51:01.900000,49.994323,49.99264,49.992744,49.99323566666667,110,2115
