Time Stamp,CL_Concepción_UDEC,CL_Santiago_USACH,CIO,Potencia,Inicio
2021-10-05 16:46:00.000000,49.944849,49.943199,49.944024,189,2715
2021-10-05 16:46:00.020000,49.944849,49.943199,49.944024,189,2715
2021-10-05 16:46:00.040000,49.945419,49.949598,49.9475085,189,2715
2021-10-05 16:46:00.060000,49.94584,49.949722,49.947781,189,2715
2021-10-05 16:46:00.080000,49.946454,49.943726,49.94509,189,2715
2021-10-05 16:46:00.100000,49.94697,49.947811,49.9473905,189,2715
2021-10-05 16:46:00.120000,49.946593,49.947745,49.947169,189,2715
2021-10-05 16:46:00.140000,49.945801,49.945296,49.9455485,189,2715
2021-10-05 16:46:00.160000,49.946361,49.950394,49.94837750000001,189,2715
2021-10-05 16:46:00.180000,49.947723,49.950023,49.948873000000006,189,2715
2021-10-05 16:46:00.200000,49.947258,49.949162,49.94821,189,2715
2021-10-05 16:46:00.220000,49.946382,49.945134,49.945758,189,2715
2021-10-05 16:46:00.240000,49.946287,49.949745,49.948015999999996,189,2715
2021-10-05 16:46:00.260000,49.945483,49.949699,49.947591,189,2715
2021-10-05 16:46:00.280000,49.944768,49.945542,49.945155,189,2715
2021-10-05 16:46:00.300000,49.945781,49.942393,49.944086999999996,189,2715
2021-10-05 16:46:00.320000,49.946285,49.941116,49.943700500000006,189,2715
2021-10-05 16:46:00.340000,49.9463,49.952333,49.9493165,189,2715
2021-10-05 16:46:00.360000,49.94717,49.950695,49.9489325,189,2715
2021-10-05 16:46:00.380000,49.947612,49.942801,49.9452065,189,2715
2021-10-05 16:46:00.400000,49.946718,49.946519,49.9466185,189,2715
2021-10-05 16:46:00.420000,49.946726,49.952634,49.94968,189,2715
2021-10-05 16:46:00.440000,49.94751,49.945551,49.9465305,189,2715
2021-10-05 16:46:00.460000,49.94758,49.946263,49.9469215,189,2715
2021-10-05 16:46:00.480000,49.947464,49.946944,49.947204,189,2715
2021-10-05 16:46:00.500000,49.947703,49.946671,49.947187,189,2715
2021-10-05 16:46:00.520000,49.947331,49.947076,49.9472035,189,2715
2021-10-05 16:46:00.540000,49.947561,49.950286,49.9489235,189,2715
2021-10-05 16:46:00.560000,49.948994,49.938577,49.943785500000004,189,2715
2021-10-05 16:46:00.580000,49.949961,49.949899,49.94993,189,2715
2021-10-05 16:46:00.600000,49.949995,49.93638,49.9431875,189,2715
2021-10-05 16:46:00.620000,49.949213,49.953443,49.951328000000004,189,2715
2021-10-05 16:46:00.640000,49.948607,49.964176,49.9563915,189,2715
2021-10-05 16:46:00.660000,49.949165,49.946134,49.9476495,189,2715
2021-10-05 16:46:00.680000,49.949922,49.948483,49.9492025,189,2715
2021-10-05 16:46:00.700000,49.949651,49.951634,49.9506425,189,2715
2021-10-05 16:46:00.720000,49.949544,49.947945,49.948744500000004,189,2715
2021-10-05 16:46:00.740000,49.950156,49.948852,49.949504000000005,189,2715
2021-10-05 16:46:00.760000,49.95069,49.946392,49.948541000000006,189,2715
2021-10-05 16:46:00.780000,49.950369,49.95045,49.9504095,189,2715
2021-10-05 16:46:00.800000,49.949387,49.947891,49.948639,189,2715
2021-10-05 16:46:00.820000,49.949643,49.952373,49.951008,189,2715
2021-10-05 16:46:00.840000,49.951169,49.953593,49.952381,189,2715
2021-10-05 16:46:00.860000,49.951316,49.950411,49.9508635,189,2715
2021-10-05 16:46:00.880000,49.95046,49.952115,49.9512875,189,2715
2021-10-05 16:46:00.900000,49.950236,49.950113,49.9501745,189,2715
2021-10-05 16:46:00.920000,49.950128,49.950011,49.9500695,189,2715
2021-10-05 16:46:00.940000,49.950379,49.944444,49.9474115,189,2715
2021-10-05 16:46:00.960000,49.951031,49.945713,49.948372,189,2715
2021-10-05 16:46:00.980000,49.951399,49.944279,49.947839,189,2715
2021-10-05 16:46:01.000000,49.951011,49.954473,49.952742,189,2715
2021-10-05 16:46:01.020000,49.950104,49.954573,49.9523385,189,2715
2021-10-05 16:46:01.040000,49.950593,49.952351,49.951471999999995,189,2715
2021-10-05 16:46:01.060000,49.952229,49.946655,49.949442000000005,189,2715
2021-10-05 16:46:01.080000,49.952836,49.951391,49.952113499999996,189,2715
2021-10-05 16:46:01.100000,49.952234,49.946973,49.949603499999995,189,2715
2021-10-05 16:46:01.120000,49.951946,49.962477,49.9572115,189,2715
2021-10-05 16:46:01.140000,49.952204,49.958906,49.955555000000004,189,2715
2021-10-05 16:46:01.160000,49.952647,49.945011,49.948829,189,2715
2021-10-05 16:46:01.180000,49.95111,49.95151,49.95131,189,2715
2021-10-05 16:46:01.200000,49.949302,49.947636,49.948469,189,2715
2021-10-05 16:46:01.220000,49.951701,49.956268,49.953984500000004,189,2715
2021-10-05 16:46:01.240000,49.95357,49.953604,49.953587,189,2715
2021-10-05 16:46:01.260000,49.951601,49.953862,49.9527315,189,2715
2021-10-05 16:46:01.280000,49.950664,49.953887,49.9522755,189,2715
2021-10-05 16:46:01.300000,49.951445,49.949625,49.950535,189,2715
2021-10-05 16:46:01.320000,49.95152,49.947067,49.949293499999996,189,2715
2021-10-05 16:46:01.340000,49.951454,49.951795,49.951624499999994,189,2715
2021-10-05 16:46:01.360000,49.9515,49.955823,49.9536615,189,2715
2021-10-05 16:46:01.380000,49.95081,49.953786,49.952298,189,2715
2021-10-05 16:46:01.400000,49.950415,49.952191,49.951302999999996,189,2715
2021-10-05 16:46:01.420000,49.950497,49.953477,49.951987,189,2715
2021-10-05 16:46:01.440000,49.951113,49.951795,49.951454,189,2715
2021-10-05 16:46:01.460000,49.9523,49.955693,49.9539965,189,2715
2021-10-05 16:46:01.480000,49.952236,49.949066,49.950651,189,2715
2021-10-05 16:46:01.500000,49.950924,49.950528,49.950726,189,2715
2021-10-05 16:46:01.520000,49.950842,49.953203,49.9520225,189,2715
2021-10-05 16:46:01.540000,49.952675,49.962625,49.95765,189,2715
2021-10-05 16:46:01.560000,49.954242,49.952363,49.9533025,189,2715
2021-10-05 16:46:01.580000,49.953634,49.953088,49.953361,189,2715
2021-10-05 16:46:01.600000,49.951885,49.951801,49.951843,189,2715
2021-10-05 16:46:01.620000,49.951837,49.949575,49.950706,189,2715
2021-10-05 16:46:01.640000,49.953962,49.958731,49.956346499999995,189,2715
2021-10-05 16:46:01.660000,49.955368,49.955699,49.9555335,189,2715
2021-10-05 16:46:01.680000,49.954471,49.951833,49.953152,189,2715
2021-10-05 16:46:01.700000,49.954031,49.955398,49.9547145,189,2715
2021-10-05 16:46:01.720000,49.954762,49.946968,49.950865,189,2715
2021-10-05 16:46:01.740000,49.954741,49.953157,49.953948999999994,189,2715
2021-10-05 16:46:01.760000,49.954495,49.953199,49.953846999999996,189,2715
2021-10-05 16:46:01.780000,49.954616,49.952649,49.9536325,189,2715
2021-10-05 16:46:01.800000,49.954574,49.958597,49.9565855,189,2715
2021-10-05 16:46:01.820000,49.954866,49.955981,49.9554235,189,2715
2021-10-05 16:46:01.840000,49.954603,49.958741,49.956672,189,2715
2021-10-05 16:46:01.860000,49.954356,49.95544,49.954898,189,2715
2021-10-05 16:46:01.880000,49.955466,49.94763,49.951548,189,2715
2021-10-05 16:46:01.900000,49.956277,49.965847,49.961062,189,2715
2021-10-05 16:46:01.920000,49.955504,49.965143,49.9603235,189,2715
2021-10-05 16:46:01.940000,49.954959,49.952223,49.953591,189,2715
2021-10-05 16:46:01.960000,49.956114,49.958463,49.957288500000004,189,2715
2021-10-05 16:46:01.980000,49.957533,49.956666,49.9570995,189,2715
2021-10-05 16:46:02.000000,49.95716,49.95806,49.95761,189,2715
2021-10-05 16:46:02.020000,49.955249,49.951949,49.953599,189,2715
2021-10-05 16:46:02.040000,49.954677,49.957912,49.9562945,189,2715
2021-10-05 16:46:02.060000,49.955695,49.956106,49.9559005,189,2715
2021-10-05 16:46:02.080000,49.956009,49.95344,49.9547245,189,2715
2021-10-05 16:46:02.100000,49.954621,49.95238,49.953500500000004,189,2715
2021-10-05 16:46:02.120000,49.955727,49.958472,49.9570995,189,2715
2021-10-05 16:46:02.140000,49.95889,49.9575,49.958195,189,2715
2021-10-05 16:46:02.160000,49.958797,49.956532,49.9576645,189,2715
2021-10-05 16:46:02.180000,49.955887,49.95387,49.9548785,189,2715
2021-10-05 16:46:02.200000,49.955023,49.958639,49.956830999999994,189,2715
2021-10-05 16:46:02.220000,49.956913,49.958842,49.957877499999995,189,2715
2021-10-05 16:46:02.240000,49.957833,49.957399,49.957616,189,2715
2021-10-05 16:46:02.260000,49.956833,49.954676,49.9557545,189,2715
2021-10-05 16:46:02.280000,49.956162,49.955222,49.955692,189,2715
2021-10-05 16:46:02.300000,49.956148,49.96025,49.958199,189,2715
2021-10-05 16:46:02.320000,49.95591,49.950306,49.953108,189,2715
2021-10-05 16:46:02.340000,49.955982,49.953981,49.9549815,189,2715
2021-10-05 16:46:02.360000,49.956445,49.955981,49.956213000000005,189,2715
2021-10-05 16:46:02.380000,49.956504,49.95476,49.955632,189,2715
2021-10-05 16:46:02.400000,49.956484,49.95549,49.955987,189,2715
2021-10-05 16:46:02.420000,49.9562,49.953389,49.954794500000006,189,2715
2021-10-05 16:46:02.440000,49.95597,49.951083,49.953526499999995,189,2715
2021-10-05 16:46:02.460000,49.955425,49.955444,49.955434499999996,189,2715
2021-10-05 16:46:02.480000,49.955167,49.950639,49.952903000000006,189,2715
2021-10-05 16:46:02.500000,49.955355,49.959056,49.9572055,189,2715
2021-10-05 16:46:02.520000,49.954783,49.957935,49.956359,189,2715
2021-10-05 16:46:02.540000,49.955116,49.957328,49.956222,189,2715
2021-10-05 16:46:02.560000,49.955897,49.954301,49.955099000000004,189,2715
2021-10-05 16:46:02.580000,49.955315,49.95525,49.955282499999996,189,2715
2021-10-05 16:46:02.600000,49.954965,49.95962,49.9572925,189,2715
2021-10-05 16:46:02.620000,49.955661,49.957472,49.9565665,189,2715
2021-10-05 16:46:02.640000,49.955817,49.955472,49.955644500000005,189,2715
2021-10-05 16:46:02.660000,49.955114,49.956,49.955557,189,2715
2021-10-05 16:46:02.680000,49.954574,49.954676,49.954625,189,2715
2021-10-05 16:46:02.700000,49.954659,49.951991,49.953325,189,2715
2021-10-05 16:46:02.720000,49.95525,49.955213,49.9552315,189,2715
2021-10-05 16:46:02.740000,49.954925,49.95526,49.955092500000006,189,2715
2021-10-05 16:46:02.760000,49.954147,49.955305,49.954726,189,2715
2021-10-05 16:46:02.780000,49.95432,49.952815,49.953567500000005,189,2715
2021-10-05 16:46:02.800000,49.955671,49.953278,49.9544745,189,2715
2021-10-05 16:46:02.820000,49.956504,49.959759,49.9581315,189,2715
2021-10-05 16:46:02.840000,49.955361,49.956139,49.95575,189,2715
2021-10-05 16:46:02.860000,49.954844,49.952778,49.953811,189,2715
2021-10-05 16:46:02.880000,49.955481,49.95811,49.9567955,189,2715
2021-10-05 16:46:02.900000,49.955675,49.954751,49.955213,189,2715
2021-10-05 16:46:02.920000,49.95487,49.954601,49.9547355,189,2715
2021-10-05 16:46:02.940000,49.95357,49.947232,49.950401,189,2715
