Time Stamp,CL_Concepción_UDEC,CL_Curicó_UTALCA,CL_Santiago_USACH,CIO,Potencia,Inicio
2021-05-31 19:52:00.000000,50.044199,50.042985,50.043982,50.043722,300,1710
2021-05-31 19:52:00.020000,50.044199,50.042985,50.043982,50.043722,300,1710
2021-05-31 19:52:00.040000,50.044791,50.043246,50.046796,50.04494433333334,300,1710
2021-05-31 19:52:00.060000,50.044232,50.043936,50.041797,50.043321666666664,300,1710
2021-05-31 19:52:00.080000,50.043069,50.043952,50.04487,50.04396366666666,300,1710
2021-05-31 19:52:00.100000,50.043168,50.043263,50.04487,50.043767,300,1710
2021-05-31 19:52:00.120000,50.04456,50.043122,50.044546,50.044076,300,1710
2021-05-31 19:52:00.140000,50.044823,50.043604,50.040037,50.042821333333336,300,1710
2021-05-31 19:52:00.160000,50.04313,50.04365,50.039833,50.04220433333334,300,1710
2021-05-31 19:52:00.180000,50.042011,50.043177,50.040621,50.04193633333333,300,1710
2021-05-31 19:52:00.200000,50.043145,50.043163,50.044722,50.04367666666667,300,1710
2021-05-31 19:52:00.220000,50.043681,50.043241,50.04388,50.04360066666667,300,1710
2021-05-31 19:52:00.240000,50.042558,50.042486,50.04412,50.04305466666667,300,1710
2021-05-31 19:52:00.260000,50.041948,50.041459,50.043055,50.042154000000004,300,1710
2021-05-31 19:52:00.280000,50.043037,50.041426,50.041524,50.04199566666667,300,1710
2021-05-31 19:52:00.300000,50.043625,50.042097,50.045578,50.04376666666667,300,1710
2021-05-31 19:52:00.320000,50.042256,50.042448,50.042917,50.042540333333335,300,1710
2021-05-31 19:52:00.340000,50.040973,50.042687,50.042954,50.04220466666667,300,1710
2021-05-31 19:52:00.360000,50.041046,50.04325,50.040907,50.04173433333333,300,1710
2021-05-31 19:52:00.380000,50.041782,50.043553,50.042519,50.042618000000004,300,1710
2021-05-31 19:52:00.400000,50.041582,50.042999,50.044037,50.042872666666675,300,1710
2021-05-31 19:52:00.420000,50.040846,50.04216,50.042546,50.041850666666676,300,1710
2021-05-31 19:52:00.440000,50.041139,50.041874,50.040768,50.041260333333334,300,1710
2021-05-31 19:52:00.460000,50.041442,50.041693,50.043509,50.042214666666666,300,1710
2021-05-31 19:52:00.480000,50.040792,50.041103,50.042611,50.041502,300,1710
2021-05-31 19:52:00.500000,50.040308,50.040617,50.040611,50.040512,300,1710
2021-05-31 19:52:00.520000,50.040708,50.041094,50.042454,50.041418666666665,300,1710
2021-05-31 19:52:00.540000,50.041398,50.042019,50.0415,50.041638999999996,300,1710
2021-05-31 19:52:00.560000,50.04112,50.042401,50.039732,50.04108433333332,300,1710
2021-05-31 19:52:00.580000,50.040043,50.042167,50.041713,50.04130766666666,300,1710
2021-05-31 19:52:00.600000,50.040007,50.042209,50.04237,50.041528666666665,300,1710
2021-05-31 19:52:00.620000,50.040718,50.042154,50.041084,50.04131866666666,300,1710
2021-05-31 19:52:00.640000,50.040531,50.041205,50.041213,50.040983000000004,300,1710
2021-05-31 19:52:00.660000,50.040175,50.040025,50.039047,50.03974899999999,300,1710
2021-05-31 19:52:00.680000,50.040875,50.039813,50.042768,50.041152000000004,300,1710
2021-05-31 19:52:00.700000,50.041408,50.040387,50.042398,50.04139766666666,300,1710
2021-05-31 19:52:00.720000,50.040782,50.040793,50.039676,50.040417,300,1710
2021-05-31 19:52:00.740000,50.040611,50.040853,50.04088,50.040781333333335,300,1710
2021-05-31 19:52:00.760000,50.041518,50.041518,50.040574,50.041203333333335,300,1710
