Time Stamp,CL_Concepción_UDEC,CL_Curicó_UTALCA,CL_Temuco_UFRO,CIO,Potencia,Inicio
2021-06-26 09:59:30.000000,49.914844,49.915872,49.912295,49.914336999999996,140,2790
2021-06-26 09:59:30.020000,49.914844,49.915872,49.912295,49.914336999999996,140,2790
2021-06-26 09:59:30.040000,49.914735,49.915413,49.913469,49.914539,140,2790
2021-06-26 09:59:30.060000,49.914471,49.915213,49.914079,49.91458766666667,140,2790
2021-06-26 09:59:30.080000,49.914383,49.914802,49.914494,49.91455966666666,140,2790
2021-06-26 09:59:30.100000,49.913808,49.914371,49.913992,49.91405700000001,140,2790
2021-06-26 09:59:30.120000,49.913521,49.913965,49.913687,49.913724333333334,140,2790
2021-06-26 09:59:30.140000,49.914147,49.914113,49.914065,49.91410833333333,140,2790
2021-06-26 09:59:30.160000,49.91472,49.91428,49.913756,49.914252000000005,140,2790
2021-06-26 09:59:30.180000,49.915287,49.914446,49.913885,49.91453933333333,140,2790
2021-06-26 09:59:30.200000,49.915564,49.914683,49.915465,49.91523733333333,140,2790
2021-06-26 09:59:30.220000,49.91497,49.913954,49.915692,49.914872,140,2790
2021-06-26 09:59:30.240000,49.914892,49.913667,49.914201,49.914253333333335,140,2790
2021-06-26 09:59:30.260000,49.915856,49.914564,49.913988,49.914802666666674,140,2790
2021-06-26 09:59:30.280000,49.915785,49.915469,49.915049,49.91543433333334,140,2790
2021-06-26 09:59:30.300000,49.914931,49.915691,49.915282,49.91530133333333,140,2790
2021-06-26 09:59:30.320000,49.914999,49.915895,49.915078,49.915324,140,2790
2021-06-26 09:59:30.340000,49.915529,49.916381,49.914925,49.915611666666656,140,2790
2021-06-26 09:59:30.360000,49.916252,49.916208,49.914962,49.91580733333333,140,2790
2021-06-26 09:59:30.380000,49.917067,49.915615,49.915205,49.91596233333333,140,2790
2021-06-26 09:59:30.400000,49.916616,49.915496,49.915162,49.915758000000004,140,2790
2021-06-26 09:59:30.420000,49.915977,49.91538,49.915933,49.91576333333333,140,2790
2021-06-26 09:59:30.440000,49.916491,49.914707,49.917491,49.91622966666667,140,2790
2021-06-26 09:59:30.460000,49.917223,49.914681,49.91736,49.91642133333334,140,2790
2021-06-26 09:59:30.480000,49.916749,49.916331,49.915589,49.916223,140,2790
2021-06-26 09:59:30.500000,49.916259,49.918042,49.915245,49.91651533333334,140,2790
2021-06-26 09:59:30.520000,49.916745,49.918207,49.916791,49.91724766666667,140,2790
2021-06-26 09:59:30.540000,49.916362,49.917149,49.918181,49.91723066666666,140,2790
