Time Stamp,CL_Curicó_UTALCA,CL_Santiago_USACH,CL_Santiago_UTEM,CIO,Potencia,Inicio
2021-12-29 21:52:40.000000,50.132306,50.134152,50.132012,50.132823333333334,110,2820
2021-12-29 21:52:40.020000,50.132306,50.134152,50.132012,50.132823333333334,110,2820
2021-12-29 21:52:40.040000,50.133061,50.135009,50.131908,50.133326000000004,110,2820
2021-12-29 21:52:40.060000,50.133191,50.130009,50.132177,50.13179233333333,110,2820
2021-12-29 21:52:40.080000,50.133032,50.128886,50.132025,50.131314333333336,110,2820
2021-12-29 21:52:40.100000,50.133232,50.131389,50.13179,50.132137,110,2820
2021-12-29 21:52:40.120000,50.133325,50.132461,50.132433,50.13273966666666,110,2820
2021-12-29 21:52:40.140000,50.132974,50.13336,50.132597,50.132977000000004,110,2820
2021-12-29 21:52:40.160000,50.131791,50.131229,50.132004,50.13167466666667,110,2820
2021-12-29 21:52:40.180000,50.13065,50.134307,50.132027,50.132328,110,2820
2021-12-29 21:52:40.200000,50.130218,50.131106,50.13187,50.13106466666667,110,2820
2021-12-29 21:52:40.220000,50.130277,50.131831,50.131266,50.131124666666665,110,2820
2021-12-29 21:52:40.240000,50.130411,50.13166,50.131512,50.131194333333326,110,2820
2021-12-29 21:52:40.260000,50.131167,50.13403,50.131945,50.13238066666667,110,2820
2021-12-29 21:52:40.280000,50.132167,50.131231,50.131663,50.131687,110,2820
2021-12-29 21:52:40.300000,50.132069,50.131117,50.131834,50.13167333333333,110,2820
2021-12-29 21:52:40.320000,50.131527,50.130405,50.132193,50.131375,110,2820
2021-12-29 21:52:40.340000,50.131157,50.131962,50.13205,50.131723,110,2820
2021-12-29 21:52:40.360000,50.130556,50.131962,50.131926,50.13148133333333,110,2820
2021-12-29 21:52:40.380000,50.130127,50.131962,50.13177,50.13128633333334,110,2820
2021-12-29 21:52:40.400000,50.130306,50.131962,50.131729,50.13133233333334,110,2820
2021-12-29 21:52:40.420000,50.130903,50.132893,50.132191,50.131995666666676,110,2820
2021-12-29 21:52:40.440000,50.131491,50.130317,50.131851,50.131219666666674,110,2820
2021-12-29 21:52:40.460000,50.131723,50.132742,50.13145,50.131971666666665,110,2820
2021-12-29 21:52:40.480000,50.131594,50.134621,50.131616,50.13261033333333,110,2820
2021-12-29 21:52:40.500000,50.131307,50.128746,50.131329,50.130460666666664,110,2820
2021-12-29 21:52:40.520000,50.131087,50.129273,50.131135,50.13049833333333,110,2820
2021-12-29 21:52:40.540000,50.130859,50.130273,50.131964,50.131032000000005,110,2820
2021-12-29 21:52:40.560000,50.130388,50.134592,50.131879,50.13228633333333,110,2820
2021-12-29 21:52:40.580000,50.130491,50.129875,50.131095,50.130486999999995,110,2820
2021-12-29 21:52:40.600000,50.13165,50.131643,50.131314,50.13153566666667,110,2820
2021-12-29 21:52:40.620000,50.13265,50.132644,50.131345,50.132213,110,2820
2021-12-29 21:52:40.640000,50.13255,50.133746,50.130961,50.132419000000006,110,2820
2021-12-29 21:52:40.660000,50.132024,50.129176,50.131024,50.13074133333333,110,2820
2021-12-29 21:52:40.680000,50.131795,50.130426,50.130859,50.13102666666666,110,2820
2021-12-29 21:52:40.700000,50.131534,50.129032,50.130901,50.130489000000004,110,2820
2021-12-29 21:52:40.720000,50.131207,50.12969,50.131273,50.13072333333333,110,2820
2021-12-29 21:52:40.740000,50.131371,50.116583,50.130939,50.126297666666666,110,2820
2021-12-29 21:52:40.760000,50.132054,50.128815,50.131223,50.13069733333333,110,2820
2021-12-29 21:52:40.780000,50.131683,50.131444,50.131906,50.13167766666667,110,2820
2021-12-29 21:52:40.800000,50.130881,50.148435,50.131902,50.13707266666666,110,2820
2021-12-29 21:52:40.820000,50.131246,50.137833,50.132166,50.13374833333334,110,2820
2021-12-29 21:52:40.840000,50.132213,50.128852,50.132411,50.131158666666664,110,2820
2021-12-29 21:52:40.860000,50.132048,50.130425,50.131911,50.131461333333334,110,2820
2021-12-29 21:52:40.880000,50.130959,50.135676,50.132028,50.13288766666667,110,2820
2021-12-29 21:52:40.900000,50.130565,50.131527,50.132886,50.131659333333324,110,2820
2021-12-29 21:52:40.920000,50.131482,50.132547,50.132933,50.132320666666665,110,2820
2021-12-29 21:52:40.940000,50.132724,50.130111,50.132805,50.131879999999995,110,2820
2021-12-29 21:52:40.960000,50.133688,50.132194,50.132617,50.132833000000005,110,2820
