Time Stamp,CL_Concepción_UDEC,CL_Santiago_USACH,CL_Temuco_UFRO,CIO,Potencia,Inicio
2021-08-10 10:44:30.000000,49.962578,49.965241,49.968275,49.965364666666666,91,2520
2021-08-10 10:44:30.020000,49.962578,49.965241,49.968275,49.965364666666666,91,2520
2021-08-10 10:44:30.040000,49.964389,49.964324,49.968095,49.96560266666666,91,2520
2021-08-10 10:44:30.060000,49.964648,49.965139,49.965588,49.965125,91,2520
2021-08-10 10:44:30.080000,49.965607,49.965796,49.963566,49.96498966666667,91,2520
2021-08-10 10:44:30.100000,49.966389,49.961982,49.962924,49.963765,91,2520
2021-08-10 10:44:30.120000,49.965612,49.962648,49.964066,49.96410866666667,91,2520
2021-08-10 10:44:30.140000,49.964986,49.968222,49.966116,49.966441333333336,91,2520
2021-08-10 10:44:30.160000,49.965518,49.967343,49.966913,49.966591333333334,91,2520
2021-08-10 10:44:30.180000,49.96599,49.964371,49.965332,49.965230999999996,91,2520
2021-08-10 10:44:30.200000,49.965615,49.961991,49.963414,49.96367333333333,91,2520
2021-08-10 10:44:30.220000,49.965532,49.966269,49.96359,49.96513033333334,91,2520
2021-08-10 10:44:30.240000,49.966088,49.968472,49.96501,49.966523333333335,91,2520
2021-08-10 10:44:30.260000,49.966213,49.968037,49.966917,49.967055666666674,91,2520
2021-08-10 10:44:30.280000,49.9663,49.961214,49.968037,49.96518366666667,91,2520
2021-08-10 10:44:30.300000,49.966662,49.95612,49.966699,49.96316033333333,91,2520
2021-08-10 10:44:30.320000,49.966204,49.970713,49.965005,49.96730733333333,91,2520
2021-08-10 10:44:30.340000,49.964972,49.967694,49.965078,49.96591466666667,91,2520
2021-08-10 10:44:30.360000,49.965014,49.965945,49.966684,49.965881,91,2520
2021-08-10 10:44:30.380000,49.966241,49.967769,49.968121,49.967377,91,2520
2021-08-10 10:44:30.400000,49.966597,49.966065,49.968083,49.966915,91,2520
2021-08-10 10:44:30.420000,49.966463,49.966806,49.967037,49.96676866666667,91,2520
2021-08-10 10:44:30.440000,49.96593,49.964935,49.965268,49.96537766666666,91,2520
2021-08-10 10:44:30.460000,49.96538,49.966769,49.964004,49.96538433333334,91,2520
2021-08-10 10:44:30.480000,49.966204,49.969408,49.965576,49.96706266666666,91,2520
2021-08-10 10:44:30.500000,49.967825,49.96562,49.968081,49.96717533333333,91,2520
2021-08-10 10:44:30.520000,49.967787,49.962917,49.968342,49.96634866666667,91,2520
2021-08-10 10:44:30.540000,49.966259,49.967167,49.966487,49.966637666666664,91,2520
2021-08-10 10:44:30.560000,49.965712,49.965453,49.965316,49.96549366666667,91,2520
2021-08-10 10:44:30.580000,49.967829,49.965306,49.965471,49.966202,91,2520
2021-08-10 10:44:30.600000,49.970811,49.964037,49.966249,49.96703233333333,91,2520
