Time Stamp,CL_Concepción_UDEC,CL_Copiapó_UDA,CL_Santiago_USACH,CL_Santiago_UTEM,CIO,Potencia,Inicio
2022-04-06 06:04:40.000000,49.92125,49.921685,49.925542,49.921478,49.92248875,275,3555
2022-04-06 06:04:40.020000,49.92125,49.921685,49.925542,49.921478,49.92248875,275,3555
2022-04-06 06:04:40.040000,49.920467,49.920982,49.915,49.919168,49.91890425,275,3555
2022-04-06 06:04:40.060000,49.920881,49.923515,49.915,49.922664,49.920515,275,3555
2022-04-06 06:04:40.080000,49.9219,49.923616,49.915,49.925789,49.92157625,275,3555
2022-04-06 06:04:40.100000,49.921273,49.920829,49.915,49.923222,49.920081,275,3555
2022-04-06 06:04:40.120000,49.919961,49.91944,49.921667,49.919406,49.92011850000001,275,3555
2022-04-06 06:04:40.140000,49.919666,49.91931,49.916833,49.919054,49.918715750000004,275,3555
2022-04-06 06:04:40.160000,49.920203,49.919069,49.919856,49.920864,49.919998,275,3555
2022-04-06 06:04:40.180000,49.919579,49.91819,49.920958,49.91997,49.91967425000001,275,3555
2022-04-06 06:04:40.200000,49.918296,49.918204,49.914463,49.918084,49.91726175,275,3555
2022-04-06 06:04:40.220000,49.918369,49.919301,49.920958,49.918774,49.91935049999999,275,3555
2022-04-06 06:04:40.240000,49.919153,49.919421,49.918324,49.919839,49.919184249999994,275,3555
2022-04-06 06:04:40.260000,49.919426,49.919551,49.918324,49.92071,49.91950274999999,275,3555
2022-04-06 06:04:40.280000,49.91943,49.920084,49.918324,49.920941,49.91969475,275,3555
2022-04-06 06:04:40.300000,49.919384,49.920027,49.918324,49.920928,49.91966575,275,3555
2022-04-06 06:04:40.320000,49.918893,49.918723,49.921397,49.919569,49.919645499999994,275,3555
2022-04-06 06:04:40.340000,49.917458,49.91706,49.918762,49.91614,49.917355,275,3555
2022-04-06 06:04:40.360000,49.917008,49.917296,49.911523,49.915722,49.91538725000001,275,3555
2022-04-06 06:04:40.380000,49.917796,49.917796,49.920664,49.91827,49.918631500000004,275,3555
2022-04-06 06:04:40.400000,49.918585,49.916949,49.92087,49.919182,49.9188965,275,3555
2022-04-06 06:04:40.420000,49.918702,49.916467,49.918173,49.917478,49.917705,275,3555
2022-04-06 06:04:40.440000,49.91798,49.917198,49.910136,49.915963,49.91531925,275,3555
2022-04-06 06:04:40.460000,49.917276,49.918732,49.910136,49.917175,49.91582975,275,3555
2022-04-06 06:04:40.480000,49.917203,49.919042,49.910136,49.91858,49.916240249999994,275,3555
2022-04-06 06:04:40.500000,49.917574,49.91869,49.910136,49.918263,49.91616575,275,3555
2022-04-06 06:04:40.520000,49.917163,49.917504,49.918201,49.91627,49.9172845,275,3555
2022-04-06 06:04:40.540000,49.916231,49.915227,49.911382,49.914459,49.91432475,275,3555
2022-04-06 06:04:40.560000,49.91656,49.915158,49.913776,49.915301,49.91519875,275,3555
2022-04-06 06:04:40.580000,49.917231,49.916917,49.920427,49.917716,49.91807274999999,275,3555
2022-04-06 06:04:40.600000,49.917103,49.916606,49.917744,49.918808,49.917565249999996,275,3555
2022-04-06 06:04:40.620000,49.916632,49.914744,49.91779,49.916289,49.91636375,275,3555
2022-04-06 06:04:40.640000,49.916411,49.915724,49.91013,49.913779,49.914011,275,3555
2022-04-06 06:04:40.660000,49.916507,49.918385,49.91013,49.914586,49.914902,275,3555
2022-04-06 06:04:40.680000,49.916476,49.917779,49.91013,49.915729,49.915028500000005,275,3555
2022-04-06 06:04:40.700000,49.916524,49.916798,49.91013,49.916789,49.91506025,275,3555
2022-04-06 06:04:40.720000,49.916169,49.916422,49.920833,49.915336,49.91719,275,3555
2022-04-06 06:04:40.740000,49.914743,49.914286,49.908897,49.911255,49.91229525,275,3555
2022-04-06 06:04:40.760000,49.914431,49.914645,49.910532,49.913028,49.913159,275,3555
2022-04-06 06:04:40.780000,49.915596,49.916045,49.91971,49.916753,49.917026,275,3555
2022-04-06 06:04:40.800000,49.915504,49.915545,49.914331,49.915857,49.91530925000001,275,3555
2022-04-06 06:04:40.820000,49.915948,49.91553,49.913044,49.916623,49.91528625000001,275,3555
2022-04-06 06:04:40.840000,49.917017,49.915351,49.921831,49.91809,49.91807225,275,3555
2022-04-06 06:04:40.860000,49.915965,49.914534,49.921831,49.91472,49.916762500000004,275,3555
2022-04-06 06:04:40.880000,49.913933,49.914565,49.921831,49.910613,49.915235499999994,275,3555
2022-04-06 06:04:40.900000,49.913847,49.916004,49.921831,49.911534,49.915803999999994,275,3555
2022-04-06 06:04:40.920000,49.915002,49.917796,49.912911,49.916644,49.91558825,275,3555
2022-04-06 06:04:40.940000,49.914817,49.917001,49.919986,49.917568,49.917343,275,3555
2022-04-06 06:04:40.960000,49.913785,49.914473,49.912356,49.913031,49.913411249999996,275,3555
2022-04-06 06:04:40.980000,49.913592,49.913097,49.908769,49.911194,49.911663,275,3555
2022-04-06 06:04:41.000000,49.914362,49.912954,49.914305,49.913701,49.9138305,275,3555
2022-04-06 06:04:41.020000,49.915012,49.913596,49.916663,49.915837,49.915277,275,3555
2022-04-06 06:04:41.040000,49.914323,49.913779,49.918333,49.914647,49.9152705,275,3555
2022-04-06 06:04:41.060000,49.913051,49.913591,49.918333,49.913342,49.914579249999996,275,3555
2022-04-06 06:04:41.080000,49.913547,49.914985,49.918333,49.914933,49.915449499999994,275,3555
2022-04-06 06:04:41.100000,49.91469,49.91654,49.918333,49.91624,49.916450749999996,275,3555
2022-04-06 06:04:41.120000,49.915229,49.916052,49.917491,49.915491,49.916065749999994,275,3555
2022-04-06 06:04:41.140000,49.915759,49.914511,49.914865,49.914614,49.91493725,275,3555
2022-04-06 06:04:41.160000,49.914855,49.913643,49.912782,49.912989,49.91356725,275,3555
2022-04-06 06:04:41.180000,49.913078,49.914575,49.907635,49.912518,49.9119515,275,3555
2022-04-06 06:04:41.200000,49.912784,49.915112,49.918333,49.914872,49.91527525,275,3555
2022-04-06 06:04:41.220000,49.913305,49.91391,49.913866,49.914945,49.9140065,275,3555
2022-04-06 06:04:41.240000,49.913478,49.913465,49.91212,49.913187,49.913062499999995,275,3555
2022-04-06 06:04:41.260000,49.913397,49.914066,49.91212,49.913024,49.91315175,275,3555
2022-04-06 06:04:41.280000,49.913225,49.913856,49.91212,49.913859,49.913264999999996,275,3555
2022-04-06 06:04:41.300000,49.91389,49.914356,49.91212,49.915456,49.9139555,275,3555
2022-04-06 06:04:41.320000,49.914722,49.915796,49.917732,49.916203,49.916113249999995,275,3555
2022-04-06 06:04:41.340000,49.914125,49.914773,49.918519,49.913858,49.91531875,275,3555
2022-04-06 06:04:41.360000,49.913236,49.912088,49.909157,49.911958,49.91160975,275,3555
2022-04-06 06:04:41.380000,49.913529,49.912458,49.912333,49.913776,49.91302399999999,275,3555
2022-04-06 06:04:41.400000,49.913616,49.91388,49.919925,49.915429,49.9157125,275,3555
2022-04-06 06:04:41.420000,49.912506,49.912584,49.913954,49.913042,49.9130215,275,3555
2022-04-06 06:04:41.440000,49.912336,49.911597,49.909768,49.911393,49.9112735,275,3555
2022-04-06 06:04:41.460000,49.913518,49.912713,49.909768,49.913438,49.912359249999994,275,3555
2022-04-06 06:04:41.480000,49.914317,49.91362,49.909768,49.914923,49.913157,275,3555
2022-04-06 06:04:41.500000,49.913568,49.913324,49.909768,49.913912,49.912643,275,3555
2022-04-06 06:04:41.520000,49.913046,49.913598,49.912519,49.913051,49.913053500000004,275,3555
2022-04-06 06:04:41.540000,49.913023,49.91437,49.910379,49.912777,49.91263725,275,3555
2022-04-06 06:04:41.560000,49.912695,49.913922,49.912481,49.912542,49.912910000000004,275,3555
2022-04-06 06:04:41.580000,49.912446,49.913111,49.913473,49.91309,49.913030000000006,275,3555
2022-04-06 06:04:41.600000,49.91299,49.91281,49.912417,49.913607,49.912955999999994,275,3555
2022-04-06 06:04:41.620000,49.913365,49.912935,49.912074,49.913116,49.9128725,275,3555
2022-04-06 06:04:41.640000,49.912496,49.913037,49.913481,49.912807,49.912955249999996,275,3555
2022-04-06 06:04:41.660000,49.911954,49.912704,49.913481,49.914475,49.9131535,275,3555
2022-04-06 06:04:41.680000,49.913005,49.911815,49.913481,49.915902,49.91355075,275,3555
2022-04-06 06:04:41.700000,49.913111,49.910652,49.913481,49.913289,49.91263325,275,3555
2022-04-06 06:04:41.720000,49.912602,49.910949,49.905704,49.911151,49.9101015,275,3555
2022-04-06 06:04:41.740000,49.912555,49.91232,49.916648,49.912634,49.91353925,275,3555
2022-04-06 06:04:41.760000,49.912329,49.912851,49.911935,49.91352,49.912658750000006,275,3555
2022-04-06 06:04:41.780000,49.912886,49.913176,49.915565,49.913346,49.913743249999996,275,3555
2022-04-06 06:04:41.800000,49.913534,49.91275,49.9135,49.91391,49.91342349999999,275,3555
