Time Stamp,CL_Concepción_UDEC,CL_Copiapó_UDA,CL_Santiago_USACH,CL_Santiago_UTEM,CIO,Potencia,Inicio
2022-04-07 12:31:00.000000,50.003883,50.0028,50.005861,50.0037,50.00406100000001,90,2160
2022-04-07 12:31:00.020000,50.003883,50.0028,50.005861,50.0037,50.00406100000001,90,2160
2022-04-07 12:31:00.040000,50.005483,50.003105,50.000546,50.00409,50.003306,90,2160
2022-04-07 12:31:00.060000,50.005133,50.004075,50.000546,50.003657,50.00335275,90,2160
2022-04-07 12:31:00.080000,50.003567,50.002951,50.000546,50.003815,50.002719750000004,90,2160
2022-04-07 12:31:00.100000,50.00512,50.001819,50.000546,50.006462,50.00348674999999,90,2160
2022-04-07 12:31:00.120000,50.008112,50.004208,50.006639,50.007528,50.00662175,90,2160
2022-04-07 12:31:00.140000,50.00814,50.006312,50.008954,50.006339,50.007436250000005,90,2160
2022-04-07 12:31:00.160000,50.006878,50.005666,50.005,50.006737,50.00607024999999,90,2160
2022-04-07 12:31:00.180000,50.006639,50.005443,50.004731,50.007212,50.00600625,90,2160
2022-04-07 12:31:00.200000,50.005796,50.006206,50.006352,50.006191,50.00613625,90,2160
2022-04-07 12:31:00.220000,50.003492,50.006893,50.012102,50.006223,50.007177500000004,90,2160
2022-04-07 12:31:00.240000,50.003199,50.007847,50.012352,50.007086,50.007621,90,2160
2022-04-07 12:31:00.260000,50.005213,50.007543,50.012352,50.00603,50.0077845,90,2160
2022-04-07 12:31:00.280000,50.00607,50.005255,50.012352,50.003487,50.006791,90,2160
2022-04-07 12:31:00.300000,50.006834,50.004084,50.012352,50.005095,50.00709125,90,2160
2022-04-07 12:31:00.320000,50.007833,50.005761,50.014879,50.009384,50.00946424999999,90,2160
2022-04-07 12:31:00.340000,50.008047,50.008138,50.016602,50.010334,50.01078025,90,2160
2022-04-07 12:31:00.360000,50.007556,50.009008,50.009768,50.009207,50.00888475,90,2160
2022-04-07 12:31:00.380000,50.007622,50.008046,50.005926,50.007962,50.007388999999996,90,2160
2022-04-07 12:31:00.400000,50.008237,50.00703,50.003093,50.007045,50.00635125,90,2160
2022-04-07 12:31:00.420000,50.008212,50.006788,50.000315,50.006677,50.005497999999996,90,2160
2022-04-07 12:31:00.440000,50.008665,50.005993,50.027343,50.007577,50.0123945,90,2160
2022-04-07 12:31:00.460000,50.009913,50.006106,50.027343,50.009137,50.01312475,90,2160
2022-04-07 12:31:00.480000,50.009729,50.007632,50.027343,50.010067,50.01369275,90,2160
2022-04-07 12:31:00.500000,50.008928,50.008577,50.027343,50.010409,50.01381425,90,2160
2022-04-07 12:31:00.520000,50.008765,50.009496,49.999972,50.010422,50.007163750000004,90,2160
2022-04-07 12:31:00.540000,50.009058,50.010596,50.013343,50.009832,50.010707249999996,90,2160
2022-04-07 12:31:00.560000,50.009123,50.010344,50.008287,50.008813,50.009141750000005,90,2160
2022-04-07 12:31:00.580000,50.009415,50.008972,50.023666,50.008391,50.01261099999999,90,2160
2022-04-07 12:31:00.600000,50.010448,50.007158,50.010361,50.009225,50.009298,90,2160
2022-04-07 12:31:00.620000,50.010329,50.006217,49.996288,50.009864,50.0056745,90,2160
2022-04-07 12:31:00.640000,50.008429,50.008185,50.003084,50.009738,50.007359,90,2160
2022-04-07 12:31:00.660000,50.008446,50.011944,50.003084,50.010557,50.00850775,90,2160
2022-04-07 12:31:00.680000,50.009678,50.013381,50.003084,50.010649,50.009198,90,2160
2022-04-07 12:31:00.700000,50.009472,50.011747,50.003084,50.009441,50.008436,90,2160
2022-04-07 12:31:00.720000,50.00962,50.010324,50.002639,50.009891,50.0081185,90,2160
2022-04-07 12:31:00.740000,50.011966,50.010896,50.012824,50.011358,50.011761,90,2160
2022-04-07 12:31:00.760000,50.014635,50.011768,50.012444,50.012286,50.01278325,90,2160
2022-04-07 12:31:00.780000,50.014325,50.011923,50.003398,50.012995,50.01066025,90,2160
2022-04-07 12:31:00.800000,50.011596,50.012283,50.015936,50.012328,50.01303575,90,2160
2022-04-07 12:31:00.820000,50.009712,50.011787,50.015009,50.010939,50.01186175,90,2160
2022-04-07 12:31:00.840000,50.010124,50.011668,50.018861,50.010409,50.01276550000001,90,2160
2022-04-07 12:31:00.860000,50.012073,50.013853,50.018861,50.011358,50.01403625,90,2160
2022-04-07 12:31:00.880000,50.012871,50.015701,50.018861,50.012737,50.01504250000001,90,2160
2022-04-07 12:31:00.900000,50.012877,50.015217,50.018861,50.012708,50.01491575000001,90,2160
2022-04-07 12:31:00.920000,50.012856,50.013401,50.014028,50.012956,50.01331025,90,2160
2022-04-07 12:31:00.940000,50.012639,50.011466,50.010916,50.014883,50.012476,90,2160
2022-04-07 12:31:00.960000,50.012955,50.010535,50.017787,50.015347,50.01415599999999,90,2160
2022-04-07 12:31:00.980000,50.013434,50.012235,50.014074,50.013344,50.013271749999994,90,2160
2022-04-07 12:31:01.000000,50.014041,50.016,50.022592,50.011809,50.0161105,90,2160
2022-04-07 12:31:01.020000,50.013632,50.017984,50.003963,50.011996,50.01189375,90,2160
2022-04-07 12:31:01.040000,50.011155,50.015973,50.007482,50.012912,50.011880500000004,90,2160
2022-04-07 12:31:01.060000,50.009748,50.013837,50.007482,50.013153,50.011055,90,2160
2022-04-07 12:31:01.080000,50.01211,50.01424,50.007482,50.013199,50.01175775,90,2160
2022-04-07 12:31:01.100000,50.014596,50.01474,50.007482,50.014997,50.01295375,90,2160
2022-04-07 12:31:01.120000,50.014153,50.014446,50.01287,50.016425,50.0144735,90,2160
2022-04-07 12:31:01.140000,50.01335,50.014947,50.009019,50.015843,50.01328975,90,2160
2022-04-07 12:31:01.160000,50.01421,50.016524,50.01975,50.014826,50.016327499999996,90,2160
2022-04-07 12:31:01.180000,50.015361,50.017628,50.00363,50.01458,50.01279975,90,2160
2022-04-07 12:31:01.200000,50.016014,50.018042,50.02412,50.015227,50.01835075,90,2160
2022-04-07 12:31:01.220000,50.016218,50.017505,50.014593,50.016015,50.01608275,90,2160
2022-04-07 12:31:01.240000,50.015791,50.016052,50.017814,50.016284,50.01648525,90,2160
2022-04-07 12:31:01.260000,50.015578,50.015318,50.017814,50.016507,50.01630425,90,2160
2022-04-07 12:31:01.280000,50.016104,50.016073,50.017814,50.016989,50.01674499999999,90,2160
2022-04-07 12:31:01.300000,50.01677,50.017227,50.017814,50.017708,50.017379749999996,90,2160
2022-04-07 12:31:01.320000,50.017411,50.016839,50.022889,50.017373,50.018628,90,2160
2022-04-07 12:31:01.340000,50.018267,50.016463,50.021768,50.016938,50.018359000000004,90,2160
2022-04-07 12:31:01.360000,50.019077,50.018269,50.032398,50.01811,50.021963500000005,90,2160
2022-04-07 12:31:01.380000,50.018957,50.020023,50.020814,50.018899,50.019673250000004,90,2160
2022-04-07 12:31:01.400000,50.017649,50.020448,50.022287,50.018177,50.01964025,90,2160
2022-04-07 12:31:01.420000,50.016671,50.019815,50.017352,50.017906,50.017936,90,2160
2022-04-07 12:31:01.440000,50.017342,50.018312,50.016361,50.01784,50.01746375,90,2160
2022-04-07 12:31:01.460000,50.018528,50.01862,50.016361,50.018123,50.017908000000006,90,2160
2022-04-07 12:31:01.480000,50.019091,50.019674,50.016361,50.019344,50.018617500000005,90,2160
2022-04-07 12:31:01.500000,50.019237,50.019409,50.016361,50.020224,50.01880774999999,90,2160
2022-04-07 12:31:01.520000,50.020143,50.020451,50.022491,50.020217,50.0208255,90,2160
2022-04-07 12:31:01.540000,50.020523,50.021528,50.010981,50.020089,50.018280250000004,90,2160
2022-04-07 12:31:01.560000,50.020753,50.021382,50.025361,50.020942,50.0221095,90,2160
2022-04-07 12:31:01.580000,50.023298,50.021404,50.029324,50.021505,50.02388275,90,2160
2022-04-07 12:31:01.600000,50.024614,50.021033,50.019315,50.020014,50.021244,90,2160
2022-04-07 12:31:01.620000,50.022187,50.019988,50.013481,50.019355,50.01875275,90,2160
