Time Stamp,CL_Concepción_UDEC,CL_Curicó_UTALCA,CIO,Potencia,Inicio
2022-03-24 06:32:50.000000,50.076209,50.077032,50.076620500000004,267,2835
2022-03-24 06:32:50.020000,50.076209,50.077032,50.076620500000004,267,2835
2022-03-24 06:32:50.040000,50.077874,50.077772,50.077823,267,2835
2022-03-24 06:32:50.060000,50.079356,50.078329,50.07884249999999,267,2835
2022-03-24 06:32:50.080000,50.079726,50.078366,50.079046000000005,267,2835
2022-03-24 06:32:50.100000,50.079161,50.078449,50.078805,267,2835
2022-03-24 06:32:50.120000,50.078186,50.078724,50.078455000000005,267,2835
2022-03-24 06:32:50.140000,50.077593,50.078852,50.078222499999995,267,2835
2022-03-24 06:32:50.160000,50.077606,50.078474,50.07804,267,2835
2022-03-24 06:32:50.180000,50.078658,50.078391,50.0785245,267,2835
2022-03-24 06:32:50.200000,50.079968,50.079223,50.079595499999996,267,2835
2022-03-24 06:32:50.220000,50.080148,50.079968,50.080058,267,2835
2022-03-24 06:32:50.240000,50.079796,50.079544,50.07967,267,2835
2022-03-24 06:32:50.260000,50.080023,50.079087,50.079555,267,2835
2022-03-24 06:32:50.280000,50.079306,50.079326,50.079316000000006,267,2835
2022-03-24 06:32:50.300000,50.078454,50.079599,50.0790265,267,2835
2022-03-24 06:32:50.320000,50.079598,50.079654,50.079626,267,2835
2022-03-24 06:32:50.340000,50.081097,50.079754,50.080425500000004,267,2835
2022-03-24 06:32:50.360000,50.081319,50.07962,50.0804695,267,2835
2022-03-24 06:32:50.380000,50.080939,50.079796,50.0803675,267,2835
2022-03-24 06:32:50.400000,50.080545,50.080205,50.080375000000004,267,2835
2022-03-24 06:32:50.420000,50.079843,50.080176,50.0800095,267,2835
2022-03-24 06:32:50.440000,50.079589,50.079429,50.079509,267,2835
2022-03-24 06:32:50.460000,50.080116,50.07884,50.079477999999995,267,2835
2022-03-24 06:32:50.480000,50.080458,50.078804,50.079631,267,2835
2022-03-24 06:32:50.500000,50.080167,50.079128,50.0796475,267,2835
2022-03-24 06:32:50.520000,50.079954,50.079806,50.07988,267,2835
2022-03-24 06:32:50.540000,50.080134,50.080247,50.0801905,267,2835
2022-03-24 06:32:50.560000,50.080602,50.080246,50.080424,267,2835
2022-03-24 06:32:50.580000,50.079782,50.079981,50.0798815,267,2835
2022-03-24 06:32:50.600000,50.078139,50.079582,50.078860500000005,267,2835
2022-03-24 06:32:50.620000,50.07825,50.078989,50.0786195,267,2835
2022-03-24 06:32:50.640000,50.079629,50.07872,50.07917449999999,267,2835
2022-03-24 06:32:50.660000,50.080186,50.079037,50.0796115,267,2835
2022-03-24 06:32:50.680000,50.080074,50.079505,50.079789500000004,267,2835
2022-03-24 06:32:50.700000,50.080116,50.07957,50.079843,267,2835
2022-03-24 06:32:50.720000,50.079977,50.079366,50.0796715,267,2835
2022-03-24 06:32:50.740000,50.079074,50.079426,50.07925,267,2835
2022-03-24 06:32:50.760000,50.078639,50.079514,50.0790765,267,2835
2022-03-24 06:32:50.780000,50.079305,50.079538,50.079421499999995,267,2835
2022-03-24 06:32:50.800000,50.079703,50.079498,50.0796005,267,2835
2022-03-24 06:32:50.820000,50.079514,50.079651,50.0795825,267,2835
2022-03-24 06:32:50.840000,50.079388,50.079825,50.0796065,267,2835
2022-03-24 06:32:50.860000,50.079574,50.080035,50.0798045,267,2835
2022-03-24 06:32:50.880000,50.079287,50.080244,50.0797655,267,2835
2022-03-24 06:32:50.900000,50.078112,50.080286,50.079199,267,2835
2022-03-24 06:32:50.920000,50.077542,50.080509,50.0790255,267,2835
2022-03-24 06:32:50.940000,50.078916,50.080811,50.0798635,267,2835
2022-03-24 06:32:50.960000,50.080078,50.080825,50.080451499999995,267,2835
2022-03-24 06:32:50.980000,50.079597,50.080571,50.080084,267,2835
2022-03-24 06:32:51.000000,50.07925,50.080139,50.0796945,267,2835
2022-03-24 06:32:51.020000,50.079991,50.079768,50.079879500000004,267,2835
