Time Stamp,CL_Concepción_UDEC,CL_Copiapó_UDA,CL_Curicó_UTALCA,CL_Santiago_UTEM,CIO,Potencia,Inicio
2022-03-29 03:40:00.000000,49.841705,49.838532,49.840303,49.841031,49.84039275000001,229,1515
2022-03-29 03:40:00.020000,49.841705,49.838532,49.840303,49.841031,49.84039275000001,229,1515
2022-03-29 03:40:00.040000,49.84238,49.838249,49.840492,49.841316,49.84060925,229,1515
2022-03-29 03:40:00.060000,49.841264,49.837463,49.839326,49.838014,49.83901675,229,1515
2022-03-29 03:40:00.080000,49.841226,49.840232,49.839872,49.839212,49.840135499999995,229,1515
2022-03-29 03:40:00.100000,49.84188,49.841996,49.841114,49.841968,49.8417395,229,1515
2022-03-29 03:40:00.120000,49.841016,49.841078,49.840773,49.840994,49.84096525,229,1515
2022-03-29 03:40:00.140000,49.840135,49.841109,49.839955,49.838862,49.84001525,229,1515
2022-03-29 03:40:00.160000,49.840966,49.841545,49.840117,49.839093,49.84043025,229,1515
2022-03-29 03:40:00.180000,49.841008,49.83981,49.840607,49.840623,49.840512,229,1515
2022-03-29 03:40:00.200000,49.839996,49.837759,49.840762,49.84064,49.839789249999995,229,1515
2022-03-29 03:40:00.220000,49.839802,49.838421,49.840651,49.839606,49.839620000000004,229,1515
2022-03-29 03:40:00.240000,49.839851,49.84057,49.841271,49.840639,49.84058275,229,1515
2022-03-29 03:40:00.260000,49.840846,49.841283,49.841848,49.8428,49.84169425,229,1515
2022-03-29 03:40:00.280000,49.841033,49.840515,49.841161,49.841985,49.841173500000004,229,1515
2022-03-29 03:40:00.300000,49.839533,49.8405,49.839827,49.839327,49.83979675,229,1515
2022-03-29 03:40:00.320000,49.839448,49.84101,49.839483,49.839237,49.839794499999996,229,1515
2022-03-29 03:40:00.340000,49.840915,49.841589,49.839741,49.840426,49.84066775,229,1515
2022-03-29 03:40:00.360000,49.841547,49.841837,49.839682,49.840599,49.84091625,229,1515
2022-03-29 03:40:00.380000,49.840454,49.84087,49.839408,49.839642,49.8400935,229,1515
2022-03-29 03:40:00.400000,49.839713,49.839519,49.839998,49.840333,49.83989075000001,229,1515
2022-03-29 03:40:00.420000,49.840113,49.838835,49.840708,49.841371,49.84025675,229,1515
2022-03-29 03:40:00.440000,49.840025,49.839155,49.840387,49.840176,49.839935749999995,229,1515
2022-03-29 03:40:00.460000,49.839792,49.840603,49.840269,49.840028,49.840173,229,1515
2022-03-29 03:40:00.480000,49.8405,49.841177,49.840921,49.841792,49.841097500000004,229,1515
2022-03-29 03:40:00.500000,49.840167,49.840985,49.840728,49.841372,49.840813000000004,229,1515
2022-03-29 03:40:00.520000,49.839137,49.841639,49.839864,49.839286,49.83998150000001,229,1515
2022-03-29 03:40:00.540000,49.838963,49.842595,49.839474,49.838808,49.83996,229,1515
2022-03-29 03:40:00.560000,49.839681,49.842333,49.839706,49.840283,49.840500750000004,229,1515
2022-03-29 03:40:00.580000,49.840514,49.841304,49.840264,49.841842,49.840981,229,1515
2022-03-29 03:40:00.600000,49.839666,49.840163,49.8401,49.840864,49.84019825,229,1515
2022-03-29 03:40:00.620000,49.838417,49.839143,49.840165,49.839384,49.839277249999995,229,1515
2022-03-29 03:40:00.640000,49.839309,49.840038,49.84134,49.841382,49.840517250000005,229,1515
2022-03-29 03:40:00.660000,49.8411,49.841222,49.841734,49.842861,49.84172925,229,1515
2022-03-29 03:40:00.680000,49.841895,49.841666,49.840818,49.840397,49.841194,229,1515
2022-03-29 03:40:00.700000,49.841811,49.842531,49.840663,49.838934,49.84098475,229,1515
2022-03-29 03:40:00.720000,49.840856,49.84265,49.840733,49.839314,49.84088825,229,1515
2022-03-29 03:40:00.740000,49.84019,49.84254,49.840818,49.8413,49.841212,229,1515
2022-03-29 03:40:00.760000,49.840542,49.842835,49.840908,49.842693,49.841744500000004,229,1515
2022-03-29 03:40:00.780000,49.840142,49.842079,49.840328,49.841371,49.84098,229,1515
2022-03-29 03:40:00.800000,49.840217,49.842,49.840256,49.841107,49.840894999999996,229,1515
2022-03-29 03:40:00.820000,49.842063,49.843009,49.841638,49.843421,49.842532750000004,229,1515
2022-03-29 03:40:00.840000,49.843004,49.842867,49.842677,49.844315,49.84321575,229,1515
2022-03-29 03:40:00.860000,49.841306,49.840912,49.84206,49.841999,49.841569250000006,229,1515
2022-03-29 03:40:00.880000,49.840494,49.840274,49.841582,49.841144,49.8408735,229,1515
2022-03-29 03:40:00.900000,49.842217,49.842259,49.842339,49.843604,49.84260475,229,1515
2022-03-29 03:40:00.920000,49.843181,49.843263,49.843318,49.844329,49.843522750000005,229,1515
2022-03-29 03:40:00.940000,49.842056,49.842362,49.843013,49.841595,49.84225649999999,229,1515
2022-03-29 03:40:00.960000,49.840838,49.842348,49.842407,49.839569,49.8412905,229,1515
2022-03-29 03:40:00.980000,49.841263,49.843848,49.842628,49.84154,49.84231975,229,1515
2022-03-29 03:40:01.000000,49.84207,49.844897,49.843462,49.84409,49.843629750000005,229,1515
2022-03-29 03:40:01.020000,49.8422,49.843667,49.843284,49.842688,49.842959750000006,229,1515
2022-03-29 03:40:01.040000,49.84272,49.842876,49.843301,49.841666,49.84264075,229,1515
2022-03-29 03:40:01.060000,49.844884,49.844421,49.844786,49.844923,49.844753499999996,229,1515
