Time Stamp,CL_Curicó_UTALCA,CL_Santiago_USACH,CL_Santiago_UTEM,CIO,Potencia,Inicio
2022-01-04 16:07:00.000000,50.158336,50.157565,50.155138,50.157013,218,2850
2022-01-04 16:07:00.020000,50.158336,50.157565,50.155138,50.157013,218,2850
2022-01-04 16:07:00.040000,50.158446,50.153166,50.154325,50.155312333333335,218,2850
2022-01-04 16:07:00.060000,50.15829,50.154954,50.155692,50.15631199999999,218,2850
2022-01-04 16:07:00.080000,50.156768,50.154635,50.156052,50.155818333333336,218,2850
2022-01-04 16:07:00.100000,50.155265,50.157764,50.155582,50.15620366666667,218,2850
2022-01-04 16:07:00.120000,50.155038,50.155676,50.155946,50.15555333333333,218,2850
2022-01-04 16:07:00.140000,50.154979,50.157926,50.155976,50.15629366666667,218,2850
2022-01-04 16:07:00.160000,50.154533,50.155592,50.155399,50.155174666666674,218,2850
2022-01-04 16:07:00.180000,50.154988,50.15426,50.154912,50.15472,218,2850
2022-01-04 16:07:00.200000,50.156163,50.153935,50.155281,50.15512633333333,218,2850
2022-01-04 16:07:00.220000,50.156197,50.15487,50.156096,50.155721,218,2850
2022-01-04 16:07:00.240000,50.155172,50.155473,50.15592,50.155521666666665,218,2850
2022-01-04 16:07:00.260000,50.154877,50.154361,50.154146,50.15446133333333,218,2850
2022-01-04 16:07:00.280000,50.154761,50.153861,50.153819,50.154147,218,2850
2022-01-04 16:07:00.300000,50.154856,50.153083,50.156074,50.154671,218,2850
2022-01-04 16:07:00.320000,50.155559,50.157648,50.156953,50.15672000000001,218,2850
2022-01-04 16:07:00.340000,50.155483,50.155917,50.155225,50.155541666666664,218,2850
2022-01-04 16:07:00.360000,50.154338,50.155009,50.154624,50.15465700000001,218,2850
2022-01-04 16:07:00.380000,50.153326,50.152981,50.155666,50.153991,218,2850
2022-01-04 16:07:00.400000,50.153077,50.155195,50.156187,50.15481966666667,218,2850
2022-01-04 16:07:00.420000,50.153779,50.154018,50.15536,50.15438566666666,218,2850
2022-01-04 16:07:00.440000,50.154955,50.155787,50.154519,50.155087,218,2850
2022-01-04 16:07:00.460000,50.155179,50.153519,50.154308,50.154335333333336,218,2850
2022-01-04 16:07:00.480000,50.154846,50.155361,50.154378,50.15486166666667,218,2850
2022-01-04 16:07:00.500000,50.155319,50.159449,50.154096,50.156287999999996,218,2850
2022-01-04 16:07:00.520000,50.156881,50.158319,50.15334,50.156180000000006,218,2850
2022-01-04 16:07:00.540000,50.157494,50.15262,50.153256,50.15445666666667,218,2850
2022-01-04 16:07:00.560000,50.155894,50.151768,50.154406,50.15402266666666,218,2850
2022-01-04 16:07:00.580000,50.154289,50.153361,50.155155,50.154268333333334,218,2850
2022-01-04 16:07:00.600000,50.153954,50.155814,50.155183,50.15498366666666,218,2850
2022-01-04 16:07:00.620000,50.153907,50.153325,50.155458,50.154230000000005,218,2850
2022-01-04 16:07:00.640000,50.154039,50.158472,50.155956,50.15615566666667,218,2850
2022-01-04 16:07:00.660000,50.15415,50.152657,50.155291,50.154032666666666,218,2850
2022-01-04 16:07:00.680000,50.153514,50.152954,50.153749,50.153405666666664,218,2850
2022-01-04 16:07:00.700000,50.15341,50.151185,50.15349,50.152695,218,2850
2022-01-04 16:07:00.720000,50.154606,50.155583,50.154993,50.155060666666664,218,2850
2022-01-04 16:07:00.740000,50.155415,50.154148,50.155792,50.15511833333333,218,2850
2022-01-04 16:07:00.760000,50.155345,50.153389,50.154444,50.15439266666666,218,2850
2022-01-04 16:07:00.780000,50.154833,50.154157,50.153306,50.15409866666666,218,2850
2022-01-04 16:07:00.800000,50.154259,50.158972,50.153446,50.155559000000004,218,2850
2022-01-04 16:07:00.820000,50.154037,50.1575,50.154145,50.155227333333336,218,2850
2022-01-04 16:07:00.840000,50.153881,50.152505,50.15436,50.153582,218,2850
2022-01-04 16:07:00.860000,50.153322,50.154171,50.15359,50.153694333333334,218,2850
2022-01-04 16:07:00.880000,50.152725,50.152398,50.153021,50.15271466666667,218,2850
2022-01-04 16:07:00.900000,50.152939,50.154676,50.153605,50.15374,218,2850
2022-01-04 16:07:00.920000,50.154213,50.150602,50.154264,50.15302633333332,218,2850
2022-01-04 16:07:00.940000,50.155441,50.150602,50.154665,50.15356933333334,218,2850
2022-01-04 16:07:00.960000,50.154369,50.150602,50.154238,50.15306966666666,218,2850
2022-01-04 16:07:00.980000,50.152922,50.150602,50.152906,50.152143333333335,218,2850
2022-01-04 16:07:01.000000,50.153328,50.153028,50.152998,50.153118,218,2850
2022-01-04 16:07:01.020000,50.154375,50.156273,50.154023,50.154890333333334,218,2850
2022-01-04 16:07:01.040000,50.154431,50.156273,50.154011,50.15490500000001,218,2850
2022-01-04 16:07:01.060000,50.154147,50.156273,50.154047,50.15482233333333,218,2850
2022-01-04 16:07:01.080000,50.153803,50.156273,50.15455,50.15487533333334,218,2850
2022-01-04 16:07:01.100000,50.153455,50.156273,50.154412,50.15471333333334,218,2850
2022-01-04 16:07:01.120000,50.154132,50.153051,50.15376,50.153647666666664,218,2850
2022-01-04 16:07:01.140000,50.154999,50.153051,50.153788,50.153946,218,2850
2022-01-04 16:07:01.160000,50.154699,50.153051,50.154402,50.15405066666667,218,2850
2022-01-04 16:07:01.180000,50.153442,50.153051,50.154416,50.15363633333333,218,2850
2022-01-04 16:07:01.200000,50.15312,50.041264,50.153221,50.11586833333333,218,2850
2022-01-04 16:07:01.220000,50.153723,50.041264,50.152774,50.11592033333333,218,2850
2022-01-04 16:07:01.240000,50.154146,50.041264,50.155309,50.11690633333333,218,2850
2022-01-04 16:07:01.260000,50.154353,50.041264,50.157241,50.11761933333333,218,2850
2022-01-04 16:07:01.280000,50.154398,50.157354,50.156052,50.15593466666667,218,2850
2022-01-04 16:07:01.300000,50.153933,50.157354,50.154268,50.155184999999996,218,2850
2022-01-04 16:07:01.320000,50.153653,50.157354,50.15393,50.154979,218,2850
2022-01-04 16:07:01.340000,50.154143,50.157354,50.154452,50.15531633333333,218,2850
2022-01-04 16:07:01.360000,50.154372,50.140408,50.154705,50.14982833333334,218,2850
2022-01-04 16:07:01.380000,50.154565,50.140408,50.154593,50.149855333333335,218,2850
2022-01-04 16:07:01.400000,50.154539,50.140408,50.154139,50.14969533333334,218,2850
2022-01-04 16:07:01.420000,50.154036,50.140408,50.154033,50.149492333333335,218,2850
2022-01-04 16:07:01.440000,50.153549,50.140408,50.154968,50.14964166666667,218,2850
2022-01-04 16:07:01.460000,50.154333,50.153904,50.155247,50.154494666666665,218,2850
2022-01-04 16:07:01.480000,50.154786,50.148333,50.153755,50.15229133333333,218,2850
2022-01-04 16:07:01.500000,50.153385,50.151957,50.152659,50.152667,218,2850
2022-01-04 16:07:01.520000,50.152507,50.156915,50.153786,50.15440266666667,218,2850
2022-01-04 16:07:01.540000,50.153491,50.155824,50.155179,50.154831333333334,218,2850
2022-01-04 16:07:01.560000,50.154579,50.15461,50.154676,50.154621666666664,218,2850
2022-01-04 16:07:01.580000,50.154779,50.113757,50.154099,50.14087833333334,218,2850
2022-01-04 16:07:01.600000,50.154673,50.043744,50.155111,50.11784266666667,218,2850
2022-01-04 16:07:01.620000,50.155272,50.153324,50.155459,50.154685,218,2850
2022-01-04 16:07:01.640000,50.155971,50.137496,50.154279,50.149248666666665,218,2850
2022-01-04 16:07:01.660000,50.155987,50.163907,50.153691,50.15786166666667,218,2850
2022-01-04 16:07:01.680000,50.155128,50.155241,50.154194,50.15485433333333,218,2850
2022-01-04 16:07:01.700000,50.153629,50.129046,50.154551,50.145742000000006,218,2850
2022-01-04 16:07:01.720000,50.153096,50.167218,50.153631,50.157981666666664,218,2850
2022-01-04 16:07:01.740000,50.153916,50.199305,50.152649,50.168623333333336,218,2850
2022-01-04 16:07:01.760000,50.154514,50.260157,50.153583,50.189417999999996,218,2850
2022-01-04 16:07:01.780000,50.154076,50.166787,50.155028,50.15863033333333,218,2850
2022-01-04 16:07:01.800000,50.153906,50.159296,50.154654,50.15595199999999,218,2850
2022-01-04 16:07:01.820000,50.154131,50.152102,50.153249,50.15316066666666,218,2850
2022-01-04 16:07:01.840000,50.154397,50.150408,50.152625,50.152476666666665,218,2850
2022-01-04 16:07:01.860000,50.154725,50.156574,50.153364,50.15488766666667,218,2850
2022-01-04 16:07:01.880000,50.154696,50.153676,50.154123,50.154165,218,2850
2022-01-04 16:07:01.900000,50.153742,50.154482,50.154141,50.15412166666667,218,2850
2022-01-04 16:07:01.920000,50.15356,50.152806,50.153714,50.15336,218,2850
2022-01-04 16:07:01.940000,50.154297,50.155,50.154021,50.154439333333336,218,2850
2022-01-04 16:07:01.960000,50.15406,50.155417,50.154551,50.154675999999995,218,2850
2022-01-04 16:07:01.980000,50.152626,50.153963,50.154122,50.153570333333334,218,2850
2022-01-04 16:07:02.000000,50.152049,50.150982,50.153568,50.15219966666667,218,2850
2022-01-04 16:07:02.020000,50.153068,50.138935,50.153583,50.148528666666664,218,2850
2022-01-04 16:07:02.040000,50.154426,50.150685,50.153314,50.15280833333333,218,2850
2022-01-04 16:07:02.060000,50.154579,50.151815,50.152651,50.153015,218,2850
2022-01-04 16:07:02.080000,50.153681,50.156658,50.15221,50.154182999999996,218,2850
2022-01-04 16:07:02.100000,50.152522,50.157481,50.152577,50.15419333333333,218,2850
2022-01-04 16:07:02.120000,50.151906,50.153101,50.152652,50.15255299999999,218,2850
2022-01-04 16:07:02.140000,50.152592,50.151399,50.152214,50.15206833333334,218,2850
2022-01-04 16:07:02.160000,50.152928,50.153148,50.15223,50.15276866666667,218,2850
2022-01-04 16:07:02.180000,50.151983,50.151111,50.15239,50.151828,218,2850
2022-01-04 16:07:02.200000,50.151467,50.151657,50.152042,50.151722,218,2850
2022-01-04 16:07:02.220000,50.15197,50.148889,50.151821,50.15089333333333,218,2850
2022-01-04 16:07:02.240000,50.152202,50.155287,50.152352,50.153280333333335,218,2850
2022-01-04 16:07:02.260000,50.152435,50.151833,50.152893,50.152387000000004,218,2850
2022-01-04 16:07:02.280000,50.152773,50.151833,50.152774,50.15246,218,2850
2022-01-04 16:07:02.300000,50.151799,50.151833,50.152109,50.151913666666665,218,2850
2022-01-04 16:07:02.320000,50.150813,50.151833,50.151568,50.15140466666667,218,2850
