Time Stamp,CL_Concepción_UDEC,CL_Copiapó_UDA,CL_Curicó_UTALCA,CL_Santiago_USACH,CL_Santiago_UTEM,CIO,Potencia,Inicio
2022-06-18 05:05:00.000000,49.873684,49.873166,49.873771,49.875121,49.87318,49.8737844,133,3795
2022-06-18 05:05:00.020000,49.873684,49.873166,49.873771,49.875121,49.87318,49.8737844,133,3795
2022-06-18 05:05:00.040000,49.874941,49.873954,49.874069,49.872944,49.873219,49.8738254,133,3795
2022-06-18 05:05:00.060000,49.875659,49.875782,49.874556,49.874704,49.873901,49.87492039999999,133,3795
2022-06-18 05:05:00.080000,49.875646,49.874829,49.874105,49.873875,49.873844,49.8744598,133,3795
2022-06-18 05:05:00.100000,49.874405,49.872903,49.87328,49.873319,49.873017,49.873384800000004,133,3795
2022-06-18 05:05:00.120000,49.873337,49.87244,49.873476,49.875009,49.873477,49.873547800000004,133,3795
2022-06-18 05:05:00.140000,49.872918,49.87237,49.873655,49.872129,49.874104,49.873035200000004,133,3795
2022-06-18 05:05:00.160000,49.872881,49.871644,49.873302,49.871685,49.873647,49.8726318,133,3795
2022-06-18 05:05:00.180000,49.873034,49.871676,49.873365,49.871759,49.87294,49.8725548,133,3795
2022-06-18 05:05:00.200000,49.872811,49.873541,49.87347,49.872635,49.872859,49.873063200000004,133,3795
2022-06-18 05:05:00.220000,49.873657,49.874838,49.873881,49.874606,49.87373,49.8741424,133,3795
2022-06-18 05:05:00.240000,49.874748,49.874574,49.874464,49.874148,49.87425,49.8744368,133,3795
2022-06-18 05:05:00.260000,49.87363,49.874278,49.874055,49.87487,49.873918,49.874150199999995,133,3795
2022-06-18 05:05:00.280000,49.87237,49.874365,49.872866,49.87388,49.873235,49.873343199999994,133,3795
2022-06-18 05:05:00.300000,49.872577,49.874056,49.872021,49.873491,49.872764,49.8729818,133,3795
2022-06-18 05:05:00.320000,49.873014,49.872639,49.872202,49.873046,49.872797,49.8727396,133,3795
2022-06-18 05:05:00.340000,49.873349,49.871509,49.872447,49.872899,49.87241,49.8725228,133,3795
2022-06-18 05:05:00.360000,49.873234,49.872273,49.87259,49.870981,49.872359,49.872287400000005,133,3795
2022-06-18 05:05:00.380000,49.873402,49.873069,49.872979,49.874,49.873123,49.8733146,133,3795
2022-06-18 05:05:00.400000,49.874475,49.872695,49.872995,49.872528,49.873513,49.873241199999995,133,3795
2022-06-18 05:05:00.420000,49.875199,49.873019,49.872762,49.871546,49.872904,49.873086,133,3795
2022-06-18 05:05:00.440000,49.875478,49.874467,49.872743,49.871768,49.872379,49.873366999999995,133,3795
2022-06-18 05:05:00.460000,49.875169,49.875148,49.872893,49.8735,49.872636,49.8738692,133,3795
2022-06-18 05:05:00.480000,49.873845,49.87487,49.873488,49.874028,49.87306,49.87385820000001,133,3795
2022-06-18 05:05:00.500000,49.874407,49.874995,49.874412,49.874861,49.873546,49.874444200000006,133,3795
2022-06-18 05:05:00.520000,49.875312,49.874612,49.87454,49.874018,49.873808,49.874458,133,3795
2022-06-18 05:05:00.540000,49.872758,49.873902,49.873829,49.874417,49.873897,49.8737606,133,3795
2022-06-18 05:05:00.560000,49.870458,49.873514,49.872915,49.873352,49.873633,49.87277439999999,133,3795
2022-06-18 05:05:00.580000,49.87124,49.873384,49.872585,49.873204,49.873342,49.872751,133,3795
2022-06-18 05:05:00.600000,49.873098,49.87381,49.873002,49.873018,49.873794,49.8733444,133,3795
2022-06-18 05:05:00.620000,49.873543,49.873825,49.873635,49.874731,49.874171,49.873981,133,3795
2022-06-18 05:05:00.640000,49.873019,49.874301,49.873549,49.872445,49.873611,49.873385,133,3795
2022-06-18 05:05:00.660000,49.873731,49.876189,49.873332,49.872167,49.873369,49.8737576,133,3795
2022-06-18 05:05:00.680000,49.874987,49.876384,49.873323,49.874185,49.873556,49.874487,133,3795
2022-06-18 05:05:00.700000,49.874881,49.875069,49.873115,49.873074,49.873181,49.873864000000005,133,3795
2022-06-18 05:05:00.720000,49.873968,49.87449,49.872942,49.875269,49.873143,49.873962399999996,133,3795
2022-06-18 05:05:00.740000,49.87435,49.874413,49.873112,49.873018,49.873501,49.8736788,133,3795
2022-06-18 05:05:00.760000,49.876086,49.873764,49.873596,49.874343,49.874023,49.8743624,133,3795
2022-06-18 05:05:00.780000,49.876439,49.87294,49.874105,49.874574,49.874674,49.8745464,133,3795
2022-06-18 05:05:00.800000,49.874899,49.873181,49.874344,49.875092,49.874907,49.8744846,133,3795
2022-06-18 05:05:00.820000,49.873932,49.874218,49.874116,49.874037,49.87442,49.8741446,133,3795
2022-06-18 05:05:00.840000,49.873647,49.874176,49.873402,49.874166,49.873918,49.8738618,133,3795
2022-06-18 05:05:00.860000,49.872179,49.874037,49.872947,49.871852,49.873845,49.872972000000004,133,3795
2022-06-18 05:05:00.880000,49.871431,49.874328,49.873292,49.873158,49.873825,49.87320679999999,133,3795
2022-06-18 05:05:00.900000,49.872596,49.874426,49.873942,49.873468,49.87372,49.8736304,133,3795
2022-06-18 05:05:00.920000,49.874028,49.874032,49.874341,49.875135,49.874251,49.87435740000001,133,3795
2022-06-18 05:05:00.940000,49.874489,49.873357,49.874329,49.87488,49.874602,49.8743314,133,3795
2022-06-18 05:05:00.960000,49.874072,49.873268,49.874125,49.87532,49.874488,49.87425459999999,133,3795
2022-06-18 05:05:00.980000,49.873809,49.872894,49.873551,49.875559,49.874202,49.874003,133,3795
2022-06-18 05:05:01.000000,49.874036,49.872074,49.872617,49.874723,49.87359,49.873408,133,3795
2022-06-18 05:05:01.020000,49.874518,49.873287,49.87254,49.87162,49.87324,49.873041,133,3795
2022-06-18 05:05:01.040000,49.875148,49.874806,49.873285,49.873065,49.873927,49.8740462,133,3795
2022-06-18 05:05:01.060000,49.875425,49.874472,49.873637,49.873342,49.874754,49.874326,133,3795
2022-06-18 05:05:01.080000,49.875161,49.873889,49.874164,49.87474,49.874979,49.8745866,133,3795
2022-06-18 05:05:01.100000,49.873735,49.874565,49.875212,49.874945,49.874495,49.8745904,133,3795
2022-06-18 05:05:01.120000,49.871999,49.875848,49.875273,49.873648,49.873898,49.8741332,133,3795
2022-06-18 05:05:01.140000,49.872119,49.876203,49.87494,49.875842,49.874358,49.8746924,133,3795
2022-06-18 05:05:01.160000,49.873087,49.87613,49.874823,49.875667,49.874683,49.874878,133,3795
2022-06-18 05:05:01.180000,49.873037,49.876273,49.87416,49.874833,49.874102,49.874480999999996,133,3795
2022-06-18 05:05:01.200000,49.871565,49.874986,49.874258,49.874621,49.873772,49.8738404,133,3795
2022-06-18 05:05:01.220000,49.872052,49.873195,49.874905,49.872898,49.874163,49.873442600000004,133,3795
2022-06-18 05:05:01.240000,49.87481,49.873074,49.875481,49.873907,49.874861,49.87442660000001,133,3795
2022-06-18 05:05:01.260000,49.875724,49.873967,49.876334,49.875454,49.875247,49.8753452,133,3795
2022-06-18 05:05:01.280000,49.875154,49.874166,49.876507,49.874528,49.875323,49.87513560000001,133,3795
2022-06-18 05:05:01.300000,49.875367,49.87382,49.875863,49.875592,49.874975,49.87512340000001,133,3795
2022-06-18 05:05:01.320000,49.875137,49.874204,49.875276,49.873871,49.874436,49.8745848,133,3795
2022-06-18 05:05:01.340000,49.874384,49.874634,49.875142,49.875273,49.874125,49.8747116,133,3795
2022-06-18 05:05:01.360000,49.874568,49.875157,49.875213,49.875125,49.874632,49.874939,133,3795
2022-06-18 05:05:01.380000,49.875066,49.875639,49.875302,49.876713,49.875309,49.875605799999995,133,3795
2022-06-18 05:05:01.400000,49.875066,49.875523,49.875412,49.875806,49.875869,49.875535199999995,133,3795
2022-06-18 05:05:01.420000,49.875304,49.874879,49.875383,49.875426,49.875539,49.8753062,133,3795
2022-06-18 05:05:01.440000,49.874993,49.873587,49.874589,49.873731,49.873875,49.874155,133,3795
2022-06-18 05:05:01.460000,49.873425,49.873014,49.873622,49.873343,49.872902,49.8732612,133,3795
2022-06-18 05:05:01.480000,49.873183,49.874954,49.874176,49.874875,49.873934,49.874224399999996,133,3795
2022-06-18 05:05:01.500000,49.874645,49.876389,49.875066,49.875417,49.875289,49.8753612,133,3795
2022-06-18 05:05:01.520000,49.875851,49.874713,49.875331,49.872912,49.875511,49.874863600000005,133,3795
2022-06-18 05:05:01.540000,49.875661,49.872983,49.875313,49.872792,49.87471,49.874291799999995,133,3795
2022-06-18 05:05:01.560000,49.875528,49.87369,49.875477,49.875931,49.874473,49.875019800000004,133,3795
2022-06-18 05:05:01.580000,49.876247,49.874759,49.875714,49.87518,49.874929,49.8753658,133,3795
2022-06-18 05:05:01.600000,49.876446,49.874051,49.875609,49.876903,49.875344,49.8756706,133,3795
2022-06-18 05:05:01.620000,49.875934,49.873625,49.875443,49.875704,49.875632,49.875267599999994,133,3795
2022-06-18 05:05:01.640000,49.875655,49.874471,49.875554,49.87499,49.875337,49.875201399999995,133,3795
2022-06-18 05:05:01.660000,49.875545,49.874658,49.875012,49.87559,49.874719,49.8751048,133,3795
2022-06-18 05:05:01.680000,49.875013,49.873555,49.874344,49.873601,49.874046,49.8741118,133,3795
