Time Stamp,CL_Concepción_UDEC,CL_Curicó_UTALCA,CL_Santiago_UTEM,CIO,Potencia,Inicio
2022-02-03 22:19:30.000000,50.152763,50.152288,50.153081,50.15271066666666,252,7515
2022-02-03 22:19:30.020000,50.152763,50.152288,50.153081,50.15271066666666,252,7515
2022-02-03 22:19:30.040000,50.153462,50.152773,50.152921,50.153052,252,7515
2022-02-03 22:19:30.060000,50.153593,50.153076,50.152349,50.153006000000005,252,7515
2022-02-03 22:19:30.080000,50.152816,50.153708,50.152003,50.15284233333333,252,7515
2022-02-03 22:19:30.100000,50.152352,50.154164,50.152393,50.15296966666667,252,7515
2022-02-03 22:19:30.120000,50.152436,50.15339,50.15279,50.152872,252,7515
2022-02-03 22:19:30.140000,50.152632,50.152625,50.152771,50.15267600000001,252,7515
2022-02-03 22:19:30.160000,50.153086,50.152944,50.152482,50.15283733333333,252,7515
2022-02-03 22:19:30.180000,50.153866,50.153346,50.152384,50.15319866666666,252,7515
2022-02-03 22:19:30.200000,50.153662,50.153308,50.152719,50.15322966666667,252,7515
2022-02-03 22:19:30.220000,50.152023,50.15309,50.152849,50.152654000000005,252,7515
2022-02-03 22:19:30.240000,50.151122,50.153092,50.152928,50.152380666666666,252,7515
2022-02-03 22:19:30.260000,50.151981,50.15325,50.153608,50.152946333333325,252,7515
2022-02-03 22:19:30.280000,50.152878,50.153275,50.153844,50.15333233333333,252,7515
2022-02-03 22:19:30.300000,50.153361,50.152969,50.153819,50.153383,252,7515
2022-02-03 22:19:30.320000,50.152949,50.152689,50.15319,50.15294266666667,252,7515
2022-02-03 22:19:30.340000,50.1517,50.152386,50.152593,50.15222633333334,252,7515
2022-02-03 22:19:30.360000,50.151214,50.152376,50.152752,50.152114000000005,252,7515
2022-02-03 22:19:30.380000,50.152339,50.152443,50.153215,50.15266566666666,252,7515
2022-02-03 22:19:30.400000,50.15292,50.152361,50.152906,50.152729,252,7515
2022-02-03 22:19:30.420000,50.152513,50.152174,50.152131,50.15227266666667,252,7515
2022-02-03 22:19:30.440000,50.152237,50.152019,50.151825,50.152027000000004,252,7515
2022-02-03 22:19:30.460000,50.151811,50.152309,50.15197,50.15203,252,7515
2022-02-03 22:19:30.480000,50.151321,50.153082,50.152484,50.15229566666667,252,7515
2022-02-03 22:19:30.500000,50.151259,50.152583,50.152434,50.152092,252,7515
2022-02-03 22:19:30.520000,50.151809,50.151339,50.151691,50.151613,252,7515
2022-02-03 22:19:30.540000,50.152888,50.151361,50.15147,50.15190633333333,252,7515
2022-02-03 22:19:30.560000,50.153302,50.152071,50.15202,50.152464333333334,252,7515
2022-02-03 22:19:30.580000,50.152676,50.152001,50.15217,50.152282333333325,252,7515
2022-02-03 22:19:30.600000,50.151738,50.151694,50.151985,50.15180566666667,252,7515
2022-02-03 22:19:30.620000,50.151599,50.151243,50.151835,50.151559,252,7515
2022-02-03 22:19:30.640000,50.151917,50.150741,50.151551,50.151402999999995,252,7515
2022-02-03 22:19:30.660000,50.151814,50.151139,50.151695,50.15154933333333,252,7515
2022-02-03 22:19:30.680000,50.151803,50.151988,50.151929,50.15190666666667,252,7515
2022-02-03 22:19:30.700000,50.152009,50.15183,50.151524,50.15178766666667,252,7515
2022-02-03 22:19:30.720000,50.151634,50.151224,50.151173,50.15134366666666,252,7515
2022-02-03 22:19:30.740000,50.150677,50.151161,50.151053,50.15096366666666,252,7515
2022-02-03 22:19:30.760000,50.150349,50.151158,50.150734,50.150747,252,7515
2022-02-03 22:19:30.780000,50.150618,50.151027,50.150139,50.15059466666667,252,7515
2022-02-03 22:19:30.800000,50.150932,50.150736,50.149537,50.150401666666674,252,7515
2022-02-03 22:19:30.820000,50.150672,50.150278,50.149735,50.15022833333333,252,7515
2022-02-03 22:19:30.840000,50.151015,50.150566,50.150575,50.15071866666667,252,7515
2022-02-03 22:19:30.860000,50.151253,50.151606,50.15119,50.15134966666667,252,7515
2022-02-03 22:19:30.880000,50.15016,50.151721,50.151128,50.151003,252,7515
2022-02-03 22:19:30.900000,50.149447,50.15087,50.150305,50.150207333333334,252,7515
2022-02-03 22:19:30.920000,50.15032,50.150652,50.149464,50.150145333333334,252,7515
2022-02-03 22:19:30.940000,50.150658,50.151136,50.150057,50.150617000000004,252,7515
2022-02-03 22:19:30.960000,50.150265,50.150817,50.151258,50.15078,252,7515
2022-02-03 22:19:30.980000,50.150263,50.150173,50.15114,50.15052533333333,252,7515
2022-02-03 22:19:31.000000,50.150964,50.150234,50.150621,50.150606333333336,252,7515
2022-02-03 22:19:31.020000,50.151343,50.150228,50.150558,50.150709666666664,252,7515
2022-02-03 22:19:31.040000,50.151041,50.149979,50.150289,50.150436333333325,252,7515
2022-02-03 22:19:31.060000,50.150152,50.150164,50.149918,50.150078,252,7515
2022-02-03 22:19:31.080000,50.149232,50.150126,50.149366,50.149574666666666,252,7515
2022-02-03 22:19:31.100000,50.149296,50.149907,50.149508,50.14957033333334,252,7515
2022-02-03 22:19:31.120000,50.149924,50.149693,50.150495,50.15003733333333,252,7515
2022-02-03 22:19:31.140000,50.150177,50.149081,50.150726,50.149994666666665,252,7515
2022-02-03 22:19:31.160000,50.150433,50.148655,50.150222,50.14977,252,7515
2022-02-03 22:19:31.180000,50.150541,50.149649,50.150089,50.150093,252,7515
2022-02-03 22:19:31.200000,50.150196,50.150423,50.150017,50.150212,252,7515
2022-02-03 22:19:31.220000,50.149908,50.150222,50.14975,50.14996,252,7515
2022-02-03 22:19:31.240000,50.149755,50.150195,50.149971,50.14997366666666,252,7515
2022-02-03 22:19:31.260000,50.149797,50.14995,50.150401,50.150049333333335,252,7515
2022-02-03 22:19:31.280000,50.150018,50.149015,50.150244,50.149758999999996,252,7515
2022-02-03 22:19:31.300000,50.150369,50.148668,50.150318,50.149785,252,7515
