Time Stamp,CL_Concepción_UDEC,CL_Copiapó_UDA,CL_Curicó_UTALCA,CIO,Potencia,Inicio
2022-11-30 22:01:30.000000,49.927158,49.9258,49.927779,49.92691233333333,370,2535
2022-11-30 22:01:30.020000,49.927158,49.9258,49.927779,49.92691233333333,370,2535
2022-11-30 22:01:30.040000,49.927958,49.925819,49.928453,49.92741,370,2535
2022-11-30 22:01:30.060000,49.928032,49.925371,49.929044,49.92748233333333,370,2535
2022-11-30 22:01:30.080000,49.927787,49.923825,49.92889,49.92683400000001,370,2535
2022-11-30 22:01:30.100000,49.928895,49.924801,49.928708,49.927468,370,2535
2022-11-30 22:01:30.120000,49.930287,49.927625,49.929514,49.92914199999999,370,2535
2022-11-30 22:01:30.140000,49.930509,49.927838,49.930261,49.929536000000006,370,2535
2022-11-30 22:01:30.160000,49.929681,49.926184,49.930185,49.92868333333333,370,2535
2022-11-30 22:01:30.180000,49.929079,49.926338,49.930187,49.92853466666667,370,2535
2022-11-30 22:01:30.200000,49.92933,49.926459,49.930315,49.92870133333333,370,2535
2022-11-30 22:01:30.220000,49.930792,49.926398,49.930189,49.92912633333333,370,2535
2022-11-30 22:01:30.240000,49.931453,49.925301,49.929706,49.92882,370,2535
2022-11-30 22:01:30.260000,49.930269,49.924721,49.928899,49.927963,370,2535
2022-11-30 22:01:30.280000,49.930848,49.927537,49.929651,49.92934533333334,370,2535
2022-11-30 22:01:30.300000,49.932245,49.928252,49.93088,49.930459000000006,370,2535
2022-11-30 22:01:30.320000,49.930514,49.925585,49.931109,49.92906933333333,370,2535
2022-11-30 22:01:30.340000,49.928977,49.925075,49.930604,49.92821866666666,370,2535
2022-11-30 22:01:30.360000,49.930171,49.927276,49.930418,49.92928833333334,370,2535
2022-11-30 22:01:30.380000,49.93232,49.92937,49.931097,49.930929,370,2535
2022-11-30 22:01:30.400000,49.933741,49.929245,49.931661,49.931549,370,2535
2022-11-30 22:01:30.420000,49.93394,49.928732,49.931405,49.93135900000001,370,2535
2022-11-30 22:01:30.440000,49.933773,49.929264,49.930997,49.93134466666667,370,2535
2022-11-30 22:01:30.460000,49.9325,49.92914,49.930694,49.930778,370,2535
2022-11-30 22:01:30.480000,49.930584,49.927963,49.930742,49.929763,370,2535
2022-11-30 22:01:30.500000,49.929936,49.927722,49.931223,49.929627,370,2535
2022-11-30 22:01:30.520000,49.930444,49.928389,49.931354,49.93006233333333,370,2535
2022-11-30 22:01:30.540000,49.931115,49.929106,49.930719,49.93031333333334,370,2535
2022-11-30 22:01:30.560000,49.932241,49.930584,49.930286,49.931037,370,2535
2022-11-30 22:01:30.580000,49.933542,49.931282,49.930248,49.93169066666667,370,2535
2022-11-30 22:01:30.600000,49.932916,49.931089,49.929935,49.93131333333333,370,2535
2022-11-30 22:01:30.620000,49.931464,49.93181,49.929664,49.93097933333333,370,2535
2022-11-30 22:01:30.640000,49.930681,49.931856,49.929713,49.930749999999996,370,2535
2022-11-30 22:01:30.660000,49.930671,49.931435,49.929612,49.93057266666667,370,2535
2022-11-30 22:01:30.680000,49.931592,49.93169,49.929914,49.93106533333333,370,2535
2022-11-30 22:01:30.700000,49.931778,49.931325,49.93003,49.93104433333334,370,2535
2022-11-30 22:01:30.720000,49.930583,49.931098,49.92988,49.930520333333334,370,2535
2022-11-30 22:01:30.740000,49.93007,49.93124,49.930141,49.93048366666667,370,2535
2022-11-30 22:01:30.760000,49.92937,49.931175,49.930165,49.930236666666666,370,2535
2022-11-30 22:01:30.780000,49.92912,49.932645,49.930344,49.930702999999994,370,2535
2022-11-30 22:01:30.800000,49.929436,49.932971,49.930293,49.9309,370,2535
2022-11-30 22:01:30.820000,49.929092,49.932262,49.929796,49.93038333333334,370,2535
2022-11-30 22:01:30.840000,49.928754,49.932797,49.929607,49.930386,370,2535
2022-11-30 22:01:30.860000,49.928416,49.933226,49.929731,49.93045766666666,370,2535
2022-11-30 22:01:30.880000,49.929459,49.932808,49.92999,49.93075233333334,370,2535
2022-11-30 22:01:30.900000,49.92993,49.931158,49.929836,49.930308,370,2535
2022-11-30 22:01:30.920000,49.928829,49.929821,49.929427,49.929359,370,2535
2022-11-30 22:01:30.940000,49.928759,49.929549,49.929414,49.929240666666665,370,2535
2022-11-30 22:01:30.960000,49.928658,49.929756,49.929433,49.92928233333333,370,2535
2022-11-30 22:01:30.980000,49.92824,49.930577,49.929622,49.92947966666667,370,2535
2022-11-30 22:01:31.000000,49.928704,49.93037,49.929642,49.92957200000001,370,2535
2022-11-30 22:01:31.020000,49.92912,49.930352,49.929537,49.92966966666666,370,2535
2022-11-30 22:01:31.040000,49.929334,49.932049,49.930276,49.930552999999996,370,2535
2022-11-30 22:01:31.060000,49.929101,49.93246,49.931064,49.93087499999999,370,2535
2022-11-30 22:01:31.080000,49.928204,49.931708,49.931183,49.930365,370,2535
2022-11-30 22:01:31.100000,49.928389,49.931039,49.931038,49.93015533333334,370,2535
2022-11-30 22:01:31.120000,49.929644,49.929106,49.930441,49.92973033333334,370,2535
2022-11-30 22:01:31.140000,49.929999,49.927689,49.929597,49.929095,370,2535
2022-11-30 22:01:31.160000,49.929501,49.929029,49.92943,49.92932,370,2535
2022-11-30 22:01:31.180000,49.929945,49.931255,49.929702,49.93030066666666,370,2535
2022-11-30 22:01:31.200000,49.931055,49.932356,49.929958,49.93112299999999,370,2535
2022-11-30 22:01:31.220000,49.930884,49.930861,49.92977,49.930505000000004,370,2535
2022-11-30 22:01:31.240000,49.929992,49.928582,49.929482,49.929352,370,2535
2022-11-30 22:01:31.260000,49.930121,49.929258,49.929583,49.929654,370,2535
2022-11-30 22:01:31.280000,49.931092,49.929962,49.929909,49.930321,370,2535
2022-11-30 22:01:31.300000,49.931065,49.928849,49.930177,49.93003033333334,370,2535
2022-11-30 22:01:31.320000,49.930185,49.928135,49.930595,49.92963833333332,370,2535
2022-11-30 22:01:31.340000,49.929727,49.928987,49.931116,49.929943333333334,370,2535
2022-11-30 22:01:31.360000,49.930022,49.929383,49.931652,49.93035233333334,370,2535
2022-11-30 22:01:31.380000,49.931139,49.928788,49.932089,49.930671999999994,370,2535
2022-11-30 22:01:31.400000,49.932597,49.92882,49.931779,49.93106533333333,370,2535
2022-11-30 22:01:31.420000,49.932727,49.930188,49.931172,49.93136233333333,370,2535
2022-11-30 22:01:31.440000,49.931912,49.931564,49.931149,49.93154166666667,370,2535
2022-11-30 22:01:31.460000,49.931621,49.932139,49.93121,49.93165666666667,370,2535
2022-11-30 22:01:31.480000,49.931565,49.932247,49.930627,49.93147966666667,370,2535
2022-11-30 22:01:31.500000,49.930833,49.931471,49.930222,49.930842000000005,370,2535
2022-11-30 22:01:31.520000,49.929769,49.930426,49.930225,49.93014,370,2535
