Time Stamp,CL_Concepción_UDEC,CL_Copiapó_UDA,CL_Curicó_UTALCA,CL_Santiago_USACH,CL_Santiago_UTEM,CIO,Potencia,Inicio
2022-08-11 02:22:20.000000,49.896185,49.894248,49.896942,49.897902,49.897102,49.896475800000005,368,2130
2022-08-11 02:22:20.020000,49.896185,49.894248,49.896942,49.897902,49.897102,49.896475800000005,368,2130
2022-08-11 02:22:20.040000,49.896964,49.895328,49.897095,49.897095,49.898009,49.8968982,368,2130
2022-08-11 02:22:20.060000,49.897125,49.894966,49.897275,49.897229,49.897647,49.8968484,368,2130
2022-08-11 02:22:20.080000,49.896467,49.895708,49.897541,49.897632,49.897479,49.896965400000006,368,2130
2022-08-11 02:22:20.100000,49.895458,49.897542,49.89759,49.89544,49.897458,49.8966976,368,2130
2022-08-11 02:22:20.120000,49.89508,49.898391,49.897517,49.898183,49.897157,49.897265600000004,368,2130
2022-08-11 02:22:20.140000,49.894814,49.897101,49.896978,49.895126,49.895527,49.89590919999999,368,2130
2022-08-11 02:22:20.160000,49.895801,49.896876,49.897017,49.896808,49.895547,49.8964098,368,2130
2022-08-11 02:22:20.180000,49.898386,49.898469,49.899069,49.90153,49.899415,49.8993738,368,2130
2022-08-11 02:22:20.200000,49.899712,49.897162,49.8999,49.900419,49.901371,49.899712799999996,368,2130
2022-08-11 02:22:20.220000,49.899151,49.895109,49.898823,49.898351,49.89949,49.8981848,368,2130
2022-08-11 02:22:20.240000,49.898339,49.895178,49.898236,49.900007,49.898032,49.89795840000001,368,2130
2022-08-11 02:22:20.260000,49.897816,49.896186,49.898266,49.896924,49.898077,49.89745380000001,368,2130
2022-08-11 02:22:20.280000,49.897651,49.897264,49.898621,49.898048,49.898718,49.898060400000006,368,2130
2022-08-11 02:22:20.300000,49.897713,49.89806,49.898843,49.899013,49.898824,49.898490599999995,368,2130
2022-08-11 02:22:20.320000,49.897555,49.89869,49.898353,49.897395,49.897662,49.897931,368,2130
2022-08-11 02:22:20.340000,49.898055,49.899328,49.897782,49.895264,49.896933,49.8974724,368,2130
2022-08-11 02:22:20.360000,49.898874,49.8995,49.898882,49.897214,49.898524,49.898598799999995,368,2130
2022-08-11 02:22:20.380000,49.899621,49.89893,49.900636,49.901689,49.900941,49.9003634,368,2130
2022-08-11 02:22:20.400000,49.900058,49.89788,49.900221,49.902,49.900683,49.900168400000005,368,2130
2022-08-11 02:22:20.420000,49.90004,49.898268,49.898983,49.898143,49.899319,49.8989506,368,2130
2022-08-11 02:22:20.440000,49.899839,49.899143,49.899544,49.901097,49.899972,49.899919,368,2130
2022-08-11 02:22:20.460000,49.900006,49.898533,49.900389,49.901935,49.900945,49.900361600000004,368,2130
2022-08-11 02:22:20.480000,49.900836,49.898597,49.900227,49.899986,49.900958,49.9001208,368,2130
2022-08-11 02:22:20.500000,49.901959,49.899583,49.900082,49.901699,49.901082,49.900881,368,2130
2022-08-11 02:22:20.520000,49.902333,49.900102,49.900215,49.901217,49.901071,49.9009876,368,2130
2022-08-11 02:22:20.540000,49.902187,49.900482,49.900728,49.901542,49.900809,49.901149600000004,368,2130
2022-08-11 02:22:20.560000,49.902141,49.900907,49.901138,49.901121,49.901102,49.9012818,368,2130
2022-08-11 02:22:20.580000,49.901651,49.899736,49.900585,49.90012,49.900403,49.900499,368,2130
2022-08-11 02:22:20.600000,49.900584,49.897536,49.899214,49.893653,49.897606,49.897718600000005,368,2130
2022-08-11 02:22:20.620000,49.900186,49.898181,49.899233,49.895925,49.896052,49.8979154,368,2130
2022-08-11 02:22:20.640000,49.901844,49.900528,49.901009,49.897704,49.898962,49.9000094,368,2130
2022-08-11 02:22:20.660000,49.9033,49.900195,49.902103,49.903732,49.901453,49.9021566,368,2130
2022-08-11 02:22:20.680000,49.902876,49.899694,49.901849,49.895694,49.900753,49.9001732,368,2130
2022-08-11 02:22:20.700000,49.90251,49.90187,49.902128,49.903408,49.901582,49.9022996,368,2130
2022-08-11 02:22:20.720000,49.902999,49.903379,49.902268,49.907694,49.903593,49.903986599999996,368,2130
2022-08-11 02:22:20.740000,49.903076,49.9035,49.902321,49.90613,49.904458,49.903897,368,2130
2022-08-11 02:22:20.760000,49.902539,49.904079,49.902978,49.908695,49.904592,49.9045766,368,2130
2022-08-11 02:22:20.780000,49.901824,49.90375,49.902911,49.90125,49.90352,49.902651000000006,368,2130
2022-08-11 02:22:20.800000,49.901627,49.902292,49.902418,49.903935,49.902739,49.902602200000004,368,2130
2022-08-11 02:22:20.820000,49.901653,49.902236,49.902362,49.902722,49.902811,49.90235679999999,368,2130
2022-08-11 02:22:20.840000,49.902207,49.902726,49.902381,49.901953,49.902414,49.90233619999999,368,2130
2022-08-11 02:22:20.860000,49.903186,49.90231,49.901957,49.901843,49.902219,49.902303,368,2130
2022-08-11 02:22:20.880000,49.903302,49.901657,49.901553,49.901787,49.902039,49.902067599999995,368,2130
2022-08-11 02:22:20.900000,49.902894,49.901917,49.902255,49.901269,49.901736,49.9020142,368,2130
2022-08-11 02:22:20.920000,49.903549,49.903074,49.903692,49.90363,49.902474,49.9032838,368,2130
2022-08-11 02:22:20.940000,49.904374,49.903801,49.904759,49.903046,49.904043,49.90400460000001,368,2130
2022-08-11 02:22:20.960000,49.904556,49.904639,49.904913,49.905769,49.905242,49.9050238,368,2130
2022-08-11 02:22:20.980000,49.904755,49.905652,49.904084,49.904074,49.904872,49.9046874,368,2130
2022-08-11 02:22:21.000000,49.904922,49.905148,49.903005,49.902621,49.90369,49.9038772,368,2130
2022-08-11 02:22:21.020000,49.904872,49.90362,49.902341,49.902824,49.9019,49.9031114,368,2130
2022-08-11 02:22:21.040000,49.904375,49.902346,49.90155,49.89626,49.900247,49.9009556,368,2130
2022-08-11 02:22:21.060000,49.903718,49.903042,49.902023,49.904092,49.902001,49.90297519999999,368,2130
2022-08-11 02:22:21.080000,49.903459,49.904838,49.903413,49.905862,49.904182,49.904350799999996,368,2130
2022-08-11 02:22:21.100000,49.903523,49.905851,49.904977,49.902065,49.905257,49.9043346,368,2130
2022-08-11 02:22:21.120000,49.904332,49.906301,49.906229,49.909425,49.906584,49.9065742,368,2130
2022-08-11 02:22:21.140000,49.905342,49.906649,49.905671,49.90487,49.906158,49.90573800000001,368,2130
2022-08-11 02:22:21.160000,49.905504,49.907473,49.904007,49.903806,49.904493,49.9050566,368,2130
2022-08-11 02:22:21.180000,49.905106,49.907689,49.903633,49.903268,49.904613,49.904861800000006,368,2130
2022-08-11 02:22:21.200000,49.904938,49.906366,49.904687,49.907546,49.905838,49.905875,368,2130
2022-08-11 02:22:21.220000,49.904946,49.905736,49.905803,49.905278,49.90586,49.9055246,368,2130
