Time Stamp,CL_Concepción_UDEC,CL_Curicó_UTALCA,CL_Santiago_UTEM,CIO,Potencia,Inicio
2022-01-23 20:16:30.000000,50.027037,50.025862,50.025164,50.02602099999999,197,1440
2022-01-23 20:16:30.020000,50.027037,50.025862,50.025164,50.02602099999999,197,1440
2022-01-23 20:16:30.040000,50.027782,50.025701,50.02586,50.02644766666666,197,1440
2022-01-23 20:16:30.060000,50.026473,50.025666,50.026128,50.026089000000006,197,1440
2022-01-23 20:16:30.080000,50.024927,50.025471,50.02635,50.02558266666667,197,1440
2022-01-23 20:16:30.100000,50.025065,50.025241,50.026112,50.025472666666666,197,1440
2022-01-23 20:16:30.120000,50.025713,50.025231,50.02578,50.02557466666667,197,1440
2022-01-23 20:16:30.140000,50.025482,50.025283,50.025651,50.025472,197,1440
2022-01-23 20:16:30.160000,50.025514,50.025618,50.025038,50.025389999999994,197,1440
2022-01-23 20:16:30.180000,50.026032,50.025896,50.025362,50.02576333333334,197,1440
2022-01-23 20:16:30.200000,50.025907,50.025912,50.026268,50.026028999999994,197,1440
2022-01-23 20:16:30.220000,50.025445,50.026049,50.02609,50.02586133333333,197,1440
2022-01-23 20:16:30.240000,50.025375,50.026115,50.025429,50.02563966666667,197,1440
2022-01-23 20:16:30.260000,50.025703,50.025804,50.025238,50.025581666666675,197,1440
2022-01-23 20:16:30.280000,50.025973,50.025836,50.025059,50.02562266666666,197,1440
2022-01-23 20:16:30.300000,50.025783,50.025939,50.024828,50.02551666666667,197,1440
2022-01-23 20:16:30.320000,50.026142,50.025814,50.025171,50.025709,197,1440
2022-01-23 20:16:30.340000,50.026097,50.025619,50.025818,50.02584466666667,197,1440
2022-01-23 20:16:30.360000,50.025385,50.025711,50.025877,50.02565766666667,197,1440
2022-01-23 20:16:30.380000,50.025666,50.025888,50.025709,50.02575433333334,197,1440
2022-01-23 20:16:30.400000,50.025968,50.025696,50.025552,50.02573866666666,197,1440
2022-01-23 20:16:30.420000,50.02512,50.025531,50.025441,50.025364,197,1440
2022-01-23 20:16:30.440000,50.02432,50.025972,50.02556,50.025284,197,1440
2022-01-23 20:16:30.460000,50.025055,50.026212,50.026014,50.02576033333333,197,1440
2022-01-23 20:16:30.480000,50.026171,50.026066,50.026345,50.026194,197,1440
2022-01-23 20:16:30.500000,50.025833,50.025989,50.026606,50.026142666666665,197,1440
2022-01-23 20:16:30.520000,50.025732,50.026164,50.026384,50.026093333333336,197,1440
2022-01-23 20:16:30.540000,50.026105,50.026096,50.026035,50.02607866666667,197,1440
2022-01-23 20:16:30.560000,50.025736,50.025999,50.025567,50.025767333333334,197,1440
2022-01-23 20:16:30.580000,50.024587,50.025795,50.025171,50.025184333333335,197,1440
2022-01-23 20:16:30.600000,50.024426,50.025306,50.0248,50.024844,197,1440
2022-01-23 20:16:30.620000,50.025103,50.025204,50.024964,50.02509033333333,197,1440
2022-01-23 20:16:30.640000,50.025097,50.025422,50.02525,50.02525633333334,197,1440
2022-01-23 20:16:30.660000,50.024634,50.025259,50.02519,50.02502766666667,197,1440
2022-01-23 20:16:30.680000,50.025365,50.024943,50.025634,50.025314,197,1440
2022-01-23 20:16:30.700000,50.026347,50.024654,50.026197,50.02573266666667,197,1440
2022-01-23 20:16:30.720000,50.025874,50.024686,50.026065,50.02554166666667,197,1440
2022-01-23 20:16:30.740000,50.025226,50.024964,50.025591,50.025260333333335,197,1440
2022-01-23 20:16:30.760000,50.025625,50.025398,50.025392,50.02547166666667,197,1440
2022-01-23 20:16:30.780000,50.025861,50.025853,50.026081,50.02593166666667,197,1440
2022-01-23 20:16:30.800000,50.02525,50.02619,50.026816,50.026085333333334,197,1440
2022-01-23 20:16:30.820000,50.025158,50.02611,50.02652,50.02592933333333,197,1440
2022-01-23 20:16:30.840000,50.026088,50.026113,50.026228,50.026143,197,1440
2022-01-23 20:16:30.860000,50.026199,50.026207,50.026544,50.026316666666666,197,1440
2022-01-23 20:16:30.880000,50.025282,50.026319,50.026158,50.025919666666674,197,1440
2022-01-23 20:16:30.900000,50.025477,50.02624,50.025559,50.02575866666666,197,1440
2022-01-23 20:16:30.920000,50.02644,50.026069,50.026014,50.02617433333334,197,1440
2022-01-23 20:16:30.940000,50.026084,50.026273,50.026526,50.02629433333333,197,1440
