Time Stamp,CL_Concepción_UDEC,CL_Copiapó_UDA,CL_Santiago_UTEM,CIO,Potencia,Inicio
2022-05-10 03:52:59.120000,49.973125,49.971097,49.970836,49.971686,73,1695
2022-05-10 03:52:59.140000,49.974722,49.97388,49.973794,49.974132,73,1695
2022-05-10 03:52:59.160000,49.976731,49.974096,49.975178,49.975335,73,1695
2022-05-10 03:52:59.180000,49.976932,49.973375,49.975468,49.97525833333333,73,1695
2022-05-10 03:52:59.200000,49.97603,49.974418,49.976115,49.97552099999999,73,1695
2022-05-10 03:52:59.220000,49.975042,49.974163,49.973678,49.97429433333334,73,1695
2022-05-10 03:52:59.240000,49.974494,49.973009,49.97118,49.97289433333333,73,1695
2022-05-10 03:52:59.260000,49.975579,49.974143,49.974189,49.974637,73,1695
2022-05-10 03:52:59.280000,49.976808,49.975635,49.977355,49.97659933333333,73,1695
2022-05-10 03:52:59.300000,49.975726,49.974259,49.97591,49.975298333333335,73,1695
2022-05-10 03:52:59.320000,49.974617,49.971647,49.972898,49.973054,73,1695
2022-05-10 03:52:59.340000,49.974602,49.971184,49.971643,49.97247633333333,73,1695
2022-05-10 03:52:59.360000,49.973977,49.973732,49.972807,49.97350533333334,73,1695
2022-05-10 03:52:59.380000,49.974495,49.976089,49.975767,49.97545033333333,73,1695
2022-05-10 03:52:59.400000,49.975135,49.975346,49.976907,49.975796,73,1695
2022-05-10 03:52:59.420000,49.972981,49.972887,49.973095,49.97298766666666,73,1695
2022-05-10 03:52:59.440000,49.971555,49.972829,49.970661,49.97168166666666,73,1695
2022-05-10 03:52:59.460000,49.971932,49.974415,49.972162,49.97283633333333,73,1695
2022-05-10 03:52:59.480000,49.97196,49.974766,49.973677,49.97346766666667,73,1695
2022-05-10 03:52:59.500000,49.97201,49.974354,49.97461,49.973658,73,1695
2022-05-10 03:52:59.520000,49.971923,49.973296,49.974248,49.97315566666666,73,1695
2022-05-10 03:52:59.540000,49.971561,49.972069,49.971854,49.971827999999995,73,1695
2022-05-10 03:52:59.560000,49.972341,49.972668,49.971029,49.97201266666667,73,1695
2022-05-10 03:52:59.580000,49.973289,49.974269,49.973169,49.97357566666667,73,1695
2022-05-10 03:52:59.600000,49.972123,49.974154,49.973825,49.973367333333336,73,1695
2022-05-10 03:52:59.620000,49.971092,49.973004,49.972412,49.97216933333333,73,1695
2022-05-10 03:52:59.640000,49.971913,49.973069,49.97229,49.97242400000001,73,1695
2022-05-10 03:52:59.660000,49.972446,49.974161,49.973131,49.973245999999996,73,1695
2022-05-10 03:52:59.680000,49.97215,49.974457,49.973136,49.97324766666666,73,1695
2022-05-10 03:52:59.700000,49.971584,49.97313,49.971927,49.97221366666667,73,1695
2022-05-10 03:52:59.720000,49.969989,49.971282,49.969104,49.970124999999996,73,1695
2022-05-10 03:52:59.740000,49.968097,49.971316,49.968452,49.96928833333334,73,1695
2022-05-10 03:52:59.760000,49.968654,49.972735,49.971644,49.971011,73,1695
2022-05-10 03:52:59.780000,49.970361,49.972852,49.973039,49.972083999999995,73,1695
2022-05-10 03:52:59.800000,49.97129,49.97319,49.97239,49.972289999999994,73,1695
2022-05-10 03:52:59.820000,49.971198,49.973704,49.971722,49.972208,73,1695
2022-05-10 03:52:59.840000,49.970235,49.97318,49.97081,49.97140833333333,73,1695
2022-05-10 03:52:59.860000,49.970406,49.973323,49.971866,49.971865,73,1695
2022-05-10 03:52:59.880000,49.971208,49.974111,49.971811,49.97237666666666,73,1695
2022-05-10 03:52:59.900000,49.97069,49.974061,49.969854,49.971534999999996,73,1695
2022-05-10 03:52:59.920000,49.970335,49.972912,49.970364,49.97120366666667,73,1695
2022-05-10 03:52:59.940000,49.971117,49.971385,49.971224,49.971242,73,1695
2022-05-10 03:52:59.960000,49.971408,49.97194,49.971128,49.97149199999999,73,1695
2022-05-10 03:52:59.980000,49.971505,49.973634,49.972524,49.972554333333335,73,1695
2022-05-10 03:53:00.000000,49.971134,49.972685,49.971288,49.971702333333326,73,1695
2022-05-10 03:53:00.020000,49.971025,49.970958,49.967502,49.96982833333333,73,1695
2022-05-10 03:53:00.040000,49.97206,49.971893,49.968137,49.97069666666666,73,1695
2022-05-10 03:53:00.060000,49.971919,49.973254,49.971097,49.97209,73,1695
2022-05-10 03:53:00.080000,49.971785,49.97349,49.972123,49.972466,73,1695
2022-05-10 03:53:00.100000,49.972492,49.973315,49.972184,49.97266366666667,73,1695
2022-05-10 03:53:00.120000,49.972239,49.971719,49.970732,49.971563333333336,73,1695
2022-05-10 03:53:00.140000,49.971236,49.970135,49.970261,49.970544,73,1695
2022-05-10 03:53:00.160000,49.970556,49.970639,49.971535,49.97091,73,1695
2022-05-10 03:53:00.180000,49.971097,49.972014,49.97232,49.97181033333334,73,1695
2022-05-10 03:53:00.200000,49.973135,49.972675,49.972887,49.972899000000005,73,1695
2022-05-10 03:53:00.220000,49.973273,49.97244,49.972669,49.972794,73,1695
2022-05-10 03:53:00.240000,49.971471,49.972315,49.972148,49.971978,73,1695
2022-05-10 03:53:00.260000,49.971092,49.973172,49.972118,49.97212733333333,73,1695
2022-05-10 03:53:00.280000,49.971344,49.973292,49.970241,49.97162566666666,73,1695
2022-05-10 03:53:00.300000,49.971655,49.972473,49.969532,49.971219999999995,73,1695
2022-05-10 03:53:00.320000,49.972584,49.973292,49.972445,49.97277366666666,73,1695
2022-05-10 03:53:00.340000,49.972468,49.973315,49.972984,49.97292233333334,73,1695
2022-05-10 03:53:00.360000,49.973325,49.97268,49.973824,49.97327633333333,73,1695
2022-05-10 03:53:00.380000,49.975594,49.972811,49.976148,49.974851,73,1695
2022-05-10 03:53:00.400000,49.974779,49.971787,49.973618,49.97339466666667,73,1695
2022-05-10 03:53:00.420000,49.972517,49.971314,49.970473,49.971434666666674,73,1695
2022-05-10 03:53:00.440000,49.97155,49.971501,49.969638,49.970896333333336,73,1695
2022-05-10 03:53:00.460000,49.97055,49.971459,49.969301,49.97043666666667,73,1695
2022-05-10 03:53:00.480000,49.970621,49.973185,49.971797,49.97186766666667,73,1695
2022-05-10 03:53:00.500000,49.97198,49.974209,49.975012,49.97373366666667,73,1695
2022-05-10 03:53:00.520000,49.972606,49.972297,49.974826,49.973243,73,1695
2022-05-10 03:53:00.540000,49.972338,49.971403,49.972803,49.97218133333333,73,1695
2022-05-10 03:53:00.560000,49.972489,49.972574,49.972009,49.97235733333334,73,1695
2022-05-10 03:53:00.580000,49.972059,49.971657,49.972711,49.97214233333333,73,1695
2022-05-10 03:53:00.600000,49.971401,49.968837,49.972293,49.97084366666667,73,1695
2022-05-10 03:53:00.620000,49.971843,49.968985,49.972182,49.971003333333336,73,1695
2022-05-10 03:53:00.640000,49.973129,49.971912,49.974011,49.97301733333333,73,1695
2022-05-10 03:53:00.660000,49.972604,49.972079,49.971906,49.97219633333333,73,1695
2022-05-10 03:53:00.680000,49.971368,49.971908,49.970615,49.971297,73,1695
2022-05-10 03:53:00.700000,49.971991,49.97381,49.975338,49.973713000000004,73,1695
2022-05-10 03:53:00.720000,49.971688,49.972866,49.974416,49.97299,73,1695
2022-05-10 03:53:00.740000,49.970887,49.970362,49.970244,49.97049766666667,73,1695
2022-05-10 03:53:00.760000,49.972234,49.97055,49.971389,49.971391000000004,73,1695
2022-05-10 03:53:00.780000,49.972254,49.97099,49.9721,49.97178133333333,73,1695
2022-05-10 03:53:00.800000,49.971075,49.970921,49.972066,49.971354,73,1695
2022-05-10 03:53:00.820000,49.97111,49.970241,49.972511,49.97128733333333,73,1695
2022-05-10 03:53:00.840000,49.971607,49.969773,49.972695,49.97135833333334,73,1695
2022-05-10 03:53:00.860000,49.97219,49.97094,49.973084,49.97207133333333,73,1695
2022-05-10 03:53:00.880000,49.972963,49.972297,49.973583,49.97294766666666,73,1695
2022-05-10 03:53:00.900000,49.973445,49.971986,49.973228,49.97288633333333,73,1695
2022-05-10 03:53:00.920000,49.973004,49.970644,49.971412,49.97168666666666,73,1695
2022-05-10 03:53:00.940000,49.97124,49.970051,49.969756,49.970349,73,1695
2022-05-10 03:53:00.960000,49.969987,49.969907,49.96932,49.96973800000001,73,1695
2022-05-10 03:53:00.980000,49.971306,49.97018,49.971188,49.97089133333333,73,1695
2022-05-10 03:53:01.000000,49.9728,49.970551,49.972763,49.972038,73,1695
2022-05-10 03:53:01.020000,49.972762,49.971032,49.973472,49.972421999999995,73,1695
2022-05-10 03:53:01.040000,49.972922,49.971138,49.973743,49.972601,73,1695
2022-05-10 03:53:01.060000,49.972754,49.969881,49.970941,49.971192,73,1695
2022-05-10 03:53:01.080000,49.971888,49.970617,49.968363,49.970289333333334,73,1695
2022-05-10 03:53:01.100000,49.972087,49.973324,49.970428,49.971946333333335,73,1695
2022-05-10 03:53:01.120000,49.973014,49.973244,49.97357,49.973276,73,1695
2022-05-10 03:53:01.140000,49.972987,49.970994,49.973229,49.97240333333334,73,1695
2022-05-10 03:53:01.160000,49.972594,49.9702,49.971512,49.971435333333325,73,1695
2022-05-10 03:53:01.180000,49.973053,49.970226,49.970767,49.971348666666664,73,1695
2022-05-10 03:53:01.200000,49.973834,49.970519,49.971167,49.97184000000001,73,1695
2022-05-10 03:53:01.220000,49.973095,49.971056,49.971092,49.971747666666666,73,1695
2022-05-10 03:53:01.240000,49.970984,49.969718,49.968349,49.96968366666667,73,1695
