Time Stamp,CL_Concepción_UDEC,CL_Curicó_UTALCA,CL_Santiago_UTEM,CIO,Potencia,Inicio
2022-01-27 00:49:00.000000,50.012389,50.011947,50.011341,50.01189233333334,144,1680
2022-01-27 00:49:00.020000,50.012389,50.011947,50.011341,50.01189233333334,144,1680
2022-01-27 00:49:00.040000,50.012579,50.011922,50.012354,50.012285,144,1680
2022-01-27 00:49:00.060000,50.01344,50.012947,50.013685,50.01335733333334,144,1680
2022-01-27 00:49:00.080000,50.013968,50.013731,50.013263,50.013654,144,1680
2022-01-27 00:49:00.100000,50.013935,50.013251,50.012887,50.01335766666667,144,1680
2022-01-27 00:49:00.120000,50.013496,50.012727,50.013235,50.01315266666666,144,1680
2022-01-27 00:49:00.140000,50.01299,50.013092,50.013169,50.01308366666667,144,1680
2022-01-27 00:49:00.160000,50.012967,50.01374,50.013116,50.013274333333335,144,1680
2022-01-27 00:49:00.180000,50.013227,50.014105,50.013655,50.013662333333336,144,1680
2022-01-27 00:49:00.200000,50.01232,50.014281,50.013894,50.01349833333333,144,1680
2022-01-27 00:49:00.220000,50.011916,50.014198,50.013623,50.01324566666667,144,1680
2022-01-27 00:49:00.240000,50.013602,50.013963,50.013167,50.01357733333333,144,1680
2022-01-27 00:49:00.260000,50.014589,50.014126,50.012986,50.01390033333333,144,1680
2022-01-27 00:49:00.280000,50.014263,50.014219,50.013247,50.01390966666667,144,1680
2022-01-27 00:49:00.300000,50.014097,50.013714,50.013597,50.01380266666666,144,1680
2022-01-27 00:49:00.320000,50.014301,50.013496,50.014016,50.01393766666666,144,1680
2022-01-27 00:49:00.340000,50.014272,50.013456,50.014078,50.013935333333336,144,1680
2022-01-27 00:49:00.360000,50.013541,50.012377,50.014037,50.01331833333333,144,1680
2022-01-27 00:49:00.380000,50.013383,50.012271,50.014082,50.01324533333334,144,1680
2022-01-27 00:49:00.400000,50.013857,50.013312,50.014039,50.013735999999994,144,1680
2022-01-27 00:49:00.420000,50.014379,50.013776,50.013608,50.013921,144,1680
