Time Stamp,CL_Concepción_UDEC,CL_Copiapó_UDA,CL_Curicó_UTALCA,CL_Santiago_USACH,CIO,Potencia,Inicio
2022-11-05 12:08:00.000000,50.112015,50.113713,50.111846,50.109573,50.11178675000001,116,3015
2022-11-05 12:08:00.020000,50.112015,50.113713,50.111846,50.109573,50.11178675000001,116,3015
2022-11-05 12:08:00.040000,50.112235,50.11244,50.111833,50.114501,50.11275224999999,116,3015
2022-11-05 12:08:00.060000,50.113508,50.111867,50.112225,50.110638,50.1120595,116,3015
2022-11-05 12:08:00.080000,50.113421,50.112787,50.11241,50.11326,50.1129695,116,3015
2022-11-05 12:08:00.100000,50.111171,50.113065,50.111711,50.113324,50.112317749999995,116,3015
2022-11-05 12:08:00.120000,50.110032,50.11201,50.110828,50.111454,50.111081,116,3015
2022-11-05 12:08:00.140000,50.111162,50.111865,50.111081,50.114009,50.112029250000006,116,3015
2022-11-05 12:08:00.160000,50.112931,50.112685,50.1121,50.112907,50.11265575,116,3015
2022-11-05 12:08:00.180000,50.113911,50.11256,50.112299,50.111546,50.112579000000004,116,3015
2022-11-05 12:08:00.200000,50.112513,50.112278,50.11205,50.115556,50.113099250000005,116,3015
2022-11-05 12:08:00.220000,50.110104,50.112967,50.111728,50.110158,50.11123925,116,3015
2022-11-05 12:08:00.240000,50.110477,50.113352,50.111571,50.111343,50.11168575,116,3015
2022-11-05 12:08:00.260000,50.112272,50.112186,50.112347,50.111704,50.11212725,116,3015
2022-11-05 12:08:00.280000,50.111079,50.110375,50.113088,50.109111,50.110913249999996,116,3015
2022-11-05 12:08:00.300000,50.110476,50.110096,50.112342,50.1135,50.1116035,116,3015
2022-11-05 12:08:00.320000,50.112206,50.111518,50.111589,50.112362,50.11191875,116,3015
2022-11-05 12:08:00.340000,50.112327,50.113047,50.111642,50.110981,50.111999250000004,116,3015
2022-11-05 12:08:00.360000,50.112223,50.112972,50.111529,50.114473,50.11279925,116,3015
2022-11-05 12:08:00.380000,50.113278,50.111722,50.111387,50.108962,50.11133725,116,3015
2022-11-05 12:08:00.400000,50.111795,50.110495,50.111358,50.112972,50.111655,116,3015
2022-11-05 12:08:00.420000,50.10939,50.109487,50.111348,50.111556,50.11044525,116,3015
2022-11-05 12:08:00.440000,50.110237,50.109756,50.111898,50.109398,50.110322249999996,116,3015
2022-11-05 12:08:00.460000,50.11294,50.111154,50.113034,50.112093,50.112305250000006,116,3015
2022-11-05 12:08:00.480000,50.113984,50.111147,50.113432,50.108166,50.11168225,116,3015
2022-11-05 12:08:00.500000,50.112185,50.110009,50.112476,50.112241,50.11172775,116,3015
2022-11-05 12:08:00.520000,50.11071,50.110227,50.111541,50.112362,50.11120999999999,116,3015
2022-11-05 12:08:00.540000,50.111215,50.111467,50.111712,50.108907,50.11082524999999,116,3015
2022-11-05 12:08:00.560000,50.112867,50.111397,50.112215,50.111787,50.1120665,116,3015
2022-11-05 12:08:00.580000,50.11676,50.11068,50.111934,50.111138,50.112628,116,3015
2022-11-05 12:08:00.600000,50.119873,50.111065,50.111198,50.110635,50.11319275,116,3015
2022-11-05 12:08:00.620000,50.117919,50.111163,50.110639,50.113625,50.1133365,116,3015
2022-11-05 12:08:00.640000,50.115097,50.109583,50.110523,50.110166,50.11134225,116,3015
2022-11-05 12:08:00.660000,50.114881,50.108282,50.110695,50.110722,50.111145,116,3015
2022-11-05 12:08:00.680000,50.1143,50.108404,50.110913,50.106528,50.11003625,116,3015
2022-11-05 12:08:00.700000,50.112653,50.108421,50.110965,50.109991,50.110507500000004,116,3015
2022-11-05 12:08:00.720000,50.111829,50.10798,50.110687,50.112787,50.110820749999995,116,3015
2022-11-05 12:08:00.740000,50.110486,50.108873,50.110685,50.109861,50.109976249999995,116,3015
2022-11-05 12:08:00.760000,50.108191,50.11013,50.111006,50.109583,50.109727500000005,116,3015
2022-11-05 12:08:00.780000,50.106933,50.110445,50.111127,50.110843,50.109837,116,3015
2022-11-05 12:08:00.800000,50.107317,50.110612,50.110592,50.108537,50.109264499999995,116,3015
2022-11-05 12:08:00.820000,50.106586,50.110829,50.10977,50.112139,50.109831,116,3015
2022-11-05 12:08:00.840000,50.104303,50.110194,50.109209,50.110686,50.108598,116,3015
2022-11-05 12:08:00.860000,50.104694,50.108907,50.109331,50.108278,50.107802500000005,116,3015
2022-11-05 12:08:00.880000,50.10864,50.108709,50.109438,50.112231,50.1097545,116,3015
2022-11-05 12:08:00.900000,50.111562,50.10929,50.108832,50.109602,50.1098215,116,3015
