Time Stamp,CL_Concepción_UDEC,CL_Copiapó_UDA,CL_Curicó_UTALCA,CL_Santiago_UTEM,CIO,Potencia,Inicio
2022-03-25 20:00:00.000000,49.942847,49.942898,49.942756,49.943528,49.94300725000001,270,3045
2022-03-25 20:00:00.020000,49.942847,49.942898,49.942756,49.943528,49.94300725000001,270,3045
2022-03-25 20:00:00.040000,49.94274,49.942898,49.943464,49.943639,49.94318525,270,3045
2022-03-25 20:00:00.060000,49.942912,49.943037,49.944005,49.943063,49.943254249999995,270,3045
2022-03-25 20:00:00.080000,49.94317,49.942931,49.944296,49.942842,49.94330975,270,3045
2022-03-25 20:00:00.100000,49.943816,49.942546,49.944665,49.943232,49.94356475,270,3045
2022-03-25 20:00:00.120000,49.944728,49.942986,49.944962,49.943411,49.94402175,270,3045
2022-03-25 20:00:00.140000,49.944778,49.944037,49.945032,49.943283,49.9442825,270,3045
2022-03-25 20:00:00.160000,49.943861,49.944565,49.944598,49.943784,49.944202,270,3045
2022-03-25 20:00:00.180000,49.942981,49.944723,49.943468,49.944481,49.94391325,270,3045
2022-03-25 20:00:00.200000,49.943422,49.944973,49.942764,49.9453,49.944114750000004,270,3045
2022-03-25 20:00:00.220000,49.944431,49.944703,49.942708,49.945157,49.94424975,270,3045
2022-03-25 20:00:00.240000,49.94387,49.94318,49.942281,49.942495,49.9429565,270,3045
2022-03-25 20:00:00.260000,49.942661,49.942908,49.942187,49.940851,49.94215175,270,3045
2022-03-25 20:00:00.280000,49.942699,49.943865,49.942626,49.942323,49.94287824999999,270,3045
2022-03-25 20:00:00.300000,49.942602,49.943353,49.942858,49.943027,49.94296,270,3045
2022-03-25 20:00:00.320000,49.942328,49.942356,49.94297,49.941757,49.94235275,270,3045
2022-03-25 20:00:00.340000,49.942954,49.943235,49.94329,49.942045,49.942881,270,3045
2022-03-25 20:00:00.360000,49.943455,49.944314,49.943599,49.944005,49.94384325,270,3045
2022-03-25 20:00:00.380000,49.943283,49.943361,49.943352,49.944009,49.94350125,270,3045
2022-03-25 20:00:00.400000,49.943296,49.942264,49.942922,49.942758,49.94281,270,3045
2022-03-25 20:00:00.420000,49.943171,49.942593,49.943129,49.942013,49.9427265,270,3045
2022-03-25 20:00:00.440000,49.942239,49.942695,49.94364,49.941686,49.942565,270,3045
2022-03-25 20:00:00.460000,49.942174,49.941921,49.943414,49.94232,49.94245725,270,3045
2022-03-25 20:00:00.480000,49.943544,49.942579,49.942737,49.944024,49.943220999999994,270,3045
2022-03-25 20:00:00.500000,49.944196,49.944398,49.942665,49.945488,49.94418675,270,3045
2022-03-25 20:00:00.520000,49.943435,49.944782,49.942685,49.944365,49.943816749999996,270,3045
2022-03-25 20:00:00.540000,49.942305,49.943856,49.942333,49.94114,49.94240849999999,270,3045
2022-03-25 20:00:00.560000,49.942106,49.943509,49.941942,49.940506,49.94201575,270,3045
2022-03-25 20:00:00.580000,49.942499,49.943459,49.941803,49.941992,49.942438249999995,270,3045
2022-03-25 20:00:00.600000,49.943394,49.943278,49.941933,49.942642,49.942811750000004,270,3045
2022-03-25 20:00:00.620000,49.943658,49.943564,49.94249,49.942282,49.9429985,270,3045
2022-03-25 20:00:00.640000,49.942695,49.943606,49.942826,49.941925,49.942763,270,3045
2022-03-25 20:00:00.660000,49.94243,49.942736,49.942674,49.941728,49.942392,270,3045
2022-03-25 20:00:00.680000,49.942639,49.942491,49.942658,49.942346,49.942533499999996,270,3045
2022-03-25 20:00:00.700000,49.942694,49.943394,49.942581,49.943539,49.943051999999994,270,3045
2022-03-25 20:00:00.720000,49.943121,49.943652,49.942552,49.944061,49.943346500000004,270,3045
2022-03-25 20:00:00.740000,49.943672,49.94274,49.942768,49.943772,49.943238,270,3045
2022-03-25 20:00:00.760000,49.943601,49.942612,49.943209,49.943383,49.94320125,270,3045
2022-03-25 20:00:00.780000,49.942999,49.943588,49.943418,49.942923,49.943232,270,3045
2022-03-25 20:00:00.800000,49.942362,49.943806,49.943316,49.942608,49.943023000000004,270,3045
2022-03-25 20:00:00.820000,49.942199,49.943038,49.94349,49.943281,49.94300200000001,270,3045
2022-03-25 20:00:00.840000,49.942818,49.942546,49.944144,49.943936,49.943361,270,3045
2022-03-25 20:00:00.860000,49.943864,49.94312,49.944677,49.944091,49.943938,270,3045
2022-03-25 20:00:00.880000,49.94391,49.943551,49.944243,49.943559,49.94381575,270,3045
2022-03-25 20:00:00.900000,49.942953,49.942754,49.943328,49.942198,49.94280825,270,3045
2022-03-25 20:00:00.920000,49.942912,49.942412,49.943457,49.941531,49.942578,270,3045
2022-03-25 20:00:00.940000,49.943458,49.942764,49.944302,49.942463,49.94324675,270,3045
2022-03-25 20:00:00.960000,49.943152,49.941972,49.94443,49.943038,49.943147999999994,270,3045
2022-03-25 20:00:00.980000,49.942884,49.941652,49.94366,49.942787,49.94274575,270,3045
2022-03-25 20:00:01.000000,49.942732,49.942787,49.943187,49.942402,49.94277700000001,270,3045
2022-03-25 20:00:01.020000,49.942625,49.943158,49.94278,49.942717,49.94282,270,3045
2022-03-25 20:00:01.040000,49.942537,49.942343,49.942195,49.943531,49.942651500000004,270,3045
2022-03-25 20:00:01.060000,49.942778,49.941986,49.941719,49.943656,49.94253475,270,3045
2022-03-25 20:00:01.080000,49.943347,49.94244,49.942502,49.942617,49.94272649999999,270,3045
2022-03-25 20:00:01.100000,49.943615,49.942125,49.943428,49.941644,49.942702999999995,270,3045
2022-03-25 20:00:01.120000,49.942986,49.941111,49.943029,49.941767,49.94222325,270,3045
2022-03-25 20:00:01.140000,49.942139,49.941546,49.94236,49.942827,49.942218,270,3045
2022-03-25 20:00:01.160000,49.941436,49.943268,49.942622,49.943785,49.94277775,270,3045
2022-03-25 20:00:01.180000,49.941536,49.943088,49.942592,49.943079,49.942573749999994,270,3045
2022-03-25 20:00:01.200000,49.942389,49.941601,49.940371,49.9415,49.94146525,270,3045
2022-03-25 20:00:01.220000,49.942421,49.941639,49.937125,49.940136,49.94033025,270,3045
2022-03-25 20:00:01.240000,49.941727,49.942287,49.936618,49.939518,49.9400375,270,3045
2022-03-25 20:00:01.260000,49.941372,49.942268,49.938808,49.940061,49.940627250000006,270,3045
2022-03-25 20:00:01.280000,49.941097,49.94212,49.941145,49.940925,49.94132175,270,3045
2022-03-25 20:00:01.300000,49.940921,49.942047,49.943623,49.941667,49.9420645,270,3045
2022-03-25 20:00:01.320000,49.941247,49.94193,49.945679,49.94268,49.94288399999999,270,3045
2022-03-25 20:00:01.340000,49.941559,49.941736,49.945519,49.943098,49.942978,270,3045
2022-03-25 20:00:01.360000,49.941519,49.941435,49.943619,49.941667,49.94206,270,3045
2022-03-25 20:00:01.380000,49.941468,49.941861,49.941628,49.940545,49.94137550000001,270,3045
2022-03-25 20:00:01.400000,49.941403,49.942125,49.940473,49.940869,49.9412175,270,3045
