Time Stamp,CL_Concepción_UDEC,CL_Copiapó_UDA,CL_Curicó_UTALCA,CL_Santiago_USACH,CL_Santiago_UTEM,CIO,Potencia,Inicio
2022-06-09 03:21:00.000000,49.948909,49.948049,49.948095,49.944273,49.947549,49.94737500000001,108,3225
2022-06-09 03:21:00.020000,49.948909,49.948049,49.948095,49.944273,49.947549,49.94737500000001,108,3225
2022-06-09 03:21:00.040000,49.948874,49.947029,49.947832,49.951384,49.947424,49.948508600000004,108,3225
2022-06-09 03:21:00.060000,49.94867,49.94639,49.947885,49.948486,49.947284,49.947742999999996,108,3225
2022-06-09 03:21:00.080000,49.948862,49.947074,49.948901,49.945425,49.948837,49.947819800000005,108,3225
2022-06-09 03:21:00.100000,49.949556,49.94831,49.949675,49.9522,49.950186,49.949985399999996,108,3225
2022-06-09 03:21:00.120000,49.949485,49.948584,49.949838,49.946412,49.949091,49.948682000000005,108,3225
2022-06-09 03:21:00.140000,49.949889,49.950162,49.950939,49.950681,49.950704,49.950475,108,3225
2022-06-09 03:21:00.160000,49.950108,49.950171,49.950344,49.95068,49.951098,49.9504802,108,3225
2022-06-09 03:21:00.180000,49.949208,49.948411,49.947874,49.941694,49.946944,49.94682619999999,108,3225
2022-06-09 03:21:00.200000,49.948995,49.948357,49.947222,49.949148,49.945856,49.9479156,108,3225
2022-06-09 03:21:00.220000,49.948226,49.947247,49.946838,49.947241,49.946392,49.9471888,108,3225
2022-06-09 03:21:00.240000,49.947198,49.946177,49.946463,49.947917,49.946062,49.946763399999995,108,3225
2022-06-09 03:21:00.260000,49.947603,49.947139,49.947091,49.948194,49.9468,49.9473654,108,3225
2022-06-09 03:21:00.280000,49.948649,49.948569,49.948556,49.948176,49.949247,49.948639400000005,108,3225
2022-06-09 03:21:00.300000,49.949369,49.948361,49.949458,49.952634,49.95084,49.9501324,108,3225
2022-06-09 03:21:00.320000,49.949148,49.948008,49.94935,49.94613,49.950305,49.9485882,108,3225
2022-06-09 03:21:00.340000,49.949227,49.949343,49.949675,49.952083,49.95098,49.95026160000001,108,3225
2022-06-09 03:21:00.360000,49.949324,49.949505,49.949528,49.953611,49.951183,49.9506302,108,3225
2022-06-09 03:21:00.380000,49.947876,49.947041,49.947632,49.946236,49.947663,49.9472896,108,3225
2022-06-09 03:21:00.400000,49.946366,49.946329,49.946526,49.941699,49.945492,49.9452824,108,3225
2022-06-09 03:21:00.420000,49.94677,49.9478,49.947288,49.949843,49.947427,49.9478256,108,3225
2022-06-09 03:21:00.440000,49.947339,49.946462,49.947297,49.942648,49.947155,49.9461802,108,3225
2022-06-09 03:21:00.460000,49.946963,49.945306,49.946625,49.947366,49.945894,49.946430799999995,108,3225
2022-06-09 03:21:00.480000,49.946243,49.946111,49.946284,49.951361,49.946315,49.9472628,108,3225
2022-06-09 03:21:00.500000,49.945809,49.945685,49.945885,49.942796,49.945642,49.9451634,108,3225
2022-06-09 03:21:00.520000,49.946093,49.945485,49.946121,49.9482,49.945928,49.9463654,108,3225
2022-06-09 03:21:00.540000,49.947084,49.947898,49.947575,49.947048,49.948509,49.9476228,108,3225
2022-06-09 03:21:00.560000,49.947337,49.949236,49.947898,49.948902,49.947746,49.9482238,108,3225
2022-06-09 03:21:00.580000,49.946773,49.947755,49.9472,49.942376,49.94525,49.9458708,108,3225
2022-06-09 03:21:00.600000,49.946718,49.94727,49.947138,49.950818,49.946417,49.9476722,108,3225
2022-06-09 03:21:00.620000,49.946552,49.947232,49.946722,49.945993,49.947827,49.9468652,108,3225
2022-06-09 03:21:00.640000,49.945976,49.946824,49.946786,49.946359,49.94767,49.946723,108,3225
2022-06-09 03:21:00.660000,49.946865,49.94762,49.94838,49.949449,49.949212,49.94830520000001,108,3225
2022-06-09 03:21:00.680000,49.947667,49.947077,49.949279,49.95058,49.949659,49.9488524,108,3225
2022-06-09 03:21:00.700000,49.946708,49.945525,49.947502,49.942079,49.945828,49.94552840000001,108,3225
2022-06-09 03:21:00.720000,49.945577,49.945969,49.94608,49.9461,49.943794,49.945504,108,3225
2022-06-09 03:21:00.740000,49.945504,49.947317,49.94587,49.946554,49.946024,49.946253799999994,108,3225
2022-06-09 03:21:00.760000,49.945542,49.947435,49.94511,49.946657,49.946241,49.946197,108,3225
2022-06-09 03:21:00.780000,49.944845,49.947622,49.944007,49.942327,49.944095,49.94457920000001,108,3225
2022-06-09 03:21:00.800000,49.945263,49.947975,49.944787,49.947233,49.945206,49.946092799999995,108,3225
2022-06-09 03:21:00.820000,49.945974,49.946449,49.9461,49.950573,49.946748,49.9471688,108,3225
2022-06-09 03:21:00.840000,49.945828,49.945209,49.947022,49.94681,49.947121,49.946398,108,3225
2022-06-09 03:21:00.860000,49.946955,49.946619,49.948509,49.952896,49.950598,49.949115400000004,108,3225
2022-06-09 03:21:00.880000,49.947345,49.94617,49.948381,49.950017,49.951115,49.94860560000001,108,3225
2022-06-09 03:21:00.900000,49.944649,49.943182,49.945274,49.940262,49.945037,49.943680799999996,108,3225
2022-06-09 03:21:00.920000,49.942984,49.943694,49.94361,49.941529,49.941523,49.942668,108,3225
2022-06-09 03:21:00.940000,49.944112,49.94626,49.944999,49.948481,49.944642,49.9456988,108,3225
2022-06-09 03:21:00.960000,49.9456,49.946682,49.946304,49.947087,49.947507,49.946636,108,3225
2022-06-09 03:21:00.980000,49.945915,49.946723,49.946668,49.942897,49.947333,49.94590720000001,108,3225
2022-06-09 03:21:01.000000,49.945537,49.946978,49.946021,49.942933,49.945586,49.945411,108,3225
2022-06-09 03:21:01.020000,49.944696,49.946068,49.944372,49.941787,49.94342,49.944068599999994,108,3225
2022-06-09 03:21:01.040000,49.944853,49.945019,49.943936,49.943061,49.943366,49.944047,108,3225
2022-06-09 03:21:01.060000,49.94564,49.94538,49.944394,49.946125,49.944612,49.945230200000005,108,3225
2022-06-09 03:21:01.080000,49.945494,49.945965,49.944158,49.943875,49.943965,49.944691399999996,108,3225
2022-06-09 03:21:01.100000,49.944597,49.944985,49.944157,49.94249,49.943826,49.944011,108,3225
2022-06-09 03:21:01.120000,49.944584,49.944492,49.944989,49.947378,49.945556,49.9453998,108,3225
2022-06-09 03:21:01.140000,49.94517,49.945152,49.945483,49.948197,49.946242,49.94604879999999,108,3225
2022-06-09 03:21:01.160000,49.944993,49.94475,49.944972,49.945154,49.945506,49.945074999999996,108,3225
2022-06-09 03:21:01.180000,49.944083,49.943392,49.943685,49.940124,49.943639,49.9429846,108,3225
2022-06-09 03:21:01.200000,49.943872,49.943296,49.943054,49.940963,49.94232,49.942701,108,3225
2022-06-09 03:21:01.220000,49.943936,49.944658,49.943414,49.945013,49.943226,49.9440494,108,3225
2022-06-09 03:21:01.240000,49.943296,49.945341,49.943908,49.944311,49.944476,49.9442664,108,3225
2022-06-09 03:21:01.260000,49.943088,49.944767,49.944056,49.950684,49.944185,49.945356,108,3225
2022-06-09 03:21:01.280000,49.944368,49.944747,49.945279,49.943898,49.944971,49.9446526,108,3225
2022-06-09 03:21:01.300000,49.946588,49.945456,49.946973,49.949421,49.948682,49.947424,108,3225
2022-06-09 03:21:01.320000,49.946095,49.943504,49.945414,49.943763,49.946274,49.94501,108,3225
2022-06-09 03:21:01.340000,49.944104,49.942046,49.942692,49.934849,49.941239,49.940985999999995,108,3225
2022-06-09 03:21:01.360000,49.944151,49.944353,49.943467,49.945446,49.942832,49.9440498,108,3225
2022-06-09 03:21:01.380000,49.944788,49.946101,49.945214,49.951952,49.94515,49.946641,108,3225
2022-06-09 03:21:01.400000,49.944954,49.945755,49.946298,49.943752,49.945362,49.9452242,108,3225
2022-06-09 03:21:01.420000,49.945271,49.945188,49.946775,49.946797,49.946026,49.946011399999996,108,3225
2022-06-09 03:21:01.440000,49.945142,49.944273,49.945504,49.942618,49.944651,49.9444376,108,3225
2022-06-09 03:21:01.460000,49.944447,49.943234,49.943884,49.943358,49.941252,49.943235,108,3225
2022-06-09 03:21:01.480000,49.944728,49.944341,49.944542,49.9383,49.943246,49.94303140000001,108,3225
2022-06-09 03:21:01.500000,49.945939,49.945557,49.945718,49.950827,49.947609,49.94713,108,3225
2022-06-09 03:21:01.520000,49.945352,49.944702,49.945039,49.946007,49.946591,49.9455382,108,3225
2022-06-09 03:21:01.540000,49.944122,49.944079,49.944198,49.944435,49.943632,49.944093200000005,108,3225
2022-06-09 03:21:01.560000,49.943637,49.9436,49.944249,49.942644,49.9425,49.943326,108,3225
2022-06-09 03:21:01.580000,49.943689,49.94382,49.944844,49.941537,49.943708,49.9435196,108,3225
2022-06-09 03:21:01.600000,49.944264,49.945002,49.944951,49.947894,49.945056,49.9454334,108,3225
2022-06-09 03:21:01.620000,49.944811,49.944743,49.943965,49.943056,49.944566,49.9442282,108,3225
2022-06-09 03:21:01.640000,49.944581,49.943679,49.943197,49.942852,49.943403,49.9435424,108,3225
2022-06-09 03:21:01.660000,49.944626,49.943969,49.943252,49.945333,49.943632,49.9441624,108,3225
2022-06-09 03:21:01.680000,49.944571,49.943895,49.94311,49.944574,49.943139,49.943857799999996,108,3225
2022-06-09 03:21:01.700000,49.943649,49.942732,49.942391,49.940449,49.941755,49.9421952,108,3225
2022-06-09 03:21:01.720000,49.943523,49.943045,49.943282,49.946653,49.943107,49.943922,108,3225
2022-06-09 03:21:01.740000,49.944331,49.944629,49.94445,49.944736,49.945208,49.944670800000004,108,3225
2022-06-09 03:21:01.760000,49.944604,49.944013,49.943834,49.941954,49.945217,49.9439244,108,3225
2022-06-09 03:21:01.780000,49.943886,49.942273,49.942306,49.944695,49.943275,49.943287,108,3225
2022-06-09 03:21:01.800000,49.942917,49.941847,49.941528,49.940291,49.941413,49.9415992,108,3225
2022-06-09 03:21:01.820000,49.943051,49.943616,49.942806,49.942912,49.942821,49.943041199999996,108,3225
2022-06-09 03:21:01.840000,49.943116,49.944325,49.943712,49.942208,49.943859,49.943444,108,3225
2022-06-09 03:21:01.860000,49.943119,49.943366,49.94291,49.94194,49.94204,49.942674999999994,108,3225
2022-06-09 03:21:01.880000,49.943448,49.943356,49.942326,49.94462,49.941693,49.943088599999996,108,3225
2022-06-09 03:21:01.900000,49.943107,49.943579,49.9425,49.942491,49.942533,49.942842,108,3225
2022-06-09 03:21:01.920000,49.942879,49.942726,49.943074,49.944977,49.943703,49.9434718,108,3225
2022-06-09 03:21:01.940000,49.942814,49.94131,49.942988,49.944727,49.94335,49.9430378,108,3225
2022-06-09 03:21:01.960000,49.943468,49.941698,49.943753,49.939167,49.944071,49.9424314,108,3225
2022-06-09 03:21:01.980000,49.944201,49.942722,49.945031,49.94781,49.945697,49.9450922,108,3225
2022-06-09 03:21:02.000000,49.943112,49.941677,49.943599,49.94369,49.942567,49.942929,108,3225
2022-06-09 03:21:02.020000,49.941014,49.940535,49.941595,49.934102,49.937931,49.9390354,108,3225
2022-06-09 03:21:02.040000,49.940109,49.941315,49.941138,49.938203,49.937961,49.9397452,108,3225
