Time Stamp,CL_Concepción_UDEC,CL_Copiapó_UDA,CL_Curicó_UTALCA,CL_Santiago_UTEM,CIO,Potencia,Inicio
2022-08-06 05:30:50.000000,49.993273,49.99656,49.994857,49.994339,49.99475725,212,2610
2022-08-06 05:30:50.020000,49.993273,49.99656,49.994857,49.994339,49.99475725,212,2610
2022-08-06 05:30:50.040000,49.993839,49.994672,49.994631,49.994287,49.99435724999999,212,2610
2022-08-06 05:30:50.060000,49.994407,49.993736,49.994307,49.994223,49.99416825,212,2610
2022-08-06 05:30:50.080000,49.994218,49.992987,49.994189,49.993904,49.9938245,212,2610
2022-08-06 05:30:50.100000,49.994023,49.991393,49.993803,49.993705,49.993231,212,2610
2022-08-06 05:30:50.120000,49.993759,49.990454,49.993279,49.993503,49.99274875,212,2610
2022-08-06 05:30:50.140000,49.993172,49.990898,49.992792,49.993038,49.992475,212,2610
2022-08-06 05:30:50.160000,49.992496,49.991889,49.992355,49.992623,49.992340750000004,212,2610
2022-08-06 05:30:50.180000,49.992737,49.992728,49.991945,49.992426,49.992459000000004,212,2610
2022-08-06 05:30:50.200000,49.99375,49.993918,49.992282,49.992435,49.99309625,212,2610
2022-08-06 05:30:50.220000,49.993768,49.995594,49.992863,49.99299,49.99380375,212,2610
2022-08-06 05:30:50.240000,49.992499,49.995329,49.993065,49.993691,49.993646,212,2610
2022-08-06 05:30:50.260000,49.992394,49.993204,49.992541,49.993251,49.992847499999996,212,2610
2022-08-06 05:30:50.280000,49.993366,49.992291,49.991972,49.992533,49.992540500000004,212,2610
2022-08-06 05:30:50.300000,49.993417,49.992672,49.991876,49.992358,49.992580749999995,212,2610
2022-08-06 05:30:50.320000,49.992496,49.992472,49.992412,49.992589,49.992492250000005,212,2610
2022-08-06 05:30:50.340000,49.991755,49.99068,49.992341,49.99256,49.991834,212,2610
2022-08-06 05:30:50.360000,49.991577,49.990621,49.991603,49.99198,49.99144525,212,2610
2022-08-06 05:30:50.380000,49.99193,49.992963,49.991656,49.991776,49.99208125,212,2610
2022-08-06 05:30:50.400000,49.992297,49.99381,49.992437,49.992039,49.99264575,212,2610
2022-08-06 05:30:50.420000,49.992523,49.993926,49.99293,49.992003,49.9928455,212,2610
2022-08-06 05:30:50.440000,49.992625,49.994736,49.992634,49.992164,49.99303975,212,2610
2022-08-06 05:30:50.460000,49.991963,49.994107,49.991719,49.991814,49.99240075,212,2610
2022-08-06 05:30:50.480000,49.991139,49.991148,49.991146,49.991148,49.99114525,212,2610
2022-08-06 05:30:50.500000,49.990787,49.989621,49.991431,49.991348,49.99079675,212,2610
2022-08-06 05:30:50.520000,49.990361,49.991088,49.991676,49.991554,49.99116975,212,2610
2022-08-06 05:30:50.540000,49.990495,49.991588,49.991589,49.991083,49.99118875,212,2610
2022-08-06 05:30:50.560000,49.99112,49.990783,49.991526,49.991041,49.9911175,212,2610
