Time Stamp,CL_Concepción_UDEC,CL_Copiapó_UDA,CL_Curicó_UTALCA,CL_Santiago_USACH,CIO,Potencia,Inicio
2022-10-24 20:45:00.000000,49.860482,49.858417,49.861543,49.861713,49.86053875,125,3030
2022-10-24 20:45:00.020000,49.860482,49.858417,49.861543,49.861713,49.86053875,125,3030
2022-10-24 20:45:00.040000,49.860417,49.85674,49.861236,49.857815,49.859052000000005,125,3030
2022-10-24 20:45:00.060000,49.861159,49.857564,49.861477,49.859991,49.86004775000001,125,3030
2022-10-24 20:45:00.080000,49.861674,49.858231,49.861132,49.86151,49.860636750000005,125,3030
2022-10-24 20:45:00.100000,49.861055,49.857709,49.859663,49.860722,49.85978725,125,3030
2022-10-24 20:45:00.120000,49.86147,49.859004,49.859695,49.854778,49.858736750000006,125,3030
2022-10-24 20:45:00.140000,49.862478,49.859338,49.860424,49.858898,49.860284500000006,125,3030
2022-10-24 20:45:00.160000,49.861847,49.858361,49.859494,49.856825,49.85913175,125,3030
2022-10-24 20:45:00.180000,49.861051,49.860541,49.859489,49.857101,49.8595455,125,3030
2022-10-24 20:45:00.200000,49.861028,49.861875,49.860489,49.866945,49.86258425,125,3030
2022-10-24 20:45:00.220000,49.860973,49.86126,49.860646,49.862638,49.86137925,125,3030
2022-10-24 20:45:00.240000,49.860852,49.860917,49.859649,49.861297,49.86067875,125,3030
2022-10-24 20:45:00.260000,49.860462,49.858583,49.858274,49.856347,49.8584165,125,3030
2022-10-24 20:45:00.280000,49.861,49.856852,49.859183,49.859694,49.859182249999996,125,3030
2022-10-24 20:45:00.300000,49.861751,49.855689,49.860715,49.859315,49.8593675,125,3030
2022-10-24 20:45:00.320000,49.860551,49.855208,49.860335,49.858621,49.858678749999996,125,3030
2022-10-24 20:45:00.340000,49.859439,49.858023,49.860064,49.860407,49.859483250000004,125,3030
2022-10-24 20:45:00.360000,49.859432,49.86007,49.859571,49.862811,49.860471,125,3030
2022-10-24 20:45:00.380000,49.859158,49.859533,49.858463,49.857625,49.85869475,125,3030
2022-10-24 20:45:00.400000,49.859182,49.858995,49.858004,49.857903,49.858520999999996,125,3030
2022-10-24 20:45:00.420000,49.859536,49.859666,49.858268,49.857222,49.858673,125,3030
2022-10-24 20:45:00.440000,49.861137,49.861795,49.859482,49.864032,49.8616115,125,3030
2022-10-24 20:45:00.460000,49.862183,49.861364,49.860547,49.861412,49.8613765,125,3030
2022-10-24 20:45:00.480000,49.859324,49.857665,49.858843,49.86333,49.859790499999995,125,3030
2022-10-24 20:45:00.500000,49.855242,49.857214,49.856703,49.84511,49.853567250000005,125,3030
2022-10-24 20:45:00.520000,49.85487,49.85936,49.857229,49.860007,49.8578665,125,3030
2022-10-24 20:45:00.540000,49.85729,49.858686,49.858841,49.859461,49.8585695,125,3030
2022-10-24 20:45:00.560000,49.859223,49.857758,49.859767,49.860289,49.85925925,125,3030
2022-10-24 20:45:00.580000,49.860071,49.859244,49.860028,49.85804,49.85934575,125,3030
