Time Stamp,CL_Copiapó_UDA,CL_Curicó_UTALCA,CL_Santiago_USACH,CIO,Potencia,Inicio
2023-02-05 22:20:50.000000,50.005172,50.00496,50.005111,50.005081,146,2700
2023-02-05 22:20:50.020000,50.005172,50.00496,50.005111,50.005081,146,2700
2023-02-05 22:20:50.040000,50.003866,50.004452,50.004898,50.00440533333333,146,2700
2023-02-05 22:20:50.060000,50.003374,50.00374,50.004129,50.00374766666667,146,2700
2023-02-05 22:20:50.080000,50.004283,50.003663,50.004074,50.00400666666667,146,2700
2023-02-05 22:20:50.100000,50.00562,50.003866,50.00425,50.00457866666667,146,2700
2023-02-05 22:20:50.120000,50.005917,50.004212,50.003741,50.004623333333335,146,2700
2023-02-05 22:20:50.140000,50.005005,50.004385,50.004454,50.00461466666667,146,2700
2023-02-05 22:20:50.160000,50.004472,50.004242,50.00337,50.004028,146,2700
2023-02-05 22:20:50.180000,50.00463,50.004074,50.005111,50.004605,146,2700
2023-02-05 22:20:50.200000,50.004949,50.003874,50.003481,50.00410133333333,146,2700
2023-02-05 22:20:50.220000,50.004737,50.00355,50.004222,50.00416966666666,146,2700
2023-02-05 22:20:50.240000,50.004009,50.003385,50.005111,50.00416833333333,146,2700
2023-02-05 22:20:50.260000,50.004158,50.003536,50.004963,50.004219,146,2700
2023-02-05 22:20:50.280000,50.00499,50.003601,50.00387,50.00415366666667,146,2700
2023-02-05 22:20:50.300000,50.004816,50.003445,50.004917,50.00439266666667,146,2700
2023-02-05 22:20:50.320000,50.003787,50.00337,50.003009,50.003388666666666,146,2700
2023-02-05 22:20:50.340000,50.003379,50.004019,50.003463,50.00362033333334,146,2700
2023-02-05 22:20:50.360000,50.004417,50.005028,50.003889,50.004444666666664,146,2700
2023-02-05 22:20:50.380000,50.004912,50.004939,50.004926,50.00492566666666,146,2700
2023-02-05 22:20:50.400000,50.004505,50.004419,50.004148,50.00435733333334,146,2700
2023-02-05 22:20:50.420000,50.004865,50.004304,50.005417,50.004862,146,2700
2023-02-05 22:20:50.440000,50.005018,50.004492,50.004398,50.004636000000005,146,2700
2023-02-05 22:20:50.460000,50.004981,50.004419,50.004658,50.004686,146,2700
2023-02-05 22:20:50.480000,50.005255,50.004125,50.004556,50.004645333333336,146,2700
2023-02-05 22:20:50.500000,50.004865,50.004266,50.005259,50.004796666666664,146,2700
2023-02-05 22:20:50.520000,50.005195,50.00464,50.003093,50.00430933333334,146,2700
2023-02-05 22:20:50.540000,50.006759,50.005323,50.003703,50.00526166666666,146,2700
2023-02-05 22:20:50.560000,50.006959,50.005937,50.005195,50.00603033333334,146,2700
2023-02-05 22:20:50.580000,50.005287,50.006002,50.004565,50.00528466666666,146,2700
2023-02-05 22:20:50.600000,50.004805,50.005588,50.00399,50.00479433333334,146,2700
2023-02-05 22:20:50.620000,50.006514,50.004694,50.004454,50.00522066666667,146,2700
2023-02-05 22:20:50.640000,50.006991,50.003894,50.005611,50.005498666666675,146,2700
2023-02-05 22:20:50.660000,50.005467,50.00374,50.004241,50.00448266666667,146,2700
2023-02-05 22:20:50.680000,50.004704,50.003875,50.004305,50.00429466666666,146,2700
2023-02-05 22:20:50.700000,50.005074,50.003673,50.005278,50.004675,146,2700
2023-02-05 22:20:50.720000,50.005695,50.003514,50.003305,50.00417133333334,146,2700
2023-02-05 22:20:50.740000,50.00576,50.003791,50.004213,50.004588000000005,146,2700
2023-02-05 22:20:50.760000,50.005301,50.004175,50.004713,50.00472966666667,146,2700
2023-02-05 22:20:50.780000,50.005218,50.00405,50.004731,50.004666333333326,146,2700
2023-02-05 22:20:50.800000,50.00624,50.003633,50.004417,50.00476333333333,146,2700
2023-02-05 22:20:50.820000,50.007153,50.003868,50.005046,50.00535566666667,146,2700
2023-02-05 22:20:50.840000,50.005709,50.004676,50.005389,50.005258000000005,146,2700
2023-02-05 22:20:50.860000,50.004231,50.005316,50.006102,50.00521633333333,146,2700
2023-02-05 22:20:50.880000,50.004981,50.00539,50.006592,50.005654333333325,146,2700
2023-02-05 22:20:50.900000,50.005102,50.005459,50.005824,50.00546166666666,146,2700
2023-02-05 22:20:50.920000,50.004357,50.005643,50.004777,50.00492566666666,146,2700
2023-02-05 22:20:50.940000,50.004963,50.006184,50.005917,50.005688,146,2700
2023-02-05 22:20:50.960000,50.006366,50.006709,50.005555,50.00621,146,2700
2023-02-05 22:20:50.980000,50.007152,50.006972,50.006315,50.006813,146,2700
2023-02-05 22:20:51.000000,50.007408,50.007236,50.006833,50.007159,146,2700
2023-02-05 22:20:51.020000,50.007439,50.007337,50.006722,50.007166000000005,146,2700
2023-02-05 22:20:51.040000,50.007439,50.007342,50.006584,50.00712166666667,146,2700
2023-02-05 22:20:51.060000,50.007579,50.007527,50.006824,50.00731,146,2700
2023-02-05 22:20:51.080000,50.006745,50.007469,50.007241,50.007151666666665,146,2700
2023-02-05 22:20:51.100000,50.005255,50.007278,50.006917,50.006483333333335,146,2700
2023-02-05 22:20:51.120000,50.005125,50.006807,50.006555,50.00616233333333,146,2700
2023-02-05 22:20:51.140000,50.006037,50.006633,50.00662,50.00643,146,2700
2023-02-05 22:20:51.160000,50.00656,50.006573,50.005991,50.006374666666666,146,2700
