Time Stamp,CL_Concepción_UDEC,CL_Copiapó_UDA,CL_Curicó_UTALCA,CIO,Potencia,Inicio
2023-02-09 23:59:00.000000,50.024347,50.025745,50.024416,50.024836,110,2685
2023-02-09 23:59:00.020000,50.024347,50.025745,50.024416,50.024836,110,2685
2023-02-09 23:59:00.040000,50.027084,50.026115,50.023927,50.025708666666674,110,2685
2023-02-09 23:59:00.060000,50.026828,50.025379,50.023658,50.02528833333334,110,2685
2023-02-09 23:59:00.080000,50.024811,50.025223,50.02361,50.024548,110,2685
2023-02-09 23:59:00.100000,50.023894,50.025167,50.023889,50.024316666666664,110,2685
2023-02-09 23:59:00.120000,50.024403,50.024903,50.024424,50.02457666666667,110,2685
2023-02-09 23:59:00.140000,50.025245,50.02519,50.02501,50.025148333333334,110,2685
2023-02-09 23:59:00.160000,50.025745,50.026805,50.025382,50.02597733333334,110,2685
2023-02-09 23:59:00.180000,50.025871,50.028069,50.025643,50.026527666666674,110,2685
2023-02-09 23:59:00.200000,50.025449,50.027616,50.025665,50.02624333333333,110,2685
2023-02-09 23:59:00.220000,50.024769,50.026217,50.025879,50.025621666666666,110,2685
2023-02-09 23:59:00.240000,50.02438,50.024615,50.026048,50.02501433333333,110,2685
2023-02-09 23:59:00.260000,50.025014,50.023486,50.02605,50.024849999999994,110,2685
2023-02-09 23:59:00.280000,50.02537,50.023491,50.025759,50.02487333333334,110,2685
2023-02-09 23:59:00.300000,50.025027,50.024024,50.02534,50.024797,110,2685
2023-02-09 23:59:00.320000,50.024967,50.024426,50.025088,50.024826999999995,110,2685
2023-02-09 23:59:00.340000,50.024422,50.024231,50.02489,50.024514333333336,110,2685
2023-02-09 23:59:00.360000,50.023287,50.023787,50.024629,50.023901,110,2685
2023-02-09 23:59:00.380000,50.023305,50.023852,50.024211,50.02378933333333,110,2685
2023-02-09 23:59:00.400000,50.0245,50.023824,50.023906,50.024076666666666,110,2685
2023-02-09 23:59:00.420000,50.025825,50.023366,50.02424,50.024477,110,2685
2023-02-09 23:59:00.440000,50.026004,50.023463,50.024574,50.02468033333333,110,2685
2023-02-09 23:59:00.460000,50.025375,50.024634,50.024332,50.02478033333333,110,2685
2023-02-09 23:59:00.480000,50.024676,50.025542,50.024676,50.02496466666667,110,2685
2023-02-09 23:59:00.500000,50.024542,50.0248,50.025593,50.02497833333333,110,2685
2023-02-09 23:59:00.520000,50.02556,50.024556,50.026172,50.025429333333335,110,2685
2023-02-09 23:59:00.540000,50.026639,50.026121,50.026643,50.02646766666667,110,2685
2023-02-09 23:59:00.560000,50.026315,50.026815,50.026579,50.02656966666666,110,2685
2023-02-09 23:59:00.580000,50.025449,50.025314,50.026403,50.025722,110,2685
2023-02-09 23:59:00.600000,50.025121,50.023861,50.026236,50.02507266666667,110,2685
2023-02-09 23:59:00.620000,50.024639,50.023931,50.025921,50.024830333333334,110,2685
2023-02-09 23:59:00.640000,50.024013,50.024375,50.025343,50.024576999999994,110,2685
2023-02-09 23:59:00.660000,50.023592,50.024857,50.024875,50.024441333333336,110,2685
2023-02-09 23:59:00.680000,50.023875,50.025268,50.02466,50.024601,110,2685
2023-02-09 23:59:00.700000,50.025129,50.025343,50.024453,50.024975000000005,110,2685
2023-02-09 23:59:00.720000,50.025635,50.024999,50.024259,50.02496433333334,110,2685
2023-02-09 23:59:00.740000,50.024677,50.02456,50.024042,50.02442633333334,110,2685
2023-02-09 23:59:00.760000,50.02432,50.024413,50.023796,50.02417633333334,110,2685
2023-02-09 23:59:00.780000,50.023967,50.024454,50.023869,50.02409666666666,110,2685
2023-02-09 23:59:00.800000,50.022948,50.024607,50.023828,50.023794333333335,110,2685
2023-02-09 23:59:00.820000,50.023093,50.024991,50.023663,50.023915666666674,110,2685
2023-02-09 23:59:00.840000,50.025074,50.024546,50.023713,50.02444433333333,110,2685
2023-02-09 23:59:00.860000,50.026222,50.023477,50.024157,50.02461866666667,110,2685
2023-02-09 23:59:00.880000,50.026094,50.02369,50.024622,50.024802,110,2685
2023-02-09 23:59:00.900000,50.025416,50.024616,50.024941,50.024991,110,2685
2023-02-09 23:59:00.920000,50.02392,50.02449,50.025011,50.024473666666665,110,2685
2023-02-09 23:59:00.940000,50.022477,50.023249,50.024603,50.02344300000001,110,2685
2023-02-09 23:59:00.960000,50.022745,50.022861,50.024404,50.023336666666665,110,2685
2023-02-09 23:59:00.980000,50.024593,50.023402,50.024508,50.02416766666666,110,2685
2023-02-09 23:59:01.000000,50.025284,50.023847,50.024198,50.024443,110,2685
2023-02-09 23:59:01.020000,50.024494,50.024551,50.02391,50.02431833333333,110,2685
