Time Stamp,CL_Copiapó_UDA,CL_Curicó_UTALCA,CL_Santiago_USACH,CIO,Potencia,Inicio
2023-01-05 00:21:20.000000,49.875815,49.877057,49.87637,49.876414000000004,86,2700
2023-01-05 00:21:20.020000,49.875815,49.877057,49.87637,49.876414000000004,86,2700
2023-01-05 00:21:20.040000,49.875555,49.876966,49.878325,49.876948666666664,86,2700
2023-01-05 00:21:20.060000,49.875804,49.877169,49.877504,49.87682566666666,86,2700
2023-01-05 00:21:20.080000,49.875843,49.877262,49.877115,49.876740000000005,86,2700
2023-01-05 00:21:20.100000,49.875986,49.877018,49.878222,49.87707533333333,86,2700
2023-01-05 00:21:20.120000,49.876824,49.877007,49.877167,49.87699933333332,86,2700
2023-01-05 00:21:20.140000,49.877774,49.877343,49.875685,49.876934000000006,86,2700
2023-01-05 00:21:20.160000,49.877371,49.877575,49.877055,49.877333666666665,86,2700
2023-01-05 00:21:20.180000,49.876731,49.877283,49.876121,49.876711666666665,86,2700
2023-01-05 00:21:20.200000,49.876842,49.87741,49.877398,49.87721666666667,86,2700
2023-01-05 00:21:20.220000,49.876731,49.878125,49.877102,49.87731933333333,86,2700
2023-01-05 00:21:20.240000,49.87613,49.878242,49.875962,49.876778,86,2700
2023-01-05 00:21:20.260000,49.874713,49.877441,49.87738,49.876511333333326,86,2700
2023-01-05 00:21:20.280000,49.873917,49.876746,49.876518,49.875727000000005,86,2700
2023-01-05 00:21:20.300000,49.875556,49.877239,49.87875,49.87718166666667,86,2700
2023-01-05 00:21:20.320000,49.877227,49.877578,49.878019,49.877608,86,2700
2023-01-05 00:21:20.340000,49.877112,49.877464,49.87725,49.87727533333333,86,2700
2023-01-05 00:21:20.360000,49.876333,49.877968,49.87763,49.877310333333334,86,2700
2023-01-05 00:21:20.380000,49.875981,49.877975,49.876417,49.876791,86,2700
2023-01-05 00:21:20.400000,49.876208,49.876478,49.87624,49.87630866666667,86,2700
2023-01-05 00:21:20.420000,49.876139,49.874768,49.875278,49.875395000000005,86,2700
2023-01-05 00:21:20.440000,49.875907,49.874792,49.876231,49.87564333333333,86,2700
2023-01-05 00:21:20.460000,49.875945,49.876362,49.877639,49.876648666666675,86,2700
2023-01-05 00:21:20.480000,49.875764,49.876967,49.876806,49.87651233333333,86,2700
2023-01-05 00:21:20.500000,49.875472,49.876285,49.876259,49.87600533333333,86,2700
2023-01-05 00:21:20.520000,49.875926,49.87574,49.876231,49.875965666666666,86,2700
2023-01-05 00:21:20.540000,49.876527,49.875939,49.877801,49.87675566666667,86,2700
2023-01-05 00:21:20.560000,49.876556,49.876036,49.877509,49.87670033333333,86,2700
2023-01-05 00:21:20.580000,49.877144,49.875601,49.874292,49.875679,86,2700
2023-01-05 00:21:20.600000,49.877329,49.875195,49.876217,49.876247,86,2700
2023-01-05 00:21:20.620000,49.875976,49.87552,49.875033,49.875509666666666,86,2700
2023-01-05 00:21:20.640000,49.874574,49.8757,49.874004,49.87475933333334,86,2700
2023-01-05 00:21:20.660000,49.874931,49.875419,49.875176,49.87517533333334,86,2700
2023-01-05 00:21:20.680000,49.876055,49.875326,49.875944,49.875775000000004,86,2700
2023-01-05 00:21:20.700000,49.876255,49.875569,49.876954,49.87625933333334,86,2700
2023-01-05 00:21:20.720000,49.875982,49.8759,49.87694,49.876273999999995,86,2700
2023-01-05 00:21:20.740000,49.876227,49.875525,49.87569,49.875814,86,2700
2023-01-05 00:21:20.760000,49.876412,49.874792,49.87694,49.876048,86,2700
2023-01-05 00:21:20.780000,49.876648,49.875137,49.874458,49.87541433333334,86,2700
2023-01-05 00:21:20.800000,49.876889,49.875579,49.875709,49.876059,86,2700
2023-01-05 00:21:20.820000,49.876505,49.874955,49.875098,49.87551933333334,86,2700
2023-01-05 00:21:20.840000,49.875995,49.87443,49.874483,49.87496933333333,86,2700
2023-01-05 00:21:20.860000,49.875522,49.875178,49.874149,49.87494966666666,86,2700
2023-01-05 00:21:20.880000,49.874436,49.876579,49.873061,49.874692,86,2700
2023-01-05 00:21:20.900000,49.87388,49.876152,49.875122,49.87505133333334,86,2700
2023-01-05 00:21:20.920000,49.874996,49.874937,49.875568,49.875167,86,2700
2023-01-05 00:21:20.940000,49.87631,49.875593,49.875951,49.87595133333334,86,2700
2023-01-05 00:21:20.960000,49.876647,49.876465,49.877117,49.876743,86,2700
2023-01-05 00:21:20.980000,49.876403,49.876461,49.874701,49.875855,86,2700
2023-01-05 00:21:21.000000,49.876121,49.876062,49.876127,49.87610333333333,86,2700
2023-01-05 00:21:21.020000,49.876056,49.875428,49.875701,49.875728333333335,86,2700
2023-01-05 00:21:21.040000,49.875764,49.875128,49.875382,49.87542466666667,86,2700
2023-01-05 00:21:21.060000,49.875153,49.874744,49.873202,49.874366333333334,86,2700
2023-01-05 00:21:21.080000,49.874833,49.874063,49.873052,49.87398266666667,86,2700
2023-01-05 00:21:21.100000,49.875268,49.873953,49.874742,49.87465433333333,86,2700
2023-01-05 00:21:21.120000,49.875602,49.874434,49.87526,49.875098666666666,86,2700
2023-01-05 00:21:21.140000,49.875384,49.874835,49.875554,49.87525766666666,86,2700
2023-01-05 00:21:21.160000,49.874972,49.875275,49.875858,49.875368333333334,86,2700
2023-01-05 00:21:21.180000,49.875634,49.875803,49.875679,49.875705333333336,86,2700
2023-01-05 00:21:21.200000,49.877265,49.875741,49.875862,49.87628933333334,86,2700
2023-01-05 00:21:21.220000,49.876991,49.875062,49.876941,49.876331333333326,86,2700
2023-01-05 00:21:21.240000,49.874958,49.874227,49.874847,49.87467733333333,86,2700
2023-01-05 00:21:21.260000,49.874029,49.873796,49.873195,49.873673333333336,86,2700
2023-01-05 00:21:21.280000,49.874477,49.874332,49.874185,49.87433133333334,86,2700
